id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,4.96304,0.790103,4.86263,-3.74111,4.96194,0.790033,4.84275,-3.74101,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,4.96221,0.790103,6.9012,-3.74101,4.96194,0.790033,6.89694,-3.74101,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,4.96191,0.790103,4.56929,-3.74101,4.96194,0.790033,4.60603,-3.74101,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,4.96217,0.790103,4.3793,-3.74101,4.96194,0.790033,4.35001,-3.74101,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,4.96269,0.790103,5.69604,-3.74107,4.96194,0.790033,5.70329,-3.74101,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,4.96217,0.790103,5.96425,-3.741,4.96194,0.790033,5.98989,-3.74101,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,4.96201,0.790103,4.794,-3.74093,4.96194,0.790033,4.77452,-3.74101,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,4.96252,0.790103,4.34479,-3.74107,4.96194,0.790033,4.42869,-3.74101,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,4.96209,0.790103,5.96662,-3.74107,4.96193,0.790033,6.01012,-3.74101,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,4.96282,0.790103,5.60297,-3.74104,4.96194,0.790033,5.62104,-3.74101,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,4.96202,0.790103,5.67311,-3.74101,4.96194,0.790033,5.30625,-3.74101,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,4.96237,0.790103,5.82898,-3.74101,4.96194,0.790033,5.30626,-3.74101,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,4.96234,0.790103,5.90997,-3.74093,4.96194,0.790033,5.30625,-3.74101,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,4.96239,0.790103,6.05428,-3.741,4.96194,0.790033,5.30626,-3.74101,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,4.96249,0.790103,5.92579,-3.74098,4.96194,0.790033,5.30626,-3.74101,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,4.96246,0.790103,6.00522,-3.74105,4.96194,0.790033,5.30625,-3.74101,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,4.96234,0.790103,6.13152,-3.74097,4.96194,0.790033,5.30626,-3.74101,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,4.96213,0.790103,6.18462,-3.741,4.96194,0.790033,5.30625,-3.74101,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,4.9621,0.790103,6.41795,-3.74103,4.96194,0.790033,5.30625,-3.74101,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,4.96237,0.790103,5.88708,-3.741,4.96194,0.790033,5.30625,-3.74101,69.0|274,411
