rep,id,f,h,s,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,24.7204,0.695119,12.2589,-2.31319,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,24.7204,0.695119,12.2589,-2.30536,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,24.7204,0.695119,12.2589,-2.64917,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,24.7204,0.695119,12.2589,-3.3316,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,24.7204,0.695119,12.2589,-2.40441,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,24.7204,0.695119,12.2589,-2.02964,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,24.7204,0.695119,12.2589,-3.38008,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,24.7204,0.695119,12.2589,-2.00101,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,24.7204,0.695119,12.2589,-3.3262,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,24.7204,0.695119,12.2589,-2.69621,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,24.7204,0.695119,16.4893,-2.46576,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,24.7204,0.695119,16.4893,-3.01234,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,24.7204,0.695119,16.4893,-2.39636,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,24.7204,0.695119,16.4893,-2.67142,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,24.7204,0.695119,16.4893,-3.05523,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,24.7204,0.695119,16.4893,-2.42561,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,24.7204,0.695119,16.4893,-2.96712,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,24.7204,0.695119,16.4893,-3.25167,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,24.7204,0.695119,16.4893,-2.30851,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,24.7204,0.695119,16.4893,-2.54484,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,24.7204,0.695119,16.4893,-2.72272,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,24.7204,0.695119,16.4893,-2.75621,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,24.7204,0.695119,16.4893,-2.95201,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,24.7204,0.695119,16.4893,-2.83656,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,24.7204,0.695119,16.4893,-2.85833,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,24.7204,0.695119,16.4893,-3.0483,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0.463678,0.804033,1.82031,-2.9649,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0.463678,0.804033,1.82031,-2.56016,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0.463678,0.804033,1.82031,-1.82953,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0.463678,0.804033,1.82031,-2.10932,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0.463678,0.633765,3.03179,-2.3986,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0.463678,0.633765,3.03179,-1.91541,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0.463678,0.633765,3.03179,-2.79309,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0.463678,0.633765,3.03179,-1.83542,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0.463678,0.695119,2.12948,-1.66775,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0.463678,0.695119,2.12948,-1.43344,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0.463678,0.695119,16.4059,-1.28787,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,0.463678,0.695119,16.4059,-1.78111,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,0.463678,0.695119,16.4059,-2.20477,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,0.463678,0.695119,16.4059,-1.84339,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0.463678,0.695119,16.4059,-1.88233,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,0.463678,0.695119,16.4059,-2.85694,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,0.463678,0.695119,16.4059,-2.61965,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,0.463678,0.695119,16.4059,-1.96169,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,0.463678,0.695119,16.4059,-2.35168,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,0.463678,0.695119,16.4059,-3.22857,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,0.463678,0.695119,16.4059,-1.42298,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,0.463678,0.695119,16.4059,-2.65017,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,0.463678,0.695119,16.4059,-2.00827,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,0.463678,0.695119,16.4059,-2.91193,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,0.463678,0.695119,16.4059,-1.706,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,0.463678,0.695119,16.4059,-2.59091,69.0|322,152
1,8|1056|8|1056|sample|8|276|8|276|65.0,6.14217,0.80691,16.8124,-2.41711,65.0|276,1056
1,8|1056|8|1056|sample|7|276|7|276|65.0,6.14217,0.80691,16.8124,-1.54978,65.0|276,1056
1,8|1056|8|1056|sample|6|276|6|276|65.0,6.14217,0.80691,16.8124,-1.74323,65.0|276,1056
1,8|1056|8|1056|sample|5|276|5|276|65.0,6.14217,0.80691,16.8124,-2.45384,65.0|276,1056
1,8|1056|8|1056|sample|12|276|12|276|28.0,6.14217,0.739243,27.8575,-1.38369,28.0|276,1056
1,8|1056|8|1056|sample|11|276|11|276|28.0,6.14217,0.739243,27.8575,-1.88789,28.0|276,1056
1,8|1056|8|1056|sample|10|276|10|276|28.0,6.14217,0.739243,27.8575,-1.76099,28.0|276,1056
1,8|1056|8|1056|sample|9|276|9|276|28.0,6.14217,0.739243,27.8575,-2.306,28.0|276,1056
1,8|1056|8|1056|sample|4|276|4|276|22.0,6.14217,0.895346,24.51,-2.17422,22.0|276,1056
1,8|1056|8|1056|sample|3|276|3|276|22.0,6.14217,0.895346,24.51,-2.39502,22.0|276,1056
1,8|1056|8|1056|cc|1|1|276|1|276|69.0,6.14217,0.694835,27.8575,-2.57139,69.0|276,1056
1,8|1056|8|1056|cc|2|1|276|1|276|69.0,6.14217,0.694835,27.8575,-1.82213,69.0|276,1056
1,8|1056|8|1056|cc|3|1|276|1|276|69.0,6.14217,0.694835,27.8575,-2.67943,69.0|276,1056
1,8|1056|8|1056|cc|4|1|276|1|276|69.0,6.14217,0.694835,27.8575,-1.6137,69.0|276,1056
1,8|1056|8|1056|cc|5|1|276|1|276|69.0,6.14217,0.694835,27.8575,-2.1739,69.0|276,1056
1,8|1056|8|1056|cc|6|1|276|1|276|69.0,6.14217,0.694835,27.8575,-1.7579,69.0|276,1056
1,8|1056|8|1056|cc|7|1|276|1|276|69.0,6.14217,0.694835,27.8575,-1.83632,69.0|276,1056
1,8|1056|8|1056|cc|8|1|276|1|276|69.0,6.14217,0.694835,27.8575,-1.75583,69.0|276,1056
1,8|1056|8|1056|vc|1|2|276|2|276|69.0,6.14217,0.694835,27.8575,-2.89074,69.0|276,1056
1,8|1056|8|1056|vc|2|2|276|2|276|69.0,6.14217,0.694835,27.8575,-1.81195,69.0|276,1056
1,8|1056|8|1056|vc|3|2|276|2|276|69.0,6.14217,0.694835,27.8575,-1.33344,69.0|276,1056
1,8|1056|8|1056|vc|4|2|276|2|276|69.0,6.14217,0.694835,27.8575,-2.27102,69.0|276,1056
1,8|1056|8|1056|vc|5|2|276|2|276|69.0,6.14217,0.694835,27.8575,-1.55049,69.0|276,1056
1,8|1056|8|1056|vc|6|2|276|2|276|69.0,6.14217,0.694835,27.8575,-1.975,69.0|276,1056
1,8|1056|8|1056|vc|7|2|276|2|276|69.0,6.14217,0.694835,27.8575,-2.04271,69.0|276,1056
1,8|1056|8|1056|vc|8|2|276|2|276|69.0,6.14217,0.694835,27.8575,-1.43553,69.0|276,1056
1,8|462|8|462|sample|6|292|6|292|55.0,6.14217,0.316708,2.06087,4.41012,55.0|292,462
1,8|462|8|462|sample|5|292|5|292|55.0,6.14217,0.316708,2.06087,4.81372,55.0|292,462
1,8|462|8|462|sample|4|292|4|292|55.0,6.14217,0.316708,2.06087,4.35166,55.0|292,462
1,8|462|8|462|sample|3|292|3|292|55.0,6.14217,0.316708,2.06087,4.37448,55.0|292,462
1,8|462|8|462|sample|9|292|9|292|32.0,6.14217,0.695119,48.3576,3.82579,32.0|292,462
1,8|462|8|462|sample|10|292|10|292|32.0,6.14217,0.695119,48.3576,4.41619,32.0|292,462
1,8|462|8|462|sample|7|292|7|292|32.0,6.14217,0.695119,48.3576,4.65634,32.0|292,462
1,8|462|8|462|sample|8|292|8|292|32.0,6.14217,0.695119,48.3576,4.23209,32.0|292,462
1,8|462|8|462|sample|11|292|11|292|22.0,6.14217,0.722433,9.694,4.77338,22.0|292,462
1,8|462|8|462|sample|12|292|12|292|22.0,6.14217,0.722433,9.694,5.16075,22.0|292,462
1,8|462|8|462|cc|1|1|292|1|292|69.0,6.14217,0.695119,48.3574,4.19169,69.0|292,462
1,8|462|8|462|cc|2|1|292|1|292|69.0,6.14217,0.695119,48.3574,4.75643,69.0|292,462
1,8|462|8|462|cc|3|1|292|1|292|69.0,6.14217,0.695119,48.3574,4.66252,69.0|292,462
1,8|462|8|462|cc|4|1|292|1|292|69.0,6.14217,0.695119,48.3574,4.9489,69.0|292,462
1,8|462|8|462|cc|5|1|292|1|292|69.0,6.14217,0.695119,48.3574,5.30935,69.0|292,462
1,8|462|8|462|cc|6|1|292|1|292|69.0,6.14217,0.695119,48.3574,5.44589,69.0|292,462
1,8|462|8|462|cc|7|1|292|1|292|69.0,6.14217,0.695119,48.3574,4.43755,69.0|292,462
