id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,-7.28661e-09,-1.30051e-08,-0.970989,0,0,0,-2.56684e-13,-0.915902,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,8.14142e-10,1.30559e-08,-1.47427,0,0,0,-2.3137e-13,-1.48625,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,-2.04024e-09,-5.66858e-09,-0.761603,0,0,1.13687e-13,2.97984e-13,-0.802757,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,-1.30457e-08,4.46031e-09,-0.66499,0,0,0,2.67342e-13,-0.702628,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,8.21604e-09,-3.75362e-09,-1.17426,0,0,2.27374e-13,-7.52731e-14,-1.17367,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,-1.40846e-08,-1.3196e-08,-1.25198,0,0,1.13687e-13,2.57572e-14,-1.24878,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,-1.24594e-08,-9.94042e-09,-0.903475,0,0,0,-9.76996e-15,-0.878261,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-2.14909e-09,1.37735e-09,-0.730986,0,0,-1.13687e-13,-8.52651e-14,-0.751016,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,-4.7469e-09,2.60646e-09,-1.24604,0,0,2.27374e-13,1.00142e-13,-1.24219,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,1.93704e-09,1.65642e-08,-1.09324,0,0,0,-4.05453e-13,-1.13039,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,6.24333e-09,2.23837e-10,0.232496,0,0,0,2.23155e-14,-2.92133e-06,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,-6.18812e-11,2.50227e-09,-0.707655,0,0,0,5.12923e-14,2.12902e-06,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,3.61026e-09,-3.48861e-10,-0.115721,0,0,0,-9.10383e-15,2.41637e-06,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,-3.93248e-09,1.44064e-08,0.0593538,0,0,0,-1.4988e-15,6.6767e-06,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,-3.90826e-09,-5.14104e-09,-0.177871,0,0,0,-2.73115e-14,-4.92088e-07,0,False,69.0|274,411
