rep,id,eta_L,eta_m,eta_e,eta_s,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,0,9.10225e-06,-8.27788e-06,6.25822e-07,0,0,False,69.0|162,84
1,8|84|cc|2|1|162,0,1.38593e-05,-1.32312e-05,2.77541e-06,0,0,False,69.0|162,84
1,8|84|cc|3|1|162,0,2.62768e-05,1.50821e-05,5.99933e-06,0,0,False,69.0|162,84
1,8|84|cc|4|1|162,0,1.32773e-05,-1.45576e-05,-2.35276e-05,0,0,False,69.0|162,84
1,8|84|cc|5|1|162,0,4.46768e-06,1.41544e-05,-8.19572e-06,0,0,False,69.0|162,84
1,8|84|cc|6|1|162,0,3.87671e-06,1.57461e-05,8.72309e-07,0,0,False,69.0|162,84
1,8|84|cc|7|1|162,0,-2.04209e-06,1.51495e-06,-9.96798e-07,0,0,False,69.0|162,84
1,8|84|cc|8|1|162,0,-9.35786e-06,1.38391e-05,7.4801e-07,0,0,False,69.0|162,84
1,8|84|sample|10|162,0,-1.97567e-06,-2.74755e-05,-1.0969e-05,0,0,True,32.0|162,84
1,8|84|sample|11|162,0,-1.22401e-05,1.01048e-05,2.06838e-06,0,0,True,22.0|162,84
1,8|84|sample|12|162,0,5.06538e-06,-4.44082e-06,-8.57921e-07,0,0,True,22.0|162,84
1,8|84|sample|3|162,0,4.97466e-06,-3.85959e-07,1.84229e-05,0,0,True,55.0|162,84
1,8|84|sample|4|162,0,-6.27744e-06,-4.5272e-06,7.67687e-06,0,0,True,55.0|162,84
1,8|84|sample|5|162,0,-1.10546e-06,1.0309e-05,5.42598e-06,0,0,True,55.0|162,84
1,8|84|sample|6|162,0,1.38132e-07,-1.05096e-05,-2.52133e-06,0,0,True,55.0|162,84
1,8|84|sample|7|162,0,2.5339e-06,-3.86426e-06,-1.11194e-05,0,0,True,32.0|162,84
1,8|84|sample|8|162,0,1.28448e-05,-4.98985e-06,1.48249e-06,0,0,True,32.0|162,84
1,8|84|sample|9|162,0,-5.65177e-06,-1.29372e-05,1.31905e-05,0,0,True,32.0|162,84
1,8|84|vc|1|2|162,0,3.49312e-06,-1.67099e-06,5.37012e-06,0,0,False,69.0|162,84
1,8|84|vc|2|2|162,0,-1.40325e-05,-7.52626e-06,1.55665e-05,0,0,False,69.0|162,84
1,8|84|vc|3|2|162,0,7.16598e-06,-6.24109e-06,-5.6581e-06,0,0,False,69.0|162,84
1,8|84|vc|4|2|162,0,-4.14325e-06,2.65087e-05,-1.37479e-06,0,0,False,69.0|162,84
1,8|84|vc|5|2|162,0,4.84154e-06,-1.49961e-05,9.34696e-06,0,0,False,69.0|162,84
1,8|84|vc|6|2|162,0,-1.15347e-05,1.40617e-06,-1.69737e-05,0,0,False,69.0|162,84
1,8|84|vc|7|2|162,0,-7.42876e-07,1.06284e-05,-6.27934e-06,0,0,False,69.0|162,84
1,8|84|vc|8|2|162,0,-1.92574e-06,4.4397e-06,1.57809e-06,0,0,False,69.0|162,84
1,8|719|cc|1|1|274,0,-6.19958e-06,-6.50218e-07,-2.20711e-05,0,0,False,69.0|274,719
1,8|719|cc|2|1|274,0,6.87902e-07,1.88263e-05,-1.94878e-06,0,0,False,69.0|274,719
1,8|719|cc|3|1|274,0,1.65119e-05,-1.20319e-06,-3.15988e-06,0,0,False,69.0|274,719
1,8|719|cc|4|1|274,0,-1.60856e-05,6.54298e-06,5.81127e-06,0,0,False,69.0|274,719
1,8|719|cc|5|1|274,0,-1.15043e-05,-2.32927e-05,-7.06438e-06,0,0,False,69.0|274,719
1,8|719|cc|6|1|274,0,-1.07361e-06,2.79272e-05,6.97209e-06,0,0,False,69.0|274,719
1,8|719|cc|7|1|274,0,-7.74464e-06,6.2893e-06,5.08555e-07,0,0,False,69.0|274,719
1,8|719|cc|8|1|274,0,9.98885e-06,2.4786e-06,2.69177e-06,0,0,False,69.0|274,719
1,8|719|sample|10|274,0,-1.11479e-05,2.35624e-08,-1.41421e-05,0,0,True,32.0|274,719
1,8|719|sample|11|274,0,6.4527e-06,4.0174e-05,5.06935e-06,0,0,True,22.0|274,719
1,8|719|sample|12|274,0,-7.74262e-06,1.23489e-05,8.90748e-06,0,0,True,22.0|274,719
1,8|719|sample|3|274,0,5.13449e-06,-6.28163e-06,1.19235e-05,0,0,True,55.0|274,719
1,8|719|sample|4|274,0,6.228e-06,1.39029e-05,1.82891e-05,0,0,True,55.0|274,719
1,8|719|sample|5|274,0,4.65672e-06,9.88602e-06,-4.9937e-06,0,0,True,55.0|274,719
1,8|719|sample|6|274,0,4.07293e-07,-6.04667e-06,5.91749e-06,0,0,True,55.0|274,719
1,8|719|sample|7|274,0,-1.96094e-06,1.65055e-05,7.98606e-06,0,0,True,32.0|274,719
1,8|719|sample|8|274,0,7.7083e-07,-2.98191e-05,-8.81572e-06,0,0,True,32.0|274,719
1,8|719|sample|9|274,0,7.97314e-06,-1.12159e-05,1.99253e-06,0,0,True,32.0|274,719
1,8|719|vc|1|2|274,0,-1.56931e-05,8.90389e-06,1.3158e-05,0,0,False,69.0|274,719
1,8|719|vc|2|2|274,0,-8.6408e-08,8.18465e-06,-4.68357e-06,0,0,False,69.0|274,719
1,8|719|vc|3|2|274,0,7.83495e-06,-7.35839e-06,1.23628e-06,0,0,False,69.0|274,719
1,8|719|vc|4|2|274,0,-2.11943e-06,9.72628e-07,-5.22755e-06,0,0,False,69.0|274,719
1,8|719|vc|5|2|274,0,-7.75986e-06,4.05319e-05,1.22815e-05,0,0,False,69.0|274,719
1,8|719|vc|6|2|274,0,-7.15492e-06,1.16273e-05,-1.39629e-05,0,0,False,69.0|274,719
1,8|719|vc|7|2|274,0,4.48009e-06,1.38652e-05,9.29933e-06,0,0,False,69.0|274,719
1,8|719|vc|8|2|274,0,1.74477e-05,2.84046e-06,-8.89858e-06,0,0,False,69.0|274,719
1,8|488|cc|1|1|322,0,-3.87267e-06,7.59279e-06,-6.68592e-06,0,0,False,69.0|322,488
