id,f_SAEM,h_SAEM,L_gap_SAEM,f_mode,h_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.479184,1.45114,-16.0567,0.480037,1.4509,-17.9652,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.411193,1.45114,-16.0567,0.397028,1.4509,-17.9652,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.508823,1.45114,-16.0567,0.505914,1.4509,-17.9652,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.517781,1.45114,-16.0567,0.51795,1.4509,-17.9652,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.432536,1.45114,-16.0567,0.431672,1.4509,-17.9652,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.428359,1.45114,-16.0567,0.421852,1.4509,-17.9652,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.483056,1.45114,-16.0567,0.483264,1.4509,-17.9652,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.527199,1.45114,-16.0567,0.520707,1.4509,-17.9652,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.417871,1.45114,-16.0567,0.416889,1.4509,-17.9652,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.440511,1.45114,-16.0567,0.43617,1.4509,-17.9652,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.0180413,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.018013,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.0185707,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.0183052,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.018077,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.0180192,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.0180543,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.0181994,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.0182257,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.0179584,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.0182194,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.0182815,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.0178542,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.0181074,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0.0179133,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.018166,1.45114,-16.0567,0.0179406,1.4509,-17.9652,69.0|274,411
