id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,-0.0465299,-0.137618,0,0,0,4.52035e-08,7.07137e-08,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0.0244303,0.253794,0,0,0,2.18279e-08,-3.23474e-07,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0.0434468,0.0595981,0,0,0,-7.37285e-08,8.5657e-08,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,-0.0449505,0.202831,0,0,0,-1.16527e-07,-1.85546e-07,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,-0.0533904,0.192671,0,0,0,-2.52411e-08,-1.76237e-07,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,-0.0290719,0.120275,0,0,0,9.07223e-08,4.56801e-07,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0.000538521,0.219985,0,0,0,-7.38456e-08,1.804e-07,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,-0.0540192,-0.161041,0,0,0,-8.71041e-08,4.77733e-08,0,0,False,69.0|162,84
8|84|sample|10|162,0,0.086239,-1.28476,0,0,0,-0.0227093,-1.20129,0,0,True,32.0|162,84
8|84|sample|11|162,0,0.0662474,-1.66807,0,0,0,0.0924257,-1.6702,0,0,True,22.0|162,84
8|84|sample|12|162,0,-0.0451479,-1.29884,0,0,0,-0.140208,-1.21424,0,0,True,22.0|162,84
8|84|sample|3|162,0,-0.187659,-2.64817,0,0,0,-0.283793,-2.4874,0,0,True,55.0|162,84
8|84|sample|4|162,0,-0.341398,-2.40108,0,0,0,-0.327815,-2.33692,0,0,True,55.0|162,84
8|84|sample|5|162,0,-0.522462,-2.29254,0,0,0,-0.560879,-2.15878,0,0,True,55.0|162,84
8|84|sample|6|162,0,-0.509203,-2.49594,0,0,0,-0.541396,-2.42516,0,0,True,55.0|162,84
8|84|sample|7|162,0,0.0108397,-1.43078,0,0,0,-0.027695,-1.40241,0,0,True,32.0|162,84
8|84|sample|8|162,0,0.0230154,-1.37035,0,0,0,-0.0150409,-1.33577,0,0,True,32.0|162,84
8|84|sample|9|162,0,0.0798464,-1.29778,0,0,0,0.0455983,-1.27354,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,-0.0228281,0.135217,0,0,0,-3.05299e-08,4.61216e-07,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,-0.00571805,0.0897213,0,0,0,3.13665e-08,1.14998e-07,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,0.0289525,-0.173055,0,0,0,1.86253e-08,-2.99705e-07,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,-0.00723496,0.426677,0,0,0,1.61344e-07,-6.38788e-07,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,0.0195028,-0.00142034,0,0,0,-4.1464e-09,2.19142e-07,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,-0.0335143,-0.251304,0,0,0,1.84507e-08,-4.50896e-07,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,-0.0388339,-0.0897352,0,0,0,2.26644e-08,-2.11086e-07,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,-0.00817276,0.242545,0,0,0,6.25143e-08,1.95095e-07,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,-0.0216691,0.298406,0,0,0,-6.51208e-08,-1.70358e-07,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,0.0241115,0.0496194,0,0,0,1.09739e-07,-8.21675e-08,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,-0.0259357,0.101105,0,0,0,-1.14438e-07,-1.1831e-07,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,-0.0403133,-0.102899,0,0,0,-8.3672e-08,3.43465e-07,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,0.00999589,0.00302331,0,0,0,4.66106e-08,3.31579e-08,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,-0.0704723,0.12609,0,0,0,1.12061e-07,-2.80763e-07,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,-5.9808e-05,-0.0958733,0,0,0,6.8019e-08,1.51408e-07,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,0.0228815,0.0601181,0,0,0,2.00117e-08,-4.10515e-07,0,0,False,69.0|274,719
8|719|sample|10|274,0,0.174858,-0.491719,0,0,0,0.188413,-0.495623,0,0,True,32.0|274,719
8|719|sample|11|274,0,0.308147,-0.327016,0,0,0,0.277447,-0.290488,0,0,True,22.0|274,719
8|719|sample|12|274,0,0.451187,-0.378242,0,0,0,0.4122,-0.330041,0,0,True,22.0|274,719
8|719|sample|3|274,0,0.115785,-2.62846,0,0,0,0.0521411,-2.5381,0,0,True,55.0|274,719
8|719|sample|4|274,0,0.0759459,-2.62675,0,0,0,0.0173525,-2.54479,0,0,True,55.0|274,719
8|719|sample|5|274,0,0.0454921,-2.5095,0,0,0,0.00324668,-2.44894,0,0,True,55.0|274,719
8|719|sample|6|274,0,0.203982,-2.51353,0,0,0,0.146907,-2.46483,0,0,True,55.0|274,719
8|719|sample|7|274,0,0.149103,-0.469904,0,0,0,0.114094,-0.450818,0,0,True,32.0|274,719
8|719|sample|8|274,0,0.0797505,-0.415564,0,0,0,0.100805,-0.42522,0,0,True,32.0|274,719
8|719|sample|9|274,0,0.178875,-0.437006,0,0,0,0.187601,-0.479826,0,0,True,32.0|274,719
8|719|vc|1|2|274,0,-0.00881084,0.285157,0,0,0,5.14961e-08,2.3989e-07,0,0,False,69.0|274,719
8|719|vc|2|2|274,0,-0.0156567,0.10757,0,0,0,3.46988e-08,-4.34977e-07,0,0,False,69.0|274,719
8|719|vc|3|2|274,0,0.0161863,0.123027,0,0,0,-1.19731e-07,1.85563e-07,0,0,False,69.0|274,719
8|719|vc|4|2|274,0,0.0261239,-0.0270148,0,0,0,-1.84346e-07,-8.12642e-08,0,0,False,69.0|274,719
8|719|vc|5|2|274,0,0.0654092,0.0380413,0,0,0,1.20724e-08,-2.27607e-07,0,0,False,69.0|274,719
8|719|vc|6|2|274,0,-0.0267811,0.140413,0,0,0,-1.11861e-07,-2.05419e-07,0,0,False,69.0|274,719
8|719|vc|7|2|274,0,0.00608549,0.341478,0,0,0,1.04418e-08,-3.0646e-07,0,0,False,69.0|274,719
8|719|vc|8|2|274,0,-0.0574325,0.191835,0,0,0,5.27182e-09,-3.3265e-07,0,0,False,69.0|274,719
8|488|cc|1|1|322,0,-0.0263904,0.00314295,0,0,0,-5.28974e-08,1.88191e-07,0,0,False,69.0|322,488
