parameter,value,CV,se_sa,rse_sa,P2.5_sa,P97.5_sa
U_pop,119971.733209443,,581.033259340645,0.484308464833375,118833,121111
L_pop,709.032682841999,,38.5111296786609,5.43150275164999,633.552,784.513
alpha_pop,0.658478100266516,,0.487489378497156,74.0327397828184,-0.296984,1.61394
omega_U,40.2105297063323,0.0335166698276618,72.3166523447366,179.845062656183,6.52062,247.965
omega_L,92.6997526422792,13.0741156064503,27.4032580720488,29.5613065741348,53.6704,160.111
omega_alpha,1.04170398498065,158.198728941635,0.490910315949907,47.1257020255159,0.462638,2.34557
acc,43.0099331014919,,35.1566249675175,81.7407106506242,12.9058,143.335
bcc,0.000169331114242751,,0.0499040558266158,29471.2853274408,1.58021e-06,0.0181451
avc,17874.9628376654,,11975.4544149004,66.99568845909,6224.88,51328.6
bvc,2.22044604925031e-16,,0.158468418939011,7.13678312483721e+16,2.33584e-21,2.11076e-11
