id,importanceSampling
411|4,141.528167
411|3,137.348495
411|5,162.612120
411|6,161.515323
411|8,140.286776
411|7,139.459419
411|9,160.771014
411|10,162.422996
411|12,138.293807
411|11,139.214225
411|1,83.994584
411|2,143.876722
783|3,181.179225
783|4,182.540353
783|5,181.062810
783|6,181.345084
783|7,152.697635
783|8,151.748825
783|10,181.622792
783|9,181.938636
783|12,159.700348
783|11,159.243565
783|1,81.767607
783|2,147.358282
491|10,140.723007
491|9,140.855988
491|12,155.173195
491|11,159.514736
491|4,155.976294
491|3,154.690413
491|6,168.741652
491|5,169.081772
491|7,135.488313
491|8,134.673501
491|1,64.214959
491|2,155.785689
433|4,174.533831
433|3,154.676421
433|6,174.762638
433|5,182.991837
433|8,139.067890
433|7,141.602773
433|10,153.045509
433|9,153.188064
433|11,167.408539
433|12,185.117509
433|1,64.684894
433|2,149.472287
297|3,173.005613
297|4,175.703564
297|5,144.027497
297|6,143.545503
297|8,151.030180
297|7,151.172859
297|9,149.390331
297|10,145.663835
297|12,186.590589
297|11,178.619184
297|1,67.948840
297|2,146.527416
183|4,134.318964
183|3,140.738702
183|6,129.107890
183|5,129.735771
183|7,133.623619
183|8,135.024651
183|10,130.455744
183|9,130.986477
183|12,133.995210
183|11,135.955363
183|1,88.136298
183|2,121.040458
705|3,142.219382
705|4,142.398857
705|5,142.801782
705|6,142.582152
705|7,144.610195
705|8,143.071635
705|10,128.735331
705|9,132.683934
705|12,127.788922
705|11,128.549769
705|1,67.299897
705|2,125.859683
555|4,158.634175
555|3,160.310698
555|5,160.151685
555|6,162.459423
555|7,140.557651
555|8,140.603126
555|9,158.944829
555|10,159.497732
555|12,139.620388
555|11,138.695729
555|1,80.114756
555|2,132.453263
394|5,179.076907
394|6,181.173643
394|7,167.115427
394|8,165.801239
394|10,199.231909
394|9,195.188046
394|12,179.319329
394|11,178.509627
394|3,193.462564
394|4,191.025778
394|1,63.417914
394|2,137.617673
1099|3,153.625519
1099|4,155.048776
1099|5,164.840232
1099|6,165.625590
1099|8,142.919098
1099|7,149.438462
1099|9,152.829770
1099|10,156.056291
1099|11,140.426610
1099|12,143.228212
1099|1,67.596646
1099|2,120.399287
611|4,142.448990
611|3,140.572329
611|5,143.104047
611|6,141.635026
611|7,142.118139
611|8,142.648116
611|9,150.145827
611|10,148.082968
611|12,142.241829
611|11,141.318305
611|1,67.800796
611|2,125.156639
84|5,186.792598
84|6,180.674428
84|4,174.928888
84|3,173.821595
84|9,158.829016
84|10,158.595043
84|7,169.115979
84|8,167.263332
84|12,158.758023
84|11,162.043010
84|1,76.865630
84|2,148.945912
1042|8,153.915669
1042|7,156.185497
1042|6,160.339554
1042|5,159.944065
1042|12,151.839245
1042|11,153.490012
1042|9,161.779241
1042|10,160.399650
1042|4,156.834512
1042|3,155.329175
1042|1,82.950445
1042|2,149.295927
719|5,161.726182
719|6,162.298263
719|3,171.752992
719|4,171.872492
719|10,155.619591
719|9,155.124325
719|8,163.110304
719|7,163.302008
719|12,156.605838
719|11,154.801289
719|1,80.398761
719|2,145.314770
863|7,147.092095
863|8,145.524979
863|6,155.665023
863|5,153.731095
863|11,144.721883
863|12,144.023784
863|9,152.910569
863|10,151.283599
863|3,146.058384
863|4,148.560509
863|1,79.876984
863|2,143.966330
488|6,170.403043
488|5,170.206234
488|4,175.574418
488|3,175.482946
488|10,202.753045
488|9,200.984766
488|8,189.839968
488|7,188.856190
488|11,159.926200
488|12,161.043181
488|1,78.178220
488|2,144.869547
152|8,150.112072
152|7,150.962800
152|6,160.481591
152|5,158.911323
152|12,148.516676
152|11,146.403936
152|10,152.492334
152|9,154.686267
152|3,154.321790
152|4,153.082600
152|1,78.481920
152|2,144.810821
847|6,208.174401
847|3,190.587546
847|4,191.975994
847|10,158.509147
847|9,159.629038
847|7,170.557100
847|8,169.612030
847|12,169.665809
847|11,170.457855
847|5,204.353762
847|1,84.964192
847|2,161.122783
1241|8,158.870446
1241|7,160.299322
1241|5,168.960213
1241|6,168.119283
1241|11,153.586937
1241|12,151.992887
1241|9,166.423964
1241|10,163.144939
1241|3,164.172837
1241|4,169.040689
1241|1,79.003060
1241|2,156.055741
474|5,168.607230
474|6,170.163567
474|3,175.857942
474|4,175.722955
474|9,148.549594
474|10,148.832104
474|8,159.453700
474|7,160.974366
474|12,159.214562
474|11,162.090881
474|1,82.103272
474|2,152.479722
1056|8,151.336570
1056|7,152.206219
1056|6,158.837794
1056|5,159.987935
1056|12,142.060006
1056|11,144.490003
1056|10,154.720227
1056|9,155.796179
1056|4,153.354726
1056|3,153.047711
1056|1,78.133827
1056|2,148.785747
462|6,202.536309
462|5,200.789145
462|4,191.563146
462|3,190.337614
462|9,152.093175
462|10,153.044585
462|7,163.773017
462|8,164.251978
462|11,167.256997
462|12,161.514647
462|1,91.043807
462|2,154.780131
1159|8,159.304697
1159|7,161.138126
