id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,87490.1,780.439,1.5457,0.414058,0.18779,87478.3,780.439,1.5457,0.39697,0.181401,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,87490.1,780.439,1.5457,0.234687,0.18779,87478.3,780.439,1.5457,0.224214,0.181401,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,87490.1,780.439,1.5457,0.45639,0.18779,87478.3,780.439,1.5457,0.439867,0.181401,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,87490.1,780.439,1.5457,0.499877,0.18779,87478.3,780.439,1.5457,0.481058,0.181401,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,87490.1,780.439,1.5457,0.339935,0.18779,87478.3,780.439,1.5457,0.306372,0.181401,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,87490.1,780.439,1.5457,0.284836,0.18779,87478.3,780.439,1.5457,0.284046,0.181401,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,87490.1,780.439,1.5457,0.431666,0.18779,87478.3,780.439,1.5457,0.405976,0.181401,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,87490.1,780.439,1.5457,0.45051,0.18779,87478.3,780.439,1.5457,0.466484,0.181401,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,87490.1,780.439,1.5457,0.301621,0.18779,87478.3,780.439,1.5457,0.27779,0.181401,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,87490.1,780.439,1.5457,0.321173,0.18779,87478.3,780.439,1.5457,0.317511,0.181401,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,55651,777.678,-0.403621,1203.09,0.18779,55593.6,777.678,-0.403621,0.999999,0.181401,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,55651,777.678,-0.403621,189.043,0.18779,55593.6,777.678,-0.403621,1,0.181401,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,55651,777.678,-0.403621,48016.8,0.18779,55593.6,777.678,-0.403621,1,0.181401,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,55651,777.678,-0.403621,7894.28,0.18779,55593.6,777.678,-0.403621,1.00001,0.181401,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,55651,777.678,-0.403621,30980.2,0.18779,55593.6,777.678,-0.403621,0.999972,0.181401,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,55651,777.678,-0.403621,4372.08,0.18779,55593.6,777.678,-0.403621,1.00001,0.181401,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,55651,777.678,-0.403621,4945.15,0.18779,55593.6,777.678,-0.403621,0.999996,0.181401,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,55651,777.678,-0.403621,8327.19,0.18779,55593.6,777.678,-0.403621,0.999991,0.181401,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,55651,777.678,-0.403621,1810.23,0.18779,55593.6,777.678,-0.403621,0.999999,0.181401,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,55651,777.678,-0.403621,1630.6,0.18779,55593.6,777.678,-0.403621,0.999998,0.181401,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,55651,777.678,-0.403621,36141.1,0.18779,55593.6,777.678,-0.403621,0.999997,0.181401,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,55651,777.678,-0.403621,141695,0.18779,55593.6,777.678,-0.403621,1,0.181401,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,55651,777.678,-0.403621,6703.46,0.18779,55593.6,777.678,-0.403621,1,0.181401,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,55651,777.678,-0.403621,14478.1,0.18779,55593.6,777.678,-0.403621,0.999995,0.181401,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,55651,777.678,-0.403621,30337.3,0.18779,55593.6,777.678,-0.403621,0.999997,0.181401,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,55651,777.678,-0.403621,28981.1,0.18779,55593.6,777.678,-0.403621,1,0.181401,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,87490,779.138,0.123707,8.21412e-07,0.963818,87478.2,779.138,0.123707,3.11662e-07,0.963964,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,87490,779.138,0.123707,4.03193e-06,0.963818,87478.2,779.138,0.123707,3.78111e-07,0.963964,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,87490,779.138,0.123707,6.27737e-07,0.963818,87478.2,779.138,0.123707,3.44827e-07,0.963964,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,87490,779.138,0.123707,7.49685e-07,0.963818,87478.2,779.138,0.123707,3.53501e-07,0.963964,False,6.0|233,705
