id,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0.0887286,0.644578,2.45147,1.1137,0.140026,0.210961,0.0873101,0.646547,2.47801,1.10781,0.140011,0.210203,False,69.0|162,84
8|84|cc|2|1|162,0.0887286,0.644578,2.45147,1.1137,0.140026,0.210961,0.0873101,0.646547,2.47801,1.10781,0.140011,0.210203,False,69.0|162,84
8|84|cc|3|1|162,0.0887286,0.644578,2.45147,1.1137,0.140026,0.210961,0.0873101,0.646547,2.47801,1.10781,0.140011,0.210203,False,69.0|162,84
8|84|cc|4|1|162,0.0887286,0.644578,2.45147,1.1137,0.140026,0.210961,0.0873101,0.646547,2.47801,1.10781,0.140011,0.210203,False,69.0|162,84
8|84|cc|5|1|162,0.0887286,0.644578,2.45147,1.1137,0.140026,0.210961,0.0873101,0.646547,2.47801,1.10781,0.140011,0.210203,False,69.0|162,84
8|84|cc|6|1|162,0.0887286,0.644578,2.45147,1.1137,0.140026,0.210961,0.0873101,0.646547,2.47801,1.10781,0.140011,0.210203,False,69.0|162,84
8|84|cc|7|1|162,0.0887286,0.644578,2.45147,1.1137,0.140026,0.210961,0.0873101,0.646547,2.47801,1.10781,0.140011,0.210203,False,69.0|162,84
8|84|cc|8|1|162,0.0887286,0.644578,2.45147,1.1137,0.140026,0.210961,0.0873101,0.646547,2.47801,1.10781,0.140011,0.210203,False,69.0|162,84
8|84|sample|10|162,0.0883732,0.64457,2.45168,1.10994,0.140026,0.210961,0.0869386,0.646539,2.47823,1.10391,0.140011,0.210203,True,32.0|162,84
8|84|sample|11|162,0.0883064,0.64457,2.45168,1.10994,0.140026,0.210961,0.0868672,0.646539,2.47823,1.10391,0.140011,0.210203,True,22.0|162,84
8|84|sample|12|162,0.0883064,0.64457,2.45168,1.10994,0.140026,0.210961,0.0868672,0.646539,2.47823,1.10391,0.140011,0.210203,True,22.0|162,84
8|84|sample|3|162,0.0881306,0.64457,2.45168,1.10996,0.140026,0.210961,0.0866871,0.646539,2.47823,1.10392,0.140011,0.210203,True,55.0|162,84
8|84|sample|4|162,0.0881306,0.64457,2.45168,1.10996,0.140026,0.210961,0.0866871,0.646539,2.47823,1.10392,0.140011,0.210203,True,55.0|162,84
8|84|sample|5|162,0.0881306,0.64457,2.45168,1.10996,0.140026,0.210961,0.0866871,0.646539,2.47823,1.10392,0.140011,0.210203,True,55.0|162,84
8|84|sample|6|162,0.0881306,0.64457,2.45168,1.10996,0.140026,0.210961,0.0866871,0.646539,2.47823,1.10392,0.140011,0.210203,True,55.0|162,84
