id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.995159,0.934115,0.00373562,-0.975578,0.24183,0.686336,0.877391,0.995091,0.934161,0.00373562,-1.04659,0.24183,0.687369,0.881344,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.995159,0.934115,0.00373562,-1.13827,0.24183,0.686336,0.877391,0.995091,0.934161,0.00373562,-1.13054,0.24183,0.687369,0.881344,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.995159,0.934115,0.00373562,-0.691533,0.24183,0.686336,0.877391,0.995091,0.934161,0.00373562,-0.895089,0.24183,0.687369,0.881344,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.995159,0.934115,0.00373562,-0.721385,0.24183,0.686336,0.877391,0.995091,0.934161,0.00373562,-0.860729,0.24183,0.687369,0.881344,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.995159,0.934115,0.00373562,-1.08949,0.24183,0.686336,0.877391,0.995091,0.934161,0.00373562,-1.09645,0.24183,0.687369,0.881344,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.995159,0.934115,0.00373562,-1.14878,0.24183,0.686336,0.877391,0.995091,0.934161,0.00373562,-1.10948,0.24183,0.687369,0.881344,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.995159,0.934115,0.00373562,-0.823047,0.24183,0.686336,0.877391,0.995091,0.934161,0.00373562,-0.931858,0.24183,0.687369,0.881344,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.995159,0.934115,0.00373562,-0.624663,0.24183,0.686336,0.877391,0.995091,0.934161,0.00373562,-0.849062,0.24183,0.687369,0.881344,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.995159,0.934115,0.00373562,-1.07301,0.24183,0.686336,0.877391,0.995091,0.934161,0.00373562,-1.07439,0.24183,0.687369,0.881344,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.995159,0.934115,0.00373562,-1.04002,0.24183,0.686336,0.877391,0.995091,0.934161,0.00373562,-1.05387,0.24183,0.687369,0.881344,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.995159,0.934115,0.000472851,0.028009,1.01564,0.686336,0.877391,0.995091,0.934161,0.000472851,4.43868e-07,1.01564,0.687369,0.881344,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.995159,0.934115,0.000472851,0.121468,1.01564,0.686336,0.877391,0.995091,0.934161,0.000472851,2.95789e-07,1.01564,0.687369,0.881344,False,69.0|274,411
