rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,3.44163e-08,-1.05286,-7.67392e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,1.98104e-08,-1.46737,-2.16127e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,8.18773e-10,-0.856618,3.01853e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,6.24781e-08,-0.802957,-2.82493e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,-8.81406e-09,-0.840942,-6.56181e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,2.92309e-08,-1.2988,1.8886e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,-4.32354e-08,-1.17494,-1.30813e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,6.03463e-08,-0.848098,7.16916e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,-1.21957e-08,-1.38718,-1.11412e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,-3.49778e-08,-1.07452,-1.07677e-08,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-4.58391e-08,1.27823,2.97966e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-3.47868e-08,-0.291064,4.81731e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-5.44061e-09,-1.02035,-8.29078e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,5.49241e-09,0.00445401,-9.5706e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-2.5803e-08,2.37218,4.67097e-10,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-8.85298e-09,0.753346,1.09398e-09,0,0,False,69.0|274,411
