id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,-1.13027e-08,-0.975578,-1.6303e-09,0,0,0,0,-1.33227e-14,-1.04659,-8.37108e-14,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,-9.10074e-09,-1.13827,3.05179e-10,0,0,0,0,-2.47802e-13,-1.13054,7.10543e-14,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,-1.03719e-08,-0.691533,-5.14986e-13,0,0,0,0,-7.19425e-14,-0.895089,-3.86358e-14,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,1.07452e-08,-0.721385,-1.09571e-09,0,0,0,0,-1.47438e-13,-0.860729,3.37508e-14,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,3.54116e-09,-1.08949,-2.6048e-09,0,0,0,0,-7.81597e-14,-1.09645,6.66134e-15,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,-3.1029e-09,-1.14878,-3.86829e-09,0,0,0,0,1.68754e-14,-1.10948,-1.68754e-14,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,3.6564e-09,-0.823047,-1.18991e-09,0,0,0,0,8.88178e-15,-0.931858,-6.66134e-14,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,1.91378e-09,-0.624663,4.04999e-10,0,0,0,0,6.21725e-15,-0.849062,3.39728e-14,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,-2.63444e-09,-1.07301,1.9554e-09,0,0,0,0,5.24025e-14,-1.07439,4.68514e-14,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,-8.37122e-09,-1.04002,-2.61962e-09,0,0,0,0,1.02141e-13,-1.05387,-3.33511e-13,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,1.85197e-09,0.028009,-1.13972e-09,0,0,0,0,-1.68754e-14,4.43868e-07,3.85456e-15,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,6.7736e-09,0.121468,2.27744e-10,0,0,0,0,1.06581e-14,2.95789e-07,-4.09048e-15,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,1.5226e-09,-0.0719626,9.01522e-10,0,0,0,0,8.88178e-15,2.65973e-07,-7.54258e-15,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,1.66257e-09,0.122779,1.36461e-09,0,0,0,0,2.30926e-14,1.78975e-07,5.80438e-15,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,4.78161e-09,0.0445045,-1.55073e-09,0,0,0,0,-2.4869e-14,8.18134e-07,5.27876e-15,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-6.50279e-11,-0.0416352,-1.81833e-09,0,0,0,0,1.42109e-14,2.72672e-08,-2.39392e-15,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-7.63251e-10,-0.193168,1.60998e-09,0,0,0,0,1.77636e-15,-2.60132e-07,1.01134e-14,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-6.79206e-10,0.028441,-5.80857e-10,0,0,0,0,-1.42109e-14,-4.28342e-07,-1.07206e-15,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,-3.60304e-09,-0.0728303,-5.80725e-11,0,0,0,0,1.15463e-14,2.38313e-07,5.13478e-16,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,1.22635e-09,-0.168071,1.30383e-09,0,0,0,0,-1.77636e-15,-1.9053e-07,2.21871e-15,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-4.01397e-09,0.199527,2.53903e-09,0,0,0,0,-5.32907e-15,-3.81864e-07,-2.25514e-16,0,0,False,69.0|274,411
