id,importanceSampling
411|4,106.095611
411|3,136.915921
411|5,162.455868
411|6,164.040624
411|8,141.067046
411|7,138.975700
411|9,162.368246
411|10,162.827189
411|12,136.680736
411|11,137.808452
411|1,83.405846
411|2,147.212617
152|8,151.791235
152|7,153.289691
152|6,160.819655
152|5,161.703918
152|12,144.061212
152|11,145.607896
152|10,155.330670
152|9,151.204887
152|3,156.069411
152|4,120.498960
152|1,77.505727
152|2,149.933608
1056|8,147.773284
1056|7,149.536526
1056|6,156.276354
1056|5,156.193014
1056|12,143.580395
1056|11,143.491694
1056|10,151.511207
1056|9,154.035787
1056|4,149.471039
1056|3,147.953654
1056|1,76.775995
1056|2,164.608126
462|6,234.771887
462|5,233.337981
462|4,211.697463
462|3,211.078281
462|9,149.658368
462|10,152.584635
462|7,161.983829
462|8,160.779035
462|11,162.658329
462|12,170.523604
462|1,91.224239
462|2,162.003667
1159|8,156.721654
1159|7,156.046566
1159|5,130.729670
1159|6,130.259699
1159|11,145.990050
1159|12,151.843539
1159|9,157.765571
1159|10,159.768183
1159|4,158.162210
1159|3,155.339719
1159|1,81.997574
1159|2,160.466815
1197|7,138.335787
1197|8,137.758114
1197|6,145.675757
1197|5,147.194383
1197|12,111.709189
1197|10,152.363429
1197|9,148.754536
1197|3,140.421415
1197|4,138.890086
1197|11,143.169760
1197|1,80.856617
1197|2,160.492761
