id,importanceSampling
411|4,142.829284
411|3,138.543240
411|5,164.378261
411|6,163.868194
411|8,141.689407
411|7,140.732150
411|9,162.583678
411|10,164.176434
411|12,139.810619
411|11,140.773832
411|1,83.989727
411|2,148.204141
783|3,175.623347
783|4,177.037443
783|5,179.154301
783|6,179.948629
783|7,140.129015
783|8,140.205011
783|10,176.688669
783|9,176.502629
783|12,136.468596
783|11,135.902520
783|1,81.770335
783|2,157.490876
491|10,143.815845
491|9,143.849260
491|12,160.492485
491|11,164.102009
491|4,158.460539
491|3,156.695051
491|6,173.190292
491|5,173.871488
491|7,140.239681
491|8,139.319136
491|1,64.222528
491|2,151.266624
433|4,181.449773
433|3,158.261528
433|6,172.646020
433|5,181.048526
433|8,134.898164
433|7,136.737715
433|10,156.213138
433|9,157.560944
433|11,168.323151
433|12,188.450247
433|1,64.690541
433|2,164.193817
297|3,175.833565
297|4,177.968510
297|5,142.126884
297|6,141.232108
297|8,152.847599
297|7,152.802511
297|9,148.023013
297|10,143.869392
297|12,178.675902
297|11,171.371392
297|1,67.950658
297|2,149.517221
183|4,137.661162
183|3,146.936583
183|6,131.100666
183|5,131.780611
183|7,135.614076
183|8,137.906693
183|10,132.525325
183|9,133.272873
183|12,135.037144
183|11,135.278855
183|1,88.143521
183|2,122.054779
705|3,146.875175
705|4,147.331301
705|5,147.691281
705|6,147.435984
705|7,148.176570
705|8,147.719144
705|10,130.469379
705|9,134.657540
705|12,130.463839
705|11,130.038825
705|1,67.307151
705|2,125.711216
555|4,160.911906
555|3,162.145759
555|5,161.216064
555|6,163.659063
555|7,137.743868
555|8,138.173812
555|9,160.581862
555|10,161.149860
555|12,132.799589
555|11,131.547521
555|1,80.105166
555|2,135.884847
394|5,184.430740
394|6,186.705187
394|7,170.171775
394|8,168.897192
394|10,205.323140
394|9,201.172729
394|12,184.496142
394|11,183.824897
394|3,201.095528
394|4,198.642363
394|1,63.422145
394|2,141.174699
1099|3,127.142352
1099|4,125.825530
1099|5,138.769168
1099|6,139.703041
1099|8,139.474093
1099|7,137.920144
1099|9,125.884838
1099|10,127.085669
1099|11,134.229764
1099|12,135.139170
1099|1,67.597864
1099|2,120.273004
611|4,142.605274
611|3,142.991442
611|5,140.701029
611|6,141.592218
611|7,142.743215
611|8,145.961096
611|9,136.435442
611|10,136.175309
611|12,149.561499
611|11,146.083173
611|1,67.798791
611|2,125.347125
84|5,191.051327
84|6,184.856914
84|4,177.211825
84|3,176.241012
84|9,160.428131
84|10,160.223605
84|7,170.989417
84|8,169.167078
84|12,160.531814
84|11,163.571195
84|1,76.870193
84|2,156.744833
1042|8,154.043500
1042|7,153.200044
1042|6,161.748976
1042|5,160.279018
1042|12,152.942861
1042|11,154.449881
1042|9,162.959934
1042|10,161.750956
1042|4,157.978671
1042|3,156.460275
1042|1,82.949600
1042|2,157.918629
719|5,163.345796
719|6,163.888944
719|3,173.686015
719|4,173.952044
719|10,157.701694
719|9,157.265439
719|8,165.259395
719|7,165.601318
719|12,158.908461
719|11,156.569285
719|1,80.391202
719|2,166.171553
863|7,148.613668
863|8,146.897727
863|6,157.280155
863|5,155.252132
863|11,146.123563
863|12,146.097922
863|9,154.400305
863|10,153.097841
863|3,148.170875
863|4,150.773410
863|1,79.880520
863|2,157.288860
488|6,173.537680
488|5,173.359949
488|4,177.769002
488|3,177.718297
488|10,207.730343
488|9,205.944556
488|8,193.859175
488|7,192.805598
488|11,163.198893
488|12,165.247234
488|1,78.182960
488|2,155.463321
152|8,152.178902
152|7,153.215610
152|6,164.185578
152|5,162.572381
152|12,151.823121
152|11,149.274797
152|10,155.753913
152|9,157.785979
152|3,158.094148
152|4,156.014592
152|1,78.491265
152|2,152.995245
847|6,212.909122
847|3,193.560216
847|4,194.978599
847|10,161.397083
847|9,162.306259
847|7,173.105685
847|8,172.283366
847|12,172.080378
847|11,172.776891
847|5,208.999580
847|1,84.968877
847|2,163.082606
1241|8,160.454074
1241|7,162.198402
1241|5,170.315292
1241|6,169.255187
1241|11,155.177262
1241|12,153.923868
1241|9,167.736260
1241|10,164.745965
1241|3,164.910208
1241|4,169.930306
1241|1,79.002331
1241|2,163.015815
474|5,173.111697
474|6,174.955146
474|3,178.218158
474|4,178.384676
474|9,151.475217
474|10,151.770233
474|8,162.341792
474|7,164.024952
474|12,161.155338
474|11,164.128573
474|1,82.104751
474|2,161.722424
1056|8,152.591378
1056|7,153.782861
1056|6,160.194130
1056|5,161.542858
1056|12,144.553989
1056|11,146.803550
1056|10,156.806436
1056|9,157.905623
1056|4,155.049005
1056|3,154.654610
1056|1,78.129897
1056|2,161.340335
462|6,206.523511
462|5,204.558932
462|4,193.951932
462|3,192.860537
462|9,154.793675
462|10,156.100358
462|7,166.152359
462|8,166.751209
462|11,169.224662
462|12,164.029489
462|1,91.036922
462|2,162.102551
1159|8,161.201079
1159|7,163.126859
1159|5,167.536143
1159|6,167.123771
1159|11,151.718512
1159|12,147.767068
1159|9,163.837029
1159|10,163.421282
1159|4,163.723900
1159|3,162.527626
1159|1,81.196544
1159|2,160.122965
75|6,146.776102
75|5,143.201616
75|3,138.440913
75|4,137.341423
75|9,150.878283
75|10,150.456428
75|7,148.147759
75|8,145.666413
75|12,127.959211
75|11,128.783286
75|1,77.529244
75|2,126.208298
1017|7,120.196070
1017|8,120.045135
1017|5,126.649816
1017|6,126.252010
1017|12,121.571596
1017|11,123.619111
1017|10,127.698560
1017|9,128.054268
1017|4,124.265904
1017|3,123.086613
1017|1,87.612090
1017|2,135.464335
291|6,160.234503
291|5,159.225651
291|4,173.944331
291|3,173.234249
291|9,152.882794
291|10,150.131950
291|8,160.184978
291|7,158.434073
291|11,148.870426
291|12,148.362044
291|1,79.802487
291|2,157.519955
1197|7,141.622172
1197|8,141.494928
1197|6,147.686200
1197|5,146.661536
1197|12,141.032859
1197|10,152.218575
1197|9,153.838155
1197|3,144.325668
1197|4,145.035739
1197|11,139.464499
1197|1,80.966654
1197|2,157.681050
77|6,143.722192
77|5,156.116343
77|3,153.086223
77|4,144.639905
77|9,152.388150
77|10,156.410555
77|8,158.081930
77|7,154.480063
77|12,139.923686
77|11,139.831963
77|1,79.608696
77|2,142.211457
745|7,127.428667
745|8,124.454878
745|6,143.377650
745|5,140.600037
745|3,136.009166
745|11,128.944199
745|12,130.607460
745|10,140.108073
745|9,139.679480
745|4,137.426980
745|1,78.669926
745|2,141.505079
322|6,143.728019
322|5,144.846334
322|3,154.248506
322|4,153.882979
322|10,138.803540
322|9,140.269841
322|7,150.865643
322|8,149.823363
322|12,137.900909
322|11,140.312132
322|1,91.471511
322|2,175.955006
1043|6,140.442905
1043|7,125.763893
1043|8,128.934871
1043|5,141.858806
1043|11,131.474929
1043|12,130.222207
1043|10,140.566722
1043|9,140.199601
1043|4,134.082986
1043|3,135.046151
1043|1,72.704645
1043|2,152.898880
963|6,124.875246
963|5,128.434526
963|4,140.029980
963|3,140.809519
963|10,136.492613
963|9,135.676282
963|7,143.850939
963|8,146.700477
963|11,144.185862
963|12,142.135203
963|1,87.302051
963|2,143.738458
1260|8,120.314950
1260|7,120.800050
1260|6,134.052764
1260|5,132.757117
1260|11,130.546148
1260|12,130.162998
1260|10,141.075261
1260|9,140.955312
1260|4,138.238561
1260|3,138.247970
1260|1,90.329350
1260|2,145.092742
