id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,125886,553.752,1.33433,0.0949409,0.000176,-0.209095,125886,552.585,1.33433,0.0949409,1.84899e-08,-0.203918,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,125886,553.752,1.33433,0.0949409,5.5556e-06,-0.209095,125886,552.585,1.33433,0.0949409,7.83e-09,-0.203918,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,125886,553.752,1.33433,0.0949409,8.31359e-05,-0.209095,125886,552.585,1.33433,0.0949409,3.33086e-07,-0.203918,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,125886,553.752,1.33433,0.0949409,0.000442013,-0.209095,125886,552.585,1.33433,0.0949409,1.1795e-06,-0.203918,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,125886,553.752,1.33433,0.0949409,8.93293e-05,-0.209095,125886,552.585,1.33433,0.0949409,8.26801e-09,-0.203918,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,125886,553.752,1.33433,0.0949409,2.0822e-05,-0.209095,125886,552.585,1.33433,0.0949409,1.0454e-08,-0.203918,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,125886,553.752,1.33433,0.0949409,0.0013752,-0.209095,125886,552.585,1.33433,0.0949409,5.59357e-07,-0.203918,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,125886,553.752,1.33433,0.0949409,0.418183,-0.209095,125886,552.585,1.33433,0.0949409,5.18245e-07,-0.203918,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,125886,553.752,1.33433,0.0949409,8.08192e-08,-0.209095,125886,552.585,1.33433,0.0949409,9.65054e-10,-0.203918,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,125886,553.752,1.33433,0.0949409,1.03298e-06,-0.209095,125886,552.585,1.33433,0.0949409,6.93169e-09,-0.203918,True,70.0|274,411
