id,importanceSampling
411|4,140.437491
411|3,136.634113
411|5,160.481557
411|6,158.873431
411|8,139.376779
411|7,138.608026
411|9,158.152151
411|10,160.204568
411|12,137.183743
411|11,137.986793
411|1,83.994227
411|2,147.934207
783|3,178.937775
783|4,180.862520
783|5,180.784338
783|6,181.816315
783|7,148.854786
783|8,147.705021
783|10,180.258801
783|9,180.215133
783|12,155.663442
783|11,155.655623
783|1,81.767213
783|2,157.366768
491|10,139.502208
491|9,139.244552
491|12,154.267041
491|11,158.080113
491|4,154.437707
491|3,152.974663
491|6,168.719626
491|5,169.361276
491|7,134.893269
491|8,133.794498
491|1,64.220702
491|2,151.224612
433|4,183.403468
433|3,156.325625
433|6,173.461414
433|5,184.807966
433|8,136.331357
433|7,139.813943
433|10,153.080179
433|9,151.896539
433|11,166.280747
433|12,189.750812
433|1,64.685866
433|2,166.220855
297|3,174.536862
297|4,178.177912
297|5,143.172361
297|6,142.855589
297|8,151.686567
297|7,151.668770
297|9,151.127645
297|10,146.010007
297|12,187.276927
297|11,176.205667
297|1,67.951352
297|2,149.227939
183|4,133.191381
183|3,139.780978
183|6,127.907088
183|5,128.442862
183|7,132.967934
183|8,133.959032
183|10,129.888950
183|9,130.267368
183|12,133.903221
183|11,133.879814
183|1,88.137145
183|2,121.817224
705|3,141.097220
705|4,141.246657
705|5,141.686971
705|6,141.316963
705|7,142.981507
705|8,141.788610
705|10,128.058754
705|9,132.920586
705|12,127.281302
705|11,127.600259
705|1,67.301864
705|2,125.647812
555|4,148.356816
555|3,149.393235
555|5,150.847678
555|6,151.930788
555|7,147.089591
555|8,143.470910
555|9,148.924891
555|10,149.109688
555|12,142.027222
555|11,140.094977
555|1,80.115925
555|2,135.578118
394|5,149.028547
394|6,148.756993
394|7,164.857468
394|8,167.991278
394|10,151.140902
394|9,148.967133
394|12,148.422436
394|11,150.287331
394|3,140.398555
394|4,147.329885
394|1,63.416486
394|2,140.913959
1099|3,127.367265
1099|4,125.386272
1099|5,138.900357
1099|6,138.802318
1099|8,143.118886
1099|7,137.528643
1099|9,125.157788
1099|10,125.825509
1099|11,135.722588
1099|12,136.979535
1099|1,67.594525
1099|2,120.147145
611|4,140.170207
611|3,137.950679
611|5,142.021699
611|6,139.986287
611|7,140.181969
611|8,140.353949
611|9,151.482170
611|10,148.747551
611|12,143.070173
611|11,139.879616
611|1,67.801776
611|2,125.292715
84|5,191.185903
84|6,182.362746
84|4,173.110906
84|3,171.796719
84|9,157.414508
84|10,156.837021
84|7,167.791103
84|8,165.120019
84|12,158.533374
84|11,161.799252
84|1,76.877379
84|2,156.441636
1042|8,153.143564
1042|7,156.726594
1042|6,158.630073
1042|5,158.480261
1042|12,151.506703
1042|11,153.258091
1042|9,160.962154
1042|10,159.458739
1042|4,156.101744
1042|3,154.348478
1042|1,82.953466
1042|2,157.646257
719|5,159.716781
719|6,161.861539
719|3,169.313778
719|4,169.537763
719|10,155.978395
719|9,155.575754
719|8,162.440210
719|7,162.918277
719|12,158.620544
719|11,155.493257
719|1,80.394046
719|2,166.092571
863|7,142.966666
863|8,141.685322
863|6,150.221691
863|5,148.447309
863|11,139.794953
863|12,141.384862
863|9,147.884108
863|10,147.607748
863|3,143.010893
863|4,145.710258
863|1,79.879236
863|2,157.041513
488|6,175.941368
488|5,177.721101
488|4,173.211394
488|3,173.158653
488|10,177.566613
488|9,174.568282
488|8,171.561152
488|7,170.456339
488|11,166.109640
488|12,163.574701
488|1,78.178445
488|2,155.215401
152|8,148.262763
152|7,149.044382
152|6,158.441251
152|5,156.567912
152|12,147.846035
152|11,144.631754
152|10,150.236056
152|9,152.817885
152|3,152.432431
152|4,150.996597
152|1,78.482142
152|2,152.701336
847|6,218.770122
847|3,192.498674
847|4,194.352866
847|10,159.291865
847|9,160.753692
847|7,171.552262
847|8,170.418581
847|12,171.478634
847|11,171.902029
847|5,213.223228
847|1,84.965027
847|2,162.780191
1241|8,157.524605
1241|7,160.269837
1241|5,164.543193
1241|6,164.200997
1241|11,148.907592
1241|12,149.151633
1241|9,162.640278
1241|10,161.718648
1241|3,156.537843
1241|4,159.605697
1241|1,79.000203
1241|2,162.632936
474|5,166.396600
474|6,168.250111
474|3,173.818235
474|4,173.163449
474|9,149.653046
474|10,149.937400
474|8,160.172899
474|7,162.137760
474|12,160.588046
474|11,164.244354
474|1,82.103155
474|2,161.438038
1056|8,146.449183
1056|7,147.105989
1056|6,152.551423
1056|5,152.908645
1056|12,140.857362
1056|11,141.831600
1056|10,150.685843
1056|9,152.239531
1056|4,148.135819
1056|3,146.136747
1056|1,78.136508
1056|2,161.069239
462|6,209.503323
462|5,206.883359
462|4,193.135003
462|3,191.735844
462|9,154.041320
462|10,154.993616
462|7,165.443463
462|8,166.120502
462|11,168.013109
462|12,161.972646
462|1,91.039872
462|2,161.796979
1159|8,158.249788
1159|7,159.319723
1159|5,164.718229
