rep,id,eta_L_gap,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.579831,-0.0661476,-0.0194602,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-7.30027,0.0108194,-0.44335,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,2.84409,-0.160803,0.195526,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,-1.57455,-0.0745194,0.256781,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,-5.13892,0.143788,0.145245,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.17167,0.0333974,-0.177232,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,-5.18822,-0.0590745,0.0704976,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,-2.3762,0.0433137,0.239001,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-3.95273,0.102383,-0.0233472,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.911814,-0.0451649,-0.231995,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-6.79936,0.159469,1.04341,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,-2.53827,-0.135742,-1.00714,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,2.4242,0.15284,0.686441,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-2.01575,-0.0233414,2.12041,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1.75077,0.151186,-0.134244,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,4.53753,0.00854214,1.48629,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,-2.07898,0.0303323,0.40187,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1.02481,-0.0843618,0.706893,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-4.29558,-0.0638677,-0.159917,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-5.35225,0.0244254,-1.49619,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,5.52008,0.0905858,0.357234,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,-3.64328,0.134386,1.22337,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-1.86926,0.118644,0.698484,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,5.13225,0.063489,1.24288,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-6.6609,-0.0874496,-0.783543,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,-1.33278,-0.112477,0.55204,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,-2.85643,-0.356694,3.92033,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,-5.17067,-0.288758,4.07777,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,-2.75212,-0.580318,2.54034,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,6.63327,-0.26128,2.71728,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,-1.02224,0.100374,-1.91119,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,-1.87709,-0.00864231,-1.71443,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,7.72505,0.151291,3.20317,0,0,True,6.0|71,783
