id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,-0.0160615,0.39579,1.31437e-05,-1.26373,0,0,0.0127032,-0.0011785,9.37199e-09,-1.28173,0,0,True,70.0|274,411
9|411|sample|3|274,-0.127134,-0.145017,1.27525e-05,-0.718769,0,0,-0.0316903,-0.000938229,2.23196e-08,-0.716183,0,0,True,70.0|274,411
9|411|sample|5|274,-0.0476198,-0.0793811,-1.182e-06,-1.35934,0,0,0.174757,-0.000412825,-3.32484e-09,-1.38811,0,0,True,70.0|274,411
9|411|sample|6|274,-0.123624,-0.00949023,9.61988e-06,-1.39561,0,0,-0.0525851,0.000406915,-1.36663e-08,-1.38694,0,0,True,70.0|274,411
9|411|sample|8|274,0.00521056,-0.0542468,2.47626e-06,-1.02986,0,0,0.021088,-0.00153363,4.70753e-09,-1.01853,0,0,True,70.0|274,411
9|411|sample|7|274,-0.0493448,0.0789685,-5.12153e-06,-0.99102,0,0,-0.000462071,-0.00131248,1.26585e-08,-0.957975,0,0,True,70.0|274,411
9|411|sample|9|274,-0.0714741,0.0711816,4.46863e-07,-1.28159,0,0,0.0144087,-8.93263e-05,3.91389e-09,-1.26313,0,0,True,70.0|274,411
9|411|sample|10|274,-0.014906,-0.115239,-8.29716e-06,-1.46105,0,0,0.0272378,-0.000345697,-3.47038e-09,-1.42699,0,0,True,70.0|274,411
9|411|sample|12|274,-0.000564174,0.0668334,4.91406e-06,-0.925697,0,0,0.0411979,-0.00102346,-2.47893e-09,-0.879199,0,0,True,70.0|274,411
9|411|sample|11|274,-0.0763536,0.174239,-1.54925e-05,-1.01236,0,0,0.00403433,-0.000850159,-6.65976e-09,-0.99863,0,0,True,70.0|274,411
9|411|cc|1|1|274,0.0174657,-0.00220063,-1.15172e-06,0.00915703,0,0,-2.04749e-10,1.3822e-07,-2.96896e-12,-3.45833e-07,0,0,False,69.0|274,411
9|411|cc|2|1|274,0.0387802,-0.084036,-2.34266e-06,0.192743,0,0,4.10905e-08,9.64487e-08,9.1176e-12,-1.02348e-07,0,0,False,69.0|274,411
9|411|cc|3|1|274,0.0278896,0.0308873,5.44016e-06,0.0243855,0,0,5.34233e-08,2.82059e-08,-1.57268e-11,-1.43381e-07,0,0,False,69.0|274,411
9|411|cc|4|1|274,0.00054616,0.00868313,-4.07128e-06,-0.132603,0,0,5.24481e-08,-1.82184e-07,-5.09277e-11,6.89246e-07,0,0,False,69.0|274,411
9|411|cc|5|1|274,-0.0142368,0.0798816,-5.55991e-07,0.204937,0,0,-8.09695e-08,-3.61308e-09,5.73608e-12,-3.97462e-09,0,0,False,69.0|274,411
9|411|cc|6|1|274,-0.0357307,-0.0249041,-2.76689e-06,-0.150605,0,0,-3.7622e-08,-1.27525e-08,1.30207e-11,2.82805e-07,0,0,False,69.0|274,411
9|411|cc|7|1|274,0.0108682,0.130509,3.64903e-06,0.277867,0,0,-3.02914e-09,-6.4111e-08,-1.03986e-11,2.1221e-07,0,0,False,69.0|274,411
9|411|cc|8|1|274,-0.000155337,-0.0550152,-7.86011e-06,0.20422,0,0,1.67372e-08,1.28043e-07,1.3888e-11,-1.11979e-07,0,0,False,69.0|274,411
9|411|vc|1|2|274,-0.028258,0.0634902,-3.01612e-06,-0.0573665,0,0,-7.14184e-05,-1.19042e-07,-2.67009e-12,3.30012e-07,0,0,False,69.0|274,411
9|411|vc|2|2|274,-0.00644648,-0.0354534,4.36243e-06,-0.111816,0,0,2.8037e-05,1.96847e-07,2.62275e-11,-6.57187e-07,0,0,False,69.0|274,411
