id,f_SAEM,h_SAEM,L_gap_SAEM,f_mode,h_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.575976,1.49179,1.17071,0.5329,1.48773,1.17071,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.307982,1.49179,1.17071,0.30238,1.48773,1.17071,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.582694,1.49179,1.17071,0.598555,1.48773,1.17071,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.632958,1.49179,1.17071,0.635429,1.48773,1.17071,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.418844,1.49179,1.17071,0.4109,1.48773,1.17071,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.403527,1.49179,1.17071,0.383378,1.48773,1.17071,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.558371,1.49179,1.17071,0.543092,1.48773,1.17071,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.630106,1.49179,1.17071,0.635894,1.48773,1.17071,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.376296,1.49179,1.17071,0.366433,1.48773,1.17071,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.450811,1.49179,1.17071,0.421328,1.48773,1.17071,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,42.3385,1.49179,5.78077,1,1.48773,5.78077,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,14.115,1.49179,5.78077,1,1.48773,5.78077,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,11.4452,1.49179,5.78077,1,1.48773,5.78077,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,9.44051,1.49179,5.78077,1,1.48773,5.78077,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,14.7847,1.49179,5.78077,1,1.48773,5.78077,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,19.5919,1.49179,5.78077,1,1.48773,5.78077,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,13.4049,1.49179,5.78077,1,1.48773,5.78077,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,16.0016,1.49179,5.78077,1,1.48773,5.78077,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,14.2191,1.49179,5.78077,1,1.48773,5.78077,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,53.0185,1.49179,5.78077,1,1.48773,5.78077,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,13.1099,1.49179,5.78077,1,1.48773,5.78077,69.0|274,411
