rep,id,f,h,s,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.904481,1.05258,1.78575,-4.70685,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.904481,1.05258,1.78575,-4.49395,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.904481,1.05258,1.78575,-5.31264,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.904481,1.05258,1.78575,-5.2486,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.904481,1.05258,1.78575,-4.64523,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.904481,1.05258,1.78575,-4.46047,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.904481,1.05258,1.78575,-4.46209,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.904481,1.05258,1.78575,-4.53864,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.904481,1.05258,1.78575,-4.77546,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.904481,1.05258,1.78575,-4.52563,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.279802,3.75754,1.78575,-5.20961,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.279802,3.75754,1.78575,-4.91468,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.279802,3.75754,1.78575,-4.72831,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0.279802,3.75754,1.78575,-5.05908,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.279802,3.75754,1.78575,-5.03222,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0.279802,3.75754,1.78575,-5.15144,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0.279802,3.75754,1.78575,-4.28468,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0.279802,3.75754,1.78575,-5.12365,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0.279802,3.75754,1.78575,-4.31067,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0.279802,3.75754,1.78575,-4.79884,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.279802,3.75754,1.78575,-4.40001,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0.279802,3.75754,1.78575,-4.48457,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0.279802,3.75754,1.78575,-4.23784,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0.279802,3.75754,1.78575,-4.56544,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0.279802,3.75754,1.78575,-4.98615,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0.279802,3.75754,1.78575,-4.69649,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0.429222,0.803465,1.78575,-0.705137,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0.429222,0.803465,1.78575,-0.713379,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0.429222,0.803465,1.78575,-0.564059,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0.429222,0.803465,1.78575,-0.894436,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0.148027,0.778573,1.78575,-0.756933,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0.148027,0.778573,1.78575,-0.882724,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0.148027,0.778573,1.78575,-0.474766,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0.148027,0.778573,1.78575,-0.70401,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0.279802,0.721413,1.78575,-1.18286,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0.279802,0.721413,1.78575,-0.810747,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0.279104,3.75754,1.78575,-0.980706,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,0.279104,3.75754,1.78575,-0.596246,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,0.279104,3.75754,1.78575,-0.7584,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,0.279104,3.75754,1.78575,-0.833539,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0.279104,3.75754,1.78575,-0.591373,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,0.279104,3.75754,1.78575,-0.697263,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,0.279104,3.75754,1.78575,-0.946882,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,0.279104,3.75754,1.78575,-0.382653,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,0.279104,3.75754,1.78575,-0.535428,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,0.279104,3.75754,1.78575,-1.09268,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,0.279104,3.75754,1.78575,-0.708382,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,0.279104,3.75754,1.78575,-0.354137,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,0.279104,3.75754,1.78575,-0.955735,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,0.279104,3.75754,1.78575,-0.582858,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,0.279104,3.75754,1.78575,-1.45731,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,0.279104,3.75754,1.78575,-0.616261,69.0|322,152
1,8|1056|8|1056|sample|8|276|8|276|65.0,0.231331,1.29298,1.78575,-3.61894,65.0|276,1056
1,8|1056|8|1056|sample|7|276|7|276|65.0,0.231331,1.29298,1.78575,-3.84512,65.0|276,1056
1,8|1056|8|1056|sample|6|276|6|276|65.0,0.231331,1.29298,1.78575,-3.88801,65.0|276,1056
1,8|1056|8|1056|sample|5|276|5|276|65.0,0.231331,1.29298,1.78575,-3.55706,65.0|276,1056
1,8|1056|8|1056|sample|12|276|12|276|28.0,0.0906394,1.22911,1.78575,-3.63469,28.0|276,1056
1,8|1056|8|1056|sample|11|276|11|276|28.0,0.0906394,1.22911,1.78575,-4.0369,28.0|276,1056
1,8|1056|8|1056|sample|10|276|10|276|28.0,0.0906394,1.22911,1.78575,-3.93626,28.0|276,1056
1,8|1056|8|1056|sample|9|276|9|276|28.0,0.0906394,1.22911,1.78575,-3.95733,28.0|276,1056
1,8|1056|8|1056|sample|4|276|4|276|22.0,0.279802,1.77283,1.78575,-3.66666,22.0|276,1056
1,8|1056|8|1056|sample|3|276|3|276|22.0,0.279802,1.77283,1.78575,-3.96164,22.0|276,1056
1,8|1056|8|1056|cc|1|1|276|1|276|69.0,0.279802,3.75754,1.78575,-4.31567,69.0|276,1056
1,8|1056|8|1056|cc|2|1|276|1|276|69.0,0.279802,3.75754,1.78575,-3.39413,69.0|276,1056
1,8|1056|8|1056|cc|3|1|276|1|276|69.0,0.279802,3.75754,1.78575,-3.45363,69.0|276,1056
1,8|1056|8|1056|cc|4|1|276|1|276|69.0,0.279802,3.75754,1.78575,-3.85317,69.0|276,1056
1,8|1056|8|1056|cc|5|1|276|1|276|69.0,0.279802,3.75754,1.78575,-3.56466,69.0|276,1056
1,8|1056|8|1056|cc|6|1|276|1|276|69.0,0.279802,3.75754,1.78575,-3.40124,69.0|276,1056
1,8|1056|8|1056|cc|7|1|276|1|276|69.0,0.279802,3.75754,1.78575,-3.99626,69.0|276,1056
1,8|1056|8|1056|cc|8|1|276|1|276|69.0,0.279802,3.75754,1.78575,-3.66583,69.0|276,1056
1,8|1056|8|1056|vc|1|2|276|2|276|69.0,0.279802,3.75754,1.78575,-4.04317,69.0|276,1056
1,8|1056|8|1056|vc|2|2|276|2|276|69.0,0.279802,3.75754,1.78575,-2.89675,69.0|276,1056
1,8|1056|8|1056|vc|3|2|276|2|276|69.0,0.279802,3.75754,1.78575,-3.78848,69.0|276,1056
1,8|1056|8|1056|vc|4|2|276|2|276|69.0,0.279802,3.75754,1.78575,-4.10422,69.0|276,1056
1,8|1056|8|1056|vc|5|2|276|2|276|69.0,0.279802,3.75754,1.78575,-4.2845,69.0|276,1056
1,8|1056|8|1056|vc|6|2|276|2|276|69.0,0.279802,3.75754,1.78575,-3.98426,69.0|276,1056
1,8|1056|8|1056|vc|7|2|276|2|276|69.0,0.279802,3.75754,1.78575,-3.82453,69.0|276,1056
1,8|1056|8|1056|vc|8|2|276|2|276|69.0,0.279802,3.75754,1.78575,-4.31325,69.0|276,1056
1,8|462|8|462|sample|6|292|6|292|55.0,2.95131,0.32183,1.78575,-2.58039,55.0|292,462
1,8|462|8|462|sample|5|292|5|292|55.0,2.95131,0.32183,1.78575,-2.50566,55.0|292,462
1,8|462|8|462|sample|4|292|4|292|55.0,2.95131,0.32183,1.78575,-2.72167,55.0|292,462
1,8|462|8|462|sample|3|292|3|292|55.0,2.95131,0.32183,1.78575,-2.63835,55.0|292,462
1,8|462|8|462|sample|9|292|9|292|32.0,0.0328304,1.29764,1.78575,-1.87845,32.0|292,462
1,8|462|8|462|sample|10|292|10|292|32.0,0.0328304,1.29764,1.78575,-2.76011,32.0|292,462
1,8|462|8|462|sample|7|292|7|292|32.0,0.0328304,1.29764,1.78575,-1.73105,32.0|292,462
1,8|462|8|462|sample|8|292|8|292|32.0,0.0328304,1.29764,1.78575,-1.86978,32.0|292,462
1,8|462|8|462|sample|11|292|11|292|22.0,0.464739,1.19793,1.78575,-2.02597,22.0|292,462
1,8|462|8|462|sample|12|292|12|292|22.0,0.464739,1.19793,1.78575,-1.9973,22.0|292,462
1,8|462|8|462|cc|1|1|292|1|292|69.0,0.279802,3.75754,1.78575,-2.52227,69.0|292,462
1,8|462|8|462|cc|2|1|292|1|292|69.0,0.279802,3.75754,1.78575,-3.17423,69.0|292,462
1,8|462|8|462|cc|3|1|292|1|292|69.0,0.279802,3.75754,1.78575,-2.31656,69.0|292,462
1,8|462|8|462|cc|4|1|292|1|292|69.0,0.279802,3.75754,1.78575,-2.43808,69.0|292,462
1,8|462|8|462|cc|5|1|292|1|292|69.0,0.279802,3.75754,1.78575,-2.14769,69.0|292,462
