id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,53592.2,780.439,0.153,1.18965,0.13375,53592.2,780.439,0.153,0.00977482,0.136677,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,53592.2,780.439,0.153,3379.53,0.13375,53592.2,780.439,0.153,0.00562887,0.136677,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,53592.2,780.439,0.153,4076.47,0.13375,53592.2,780.439,0.153,0.107148,0.136677,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,53592.2,780.439,0.153,100082,0.13375,53592.2,780.439,0.153,0.330273,0.136677,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,53592.2,780.439,0.153,38.5538,0.13375,53592.2,780.439,0.153,0.0049272,0.136677,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,53592.2,780.439,0.153,31.634,0.13375,53592.2,780.439,0.153,0.00580631,0.136677,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,53592.2,780.439,0.153,15765.5,0.13375,53592.2,780.439,0.153,0.173907,0.136677,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,53592.2,780.439,0.153,2.09174e+07,0.13375,53592.2,780.439,0.153,0.189827,0.136677,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,53592.2,780.439,0.153,33.2298,0.13375,53592.2,780.439,0.153,0.00303294,0.136677,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,53592.2,780.439,0.153,1696.59,0.13375,53592.2,780.439,0.153,0.00671145,0.136677,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,53592.2,777.678,0.153,1.7605e+09,0.13375,53592.2,777.678,0.153,1.00001,0.136677,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,53592.2,777.678,0.153,4.41803e+09,0.13375,53592.2,777.678,0.153,1,0.136677,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,53592.2,777.678,0.153,2.2135e+08,0.13375,53592.2,777.678,0.153,0.999997,0.136677,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,53592.2,777.678,0.153,1.20702e+09,0.13375,53592.2,777.678,0.153,0.999998,0.136677,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,53592.2,777.678,0.153,6.57454e+07,0.13375,53592.2,777.678,0.153,1.00002,0.136677,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,53592.2,777.678,0.153,9.12753e+06,0.13375,53592.2,777.678,0.153,0.998581,0.136677,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,53592.2,777.678,0.153,3.57855e+06,0.13375,53592.2,777.678,0.153,1,0.136677,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,53592.2,777.678,0.153,3.51151e+08,0.13375,53592.2,777.678,0.153,0.999949,0.136677,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,53592.2,777.678,0.153,2.89215e+06,0.13375,53592.2,777.678,0.153,0.999994,0.136677,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,53592.2,777.678,0.153,1.12762e+08,0.13375,53592.2,777.678,0.153,0.988919,0.136677,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,53592.2,777.678,0.153,3.76089e+06,0.13375,53592.2,777.678,0.153,1,0.136677,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,53592.2,777.678,0.153,4.5855e+07,0.13375,53592.2,777.678,0.153,1.03012,0.136677,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,53592.2,777.678,0.153,4.89285e+10,0.13375,53592.2,777.678,0.153,0.999999,0.136677,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,53592.2,777.678,0.153,5.33054e+06,0.13375,53592.2,777.678,0.153,1,0.136677,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,53592.2,777.678,0.153,1.66491e+08,0.13375,53592.2,777.678,0.153,0.999995,0.136677,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,53592.2,777.678,0.153,8.07075e+07,0.13375,53592.2,777.678,0.153,1,0.136677,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,53591.1,779.138,0.153,0.00179954,1.07037,53591.1,779.138,0.153,2.38683e-05,1.06722,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,53591.1,779.138,0.153,0.00262359,1.07037,53591.1,779.138,0.153,2.79038e-05,1.06722,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,53591.1,779.138,0.153,0.00154766,1.07037,53591.1,779.138,0.153,2.46739e-05,1.06722,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,53591.1,779.138,0.153,0.00570745,1.07037,53591.1,779.138,0.153,2.53509e-05,1.06722,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,53591.1,779.138,0.153,0.000866629,1.07037,53591.1,779.138,0.153,1.97842e-05,1.06722,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,53591.1,779.138,0.153,0.00203592,1.07037,53591.1,779.138,0.153,2.57925e-05,1.06722,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,53590.7,779.138,0.153,0.000283939,1.07037,53590.7,779.138,0.153,5.08823e-08,1.06722,True,6.0|233,705
14|705|14|705|sample|9|233|9|233|6.0,53590.7,779.138,0.153,9.90846e-07,1.07037,53590.7,779.138,0.153,3.75075e-08,1.06722,True,6.0|233,705
14|705|14|705|sample|12|233|12|233|6.0,53590.7,779.138,0.153,9.76873e-06,1.07037,53590.7,779.138,0.153,1.64296e-07,1.06722,True,6.0|233,705
14|705|14|705|sample|11|233|11|233|6.0,53590.7,779.138,0.153,1.65672e-05,1.07037,53590.7,779.138,0.153,7.05517e-08,1.06722,True,6.0|233,705
14|705|14|705|cc|1|1|233|1|233|69.0,53590.8,777.319,0.153,6.8948e+07,1.07037,53590.8,777.319,0.153,1.00003,1.06722,False,69.0|233,705
14|705|14|705|cc|2|1|233|1|233|69.0,53590.8,777.319,0.153,6.80666e+06,1.07037,53590.8,777.319,0.153,1.25852,1.06722,False,69.0|233,705
14|705|14|705|cc|3|1|233|1|233|69.0,53590.8,777.319,0.153,2.42514e+06,1.07037,53590.8,777.319,0.153,1,1.06722,False,69.0|233,705
14|705|14|705|cc|4|1|233|1|233|69.0,53590.8,777.319,0.153,2.33666e+06,1.07037,53590.8,777.319,0.153,0.999997,1.06722,False,69.0|233,705
14|705|14|705|cc|5|1|233|1|233|69.0,53590.8,777.319,0.153,4.66795e+06,1.07037,53590.8,777.319,0.153,0.999997,1.06722,False,69.0|233,705
14|705|14|705|cc|6|1|233|1|233|69.0,53590.8,777.319,0.153,1.32977e+07,1.07037,53590.8,777.319,0.153,0.999996,1.06722,False,69.0|233,705
14|705|14|705|cc|7|1|233|1|233|69.0,53590.8,777.319,0.153,2.62482e+09,1.07037,53590.8,777.319,0.153,0.999999,1.06722,False,69.0|233,705
14|705|14|705|cc|8|1|233|1|233|69.0,53590.8,777.319,0.153,3.03947e+08,1.07037,53590.8,777.319,0.153,0.999991,1.06722,False,69.0|233,705
14|705|14|705|vc|1|2|233|2|233|69.0,53590.8,777.319,0.153,4.16005e+08,1.07037,53590.8,777.319,0.153,1.00002,1.06722,False,69.0|233,705
14|705|14|705|vc|2|2|233|2|233|69.0,53590.8,777.319,0.153,1.0679e+07,1.07037,53590.8,777.319,0.153,1,1.06722,False,69.0|233,705
14|705|14|705|vc|3|2|233|2|233|69.0,53590.8,777.319,0.153,2.70736e+07,1.07037,53590.8,777.319,0.153,0.999999,1.06722,False,69.0|233,705
14|705|14|705|vc|4|2|233|2|233|69.0,53590.8,777.319,0.153,1.1739e+07,1.07037,53590.8,777.319,0.153,0.999983,1.06722,False,69.0|233,705
14|705|14|705|vc|5|2|233|2|233|69.0,53590.8,777.319,0.153,2.18835e+07,1.07037,53590.8,777.319,0.153,0.991494,1.06722,False,69.0|233,705
14|705|14|705|vc|6|2|233|2|233|69.0,53590.8,777.319,0.153,3.00623e+10,1.07037,53590.8,777.319,0.153,0.999998,1.06722,False,69.0|233,705
14|705|14|705|vc|7|2|233|2|233|69.0,53590.8,777.319,0.153,1.43403e+07,1.07037,53590.8,777.319,0.153,1.00001,1.06722,False,69.0|233,705
14|705|14|705|vc|8|2|233|2|233|69.0,53590.8,777.319,0.153,2.9223e+08,1.07037,53590.8,777.319,0.153,0.998974,1.06722,False,69.0|233,705
8|152|8|152|sample|8|322|8|322|65.0,53592.7,779.988,0.153,1.02082e+06,-0.679795,53592.7,779.988,0.153,0.608353,-0.658453,True,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,53592.7,779.988,0.153,2.46351e+07,-0.679795,53592.7,779.988,0.153,0.800215,-0.658453,True,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,53592.7,779.988,0.153,2.15474e+06,-0.679795,53592.7,779.988,0.153,3.21689,-0.658453,True,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,53592.7,779.988,0.153,872980,-0.679795,53592.7,779.988,0.153,4.34981,-0.658453,True,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,53592.5,780.084,0.153,362.537,-0.679795,53592.5,780.084,0.153,0.000882486,-0.658453,True,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,53592.5,780.084,0.153,539.996,-0.679795,53592.5,780.084,0.153,0.0179576,-0.658453,True,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,53592.5,780.084,0.153,615684,-0.679795,53592.5,780.084,0.153,0.202861,-0.658453,True,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,53592.5,780.084,0.153,514156,-0.679795,53592.5,780.084,0.153,0.286087,-0.658453,True,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,53592.6,780.289,0.153,140035,-0.679795,53592.6,780.289,0.153,0.279296,-0.658453,True,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,53592.6,780.289,0.153,812100,-0.679795,53592.6,780.289,0.153,0.527101,-0.658453,True,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,53592.7,777.33,0.153,699094,-0.679795,53592.7,777.33,0.153,1,-0.658453,False,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,53592.7,777.33,0.153,1.46813e+10,-0.679795,53592.7,777.33,0.153,1,-0.658453,False,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,53592.7,777.33,0.153,1.49405e+07,-0.679795,53592.7,777.33,0.153,1,-0.658453,False,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,53592.7,777.33,0.153,2.71995e+06,-0.679795,53592.7,777.33,0.153,1,-0.658453,False,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,53592.7,777.33,0.153,1.10348e+08,-0.679795,53592.7,777.33,0.153,1,-0.658453,False,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,53592.7,777.33,0.153,8.64486e+07,-0.679795,53592.7,777.33,0.153,1,-0.658453,False,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,53592.7,777.33,0.153,1.60392e+08,-0.679795,53592.7,777.33,0.153,1,-0.658453,False,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,53592.7,777.33,0.153,3.20299e+08,-0.679795,53592.7,777.33,0.153,1,-0.658453,False,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,53592.7,777.33,0.153,6.6522e+07,-0.679795,53592.7,777.33,0.153,1,-0.658453,False,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,53592.7,777.33,0.153,2.16917e+07,-0.679795,53592.7,777.33,0.153,1,-0.658453,False,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,53592.7,777.33,0.153,2.72947e+08,-0.679795,53592.7,777.33,0.153,1,-0.658453,False,69.0|322,152
