rep,id,U,L,h,f,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1,797.459,-0.286752,4.46404e-06,1.70457e-10,8.64507,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1,797.459,-0.286752,4.0672e-07,1.70457e-10,8.64507,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1,797.459,-0.286752,2.14568e+08,1.70457e-10,8.64507,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1,797.459,-0.286752,0.00250767,1.70457e-10,8.64507,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1,797.459,-0.286752,0.000160942,1.70457e-10,8.64507,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1,797.459,-0.286752,2.85176e-08,1.70457e-10,8.64507,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1,797.459,-0.286752,0.0116871,1.70457e-10,8.64507,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1,797.459,-0.286752,2.35248e+06,1.70457e-10,8.64507,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1,797.459,-0.286752,5.97647e-05,1.70457e-10,8.64507,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1,797.459,-0.286752,1.58351e-10,1.70457e-10,8.64507,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1,789.775,1.13743,0.92007,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1,789.775,1.13743,8920.09,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1,789.775,1.13743,0.0244344,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1,789.775,1.13743,4.53351e-12,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1,789.775,1.13743,6.92346e-09,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1,789.775,1.13743,102933,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1,789.775,1.13743,21.9338,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1,789.775,1.13743,42.8608,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1,789.775,1.13743,0.0128518,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,1,789.775,1.13743,1.89151e+11,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1,789.775,1.13743,1.69173e+09,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,1,789.775,1.13743,167.304,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,1,789.775,1.13743,1.29879e+06,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,1,789.775,1.13743,2.46887,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,1,789.775,1.13743,1.87414e-05,1.70457e-10,8.64507,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,1,789.775,1.13743,27426.5,1.70457e-10,8.64507,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,1.00002,794.832,-0.600623,68473.8,1.70461e-10,8.6463,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,1.00002,794.832,-0.600623,651878,1.70461e-10,8.6463,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,1.00002,794.832,-0.600623,21.2399,1.70461e-10,8.6463,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,1.00002,794.832,-0.600623,0.146534,1.70461e-10,8.6463,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,1.00002,794.832,-0.600623,0.00079419,1.70461e-10,8.6463,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,1.00002,794.832,-0.600623,0.00364071,1.70461e-10,8.6463,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,1.00002,794.832,-0.600623,3.96845e+06,1.70461e-10,8.6463,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,1.00002,794.832,-0.600623,1.30458,1.70461e-10,8.6463,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,1.00002,794.832,-0.600623,0.000410157,1.70461e-10,8.6463,True,6.0|71,783
