rep,id,eta_f,eta_h,eta_s,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,3.22917e-08,0,-7.79021,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,2.13434e-08,0,1.99405,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,4.77178e-09,0,3.09848,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,-2.90046e-09,0,-1.3176,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,-1.16222e-08,0,2.00131,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,-5.12019e-09,0,1.45059,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,2.80157e-08,0,-1.48366,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,2.92104e-08,0,0.150191,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,1.7706e-08,0,-2.77544,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,-1.41737e-08,0,0.573679,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,-1.896e-08,0,0.847741,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,1.00975e-09,0,2.62541,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,-2.25702e-08,0,1.7157,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,-9.31188e-10,0,-1.08924,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,1.22778e-09,0,1.74413,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,-8.27677e-09,0,2.4939,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,3.45607e-09,0,0.979993,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,3.2305e-10,0,3.30155,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,-1.00839e-08,0,-0.608619,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,-2.73542e-09,0,-3.41776,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,-2.6956e-08,0,2.07664,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,7.4482e-09,0,-2.40732,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,-2.5028e-08,0,-2.63801,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,2.64267e-08,0,-3.95082,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,3.24157e-09,0,0.792467,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,-9.91555e-09,0,0.439711,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0,-1.42389e-08,0,1.18143,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0,-7.15818e-09,0,0.34501,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0,-1.2536e-08,0,-3.74693,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0,-9.21412e-09,0,-0.556198,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0,-4.48609e-09,0,-2.5117,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0,3.61002e-09,0,-0.162327,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0,-7.22912e-10,0,-0.192526,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0,8.18403e-09,0,-0.725207,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0,-1.81951e-08,0,1.0748,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0,-6.12316e-09,0,2.72751,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0,-1.00983e-08,0,1.67752,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,0,6.45795e-09,0,-0.94687,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,0,2.39067e-08,0,4.12101,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,0,-1.18063e-08,0,-3.62053,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0,1.49352e-08,0,-0.58191,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,0,-1.02717e-08,0,-0.806299,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,0,-9.81561e-10,0,-5.33482,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,0,-2.53856e-08,0,-1.67245,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,0,-3.44077e-08,0,-0.274985,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,0,-9.52543e-09,0,4.2941,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,0,-2.28471e-08,0,-0.745545,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,0,-2.71276e-08,0,0.878246,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,0,-6.95628e-10,0,1.06022,69.0|322,152
