rep,id,eta_U_offset,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,0.00714591,0.225527,-1.20171e-06,0,0,0,True,70.0|274,411
1,9|411|sample|3|274,-0.0106571,0.0434368,-1.56064e-06,0,0,0,True,70.0|274,411
1,9|411|sample|5|274,0.00751063,-0.139988,1.30163e-06,0,0,0,True,70.0|274,411
1,9|411|sample|6|274,0.00255976,-0.276994,2.92686e-06,0,0,0,True,70.0|274,411
1,9|411|sample|8|274,0.00845148,-0.0379014,-1.32779e-07,0,0,0,True,70.0|274,411
1,9|411|sample|7|274,0.0268974,-0.000707038,2.92908e-06,0,0,0,True,70.0|274,411
1,9|411|sample|9|274,-0.0071232,-0.313687,3.18783e-07,0,0,0,True,70.0|274,411
1,9|411|sample|10|274,0.0200895,0.174238,7.28317e-07,0,0,0,True,70.0|274,411
1,9|411|sample|12|274,0.0075559,-0.0253407,2.1706e-06,0,0,0,True,70.0|274,411
1,9|411|sample|11|274,0.0152717,0.207287,-1.45356e-06,0,0,0,True,70.0|274,411
1,9|411|cc|1|1|274,-0.0611984,0.105749,-2.08813e-06,0,0,0,False,69.0|274,411
1,9|411|cc|2|1|274,-0.0503017,-0.0602304,1.54233e-06,0,0,0,False,69.0|274,411
1,9|411|cc|3|1|274,-0.0554177,0.15867,3.56569e-06,0,0,0,False,69.0|274,411
1,9|411|cc|4|1|274,-0.0391608,-0.28501,6.21908e-06,0,0,0,False,69.0|274,411
1,9|411|cc|5|1|274,-0.105342,0.180905,-8.7407e-07,0,0,0,False,69.0|274,411
1,9|411|cc|6|1|274,-0.0167734,0.219889,2.06343e-06,0,0,0,False,69.0|274,411
1,9|411|cc|7|1|274,-0.0138652,-0.140688,1.32561e-06,0,0,0,False,69.0|274,411
1,9|411|cc|8|1|274,-0.0269864,-0.19333,6.22732e-06,0,0,0,False,69.0|274,411
1,9|411|vc|1|2|274,0.00605874,0.169791,1.39587e-06,0,0,0,False,69.0|274,411
1,9|411|vc|2|2|274,0.00361731,-0.0909054,3.98665e-07,0,0,0,False,69.0|274,411
1,9|411|vc|3|2|274,-0.0213774,-0.0710792,-5.62493e-06,0,0,0,False,69.0|274,411
1,9|411|vc|4|2|274,0.0930988,0.0478153,7.55929e-07,0,0,0,False,69.0|274,411
1,9|411|vc|5|2|274,-0.0106973,-0.198838,1.81619e-06,0,0,0,False,69.0|274,411
1,9|411|vc|6|2|274,0.00179905,-0.183929,-3.65415e-07,0,0,0,False,69.0|274,411
1,9|411|vc|7|2|274,0.00169283,-0.0920263,4.14175e-06,0,0,0,False,69.0|274,411
1,9|411|vc|8|2|274,0.021874,-0.152803,2.61575e-06,0,0,0,False,69.0|274,411
1,14|783|sample|3|71,0.0183148,0.145995,-1.2404e-06,0,0,0,True,6.0|71,783
1,14|783|sample|4|71,0.00565812,-0.00480935,1.57436e-06,0,0,0,True,6.0|71,783
1,14|783|sample|5|71,0.0280179,-0.0746132,2.48946e-06,0,0,0,True,6.0|71,783
1,14|783|sample|6|71,0.0157439,0.0476476,2.77405e-06,0,0,0,True,6.0|71,783
1,14|783|sample|7|71,0.0271454,0.250747,-1.8619e-06,0,0,0,True,6.0|71,783
1,14|783|sample|8|71,0.0269304,0.264583,3.07393e-06,0,0,0,True,6.0|71,783
1,14|783|sample|10|71,0.0145508,-0.0997356,-1.04385e-06,0,0,0,True,6.0|71,783
1,14|783|sample|9|71,0.0133577,-0.525203,-2.64654e-07,0,0,0,True,6.0|71,783
1,14|783|sample|12|71,0.025628,0.220601,2.35487e-06,0,0,0,True,6.0|71,783
1,14|783|sample|11|71,0.0201785,-0.0127349,-7.23474e-10,0,0,0,True,6.0|71,783
1,14|783|cc|1|1|71,0.0853746,0.0226249,2.43805e-06,0,0,0,False,69.0|71,783
1,14|783|cc|2|1|71,0.0274464,-0.243093,-2.25042e-06,0,0,0,False,69.0|71,783
1,14|783|cc|3|1|71,0.0789835,0.0204008,-1.95498e-06,0,0,0,False,69.0|71,783
1,14|783|cc|4|1|71,-0.0388373,0.0444982,-3.08249e-06,0,0,0,False,69.0|71,783
1,14|783|cc|5|1|71,-0.129495,-0.0592172,2.03135e-06,0,0,0,False,69.0|71,783
1,14|783|cc|6|1|71,-0.0124602,-0.0907929,3.77525e-06,0,0,0,False,69.0|71,783
1,14|783|cc|7|1|71,-0.0249735,0.00911996,-1.94973e-06,0,0,0,False,69.0|71,783
1,14|783|cc|8|1|71,0.0112246,0.287203,4.35507e-07,0,0,0,False,69.0|71,783
1,14|783|vc|1|2|71,-0.0179648,0.145847,-5.75647e-08,0,0,0,False,69.0|71,783
1,14|783|vc|2|2|71,-0.00106628,-0.0811538,-2.67792e-06,0,0,0,False,69.0|71,783
1,14|783|vc|3|2|71,0.00750558,-0.0895068,-1.64676e-08,0,0,0,False,69.0|71,783
1,14|783|vc|4|2|71,0.0115199,0.221984,4.20058e-06,0,0,0,False,69.0|71,783
1,14|783|vc|5|2|71,-0.0101409,0.208584,-1.72676e-06,0,0,0,False,69.0|71,783
1,14|783|vc|6|2|71,0.00854858,0.230565,-4.68365e-06,0,0,0,False,69.0|71,783
1,14|783|vc|7|2|71,-0.00302873,0.0434532,-1.08491e-07,0,0,0,False,69.0|71,783
1,14|783|vc|8|2|71,-0.0130832,-0.0888878,1.71822e-06,0,0,0,False,69.0|71,783
1,14|491|sample|10|99,0.000856431,-0.190454,2.52697e-06,0,0,0,True,6.0|99,491
1,14|491|sample|9|99,0.00193976,0.428589,-2.52173e-08,0,0,0,True,6.0|99,491
1,14|491|sample|12|99,0.0014373,0.029892,1.45549e-06,0,0,0,True,6.0|99,491
1,14|491|sample|11|99,0.00177851,0.0512429,6.61168e-07,0,0,0,True,6.0|99,491
1,14|491|sample|4|99,0.00437916,0.122817,-5.57661e-07,0,0,0,True,44.0|99,491
1,14|491|sample|3|99,0.00485987,0.0565792,-6.13323e-07,0,0,0,True,44.0|99,491
1,14|491|sample|6|99,0.00522179,0.144727,3.90999e-06,0,0,0,True,44.0|99,491
1,14|491|sample|5|99,0.00540006,-0.0222849,-3.64838e-06,0,0,0,True,44.0|99,491
1,14|491|sample|7|99,-0.0019856,-0.253301,3.63418e-06,0,0,0,True,63.0|99,491
1,14|491|sample|8|99,0.00570304,-0.219652,-2.67038e-07,0,0,0,True,63.0|99,491
1,14|491|cc|1|1|99,0.108524,0.0422314,-5.12486e-07,0,0,0,False,69.0|99,491
1,14|491|cc|2|1|99,-0.0213025,0.336267,2.94471e-06,0,0,0,False,69.0|99,491
