id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,52966.2,768.839,1.09998,1.5517,0.600102,0.273292,52966.2,768.839,0.99945,1.5517,0.559987,0.277378,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,52966.2,768.839,1.08326,1.5517,0.346589,0.273292,52966.2,768.839,0.999979,1.5517,0.318504,0.277378,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,52966.2,768.839,1.18674,1.5517,0.753894,0.273292,52966.2,768.839,0.999981,1.5517,0.63828,0.277378,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,52966.2,768.839,1.14818,1.5517,0.772019,0.273292,52966.2,768.839,1.01799,1.5517,0.69856,0.277378,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,52966.2,768.839,1.18364,1.5517,0.477079,0.273292,52966.2,768.839,0.998549,1.5517,0.432992,0.277378,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,52966.2,768.839,1.11788,1.5517,0.449194,0.273292,52966.2,768.839,0.999217,1.5517,0.402937,0.277378,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,52966.2,768.839,1.22079,1.5517,0.688283,0.273292,52966.2,768.839,1.00017,1.5517,0.589556,0.277378,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,52966.2,768.839,1.10258,1.5517,0.889047,0.273292,52966.2,768.839,0.999995,1.5517,0.672917,0.277378,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,52966.2,768.839,1.10523,1.5517,0.444564,0.273292,52966.2,768.839,0.984302,1.5517,0.404472,0.277378,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,52966.2,768.839,1.12313,1.5517,0.493368,0.273292,52966.2,768.839,0.992149,1.5517,0.449809,0.277378,True,70.0|274,411
