id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0.0042879,-1.24762e-06,0,0,0,1.36007e-07,5.36546e-11,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,-0.0057502,1.1078e-06,0,0,0,-3.1661e-07,1.82065e-11,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0.0220139,4.01776e-06,0,0,0,3.23471e-07,-1.1801e-11,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0.00805556,1.47096e-06,0,0,0,2.23698e-07,-1.05633e-11,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,-0.00347684,1.19093e-06,0,0,0,1.64538e-07,-6.31488e-11,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,-0.00729867,-1.32977e-06,0,0,0,-2.91147e-07,6.91025e-12,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0.0188143,-8.5424e-08,0,0,0,3.8279e-07,2.41829e-12,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,-0.0168885,-5.89972e-08,0,0,0,-3.15507e-07,1.13347e-11,0,0,False,69.0|162,84
8|84|sample|10|162,0,0.111674,4.97657e-06,0,0,0,0.0424929,8.24993e-11,0,0,True,32.0|162,84
8|84|sample|11|162,0,0.089012,2.13716e-06,0,0,0,0.0493132,5.11804e-11,0,0,True,22.0|162,84
8|84|sample|12|162,0,0.095718,2.23001e-06,0,0,0,0.0650402,2.45102e-11,0,0,True,22.0|162,84
8|84|sample|3|162,0,0.0232616,4.02258e-07,0,0,0,-0.0051781,-1.24363e-11,0,0,True,55.0|162,84
8|84|sample|4|162,0,0.0730912,-1.99968e-06,0,0,0,0.00678694,3.46763e-11,0,0,True,55.0|162,84
8|84|sample|5|162,0,0.103577,-2.96305e-06,0,0,0,0.0239732,-1.08731e-11,0,0,True,55.0|162,84
8|84|sample|6|162,0,0.0777024,-1.36806e-06,0,0,0,0.0224175,5.01661e-11,0,0,True,55.0|162,84
8|84|sample|7|162,0,0.0449783,-1.90938e-07,0,0,0,0.0220728,2.2963e-11,0,0,True,32.0|162,84
8|84|sample|8|162,0,0.0703526,-1.38214e-06,0,0,0,0.0252508,5.65734e-11,0,0,True,32.0|162,84
8|84|sample|9|162,0,0.066236,-2.7503e-07,0,0,0,0.0254524,3.62643e-11,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,-0.00344552,1.20727e-06,0,0,0,-3.33285e-07,-1.65523e-11,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0.00287028,1.55803e-06,0,0,0,3.36679e-07,-1.60276e-11,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,-0.00190222,-1.9035e-06,0,0,0,-3.1813e-07,-2.19353e-11,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,-0.00513171,9.16218e-07,0,0,0,-2.80529e-07,-1.81741e-11,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,-0.0360682,-1.61125e-07,0,0,0,2.83717e-07,-6.76192e-12,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,-0.0139484,-1.39939e-06,0,0,0,-2.98683e-07,7.64078e-12,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,0.0228743,-1.46706e-06,0,0,0,2.92139e-08,-2.46902e-11,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,-0.00100396,2.52204e-06,0,0,0,-2.99284e-07,-9.95937e-12,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,-0.0131428,8.93163e-07,0,0,0,-2.45737e-07,2.41265e-11,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,-0.00706231,-4.91364e-07,0,0,0,-9.13424e-08,2.7057e-11,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,0.0100952,-3.55562e-08,0,0,0,3.93997e-07,-1.32951e-11,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,0.00320157,1.93096e-06,0,0,0,-4.90262e-07,-1.5727e-11,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,-0.0198953,2.61176e-06,0,0,0,-5.50294e-07,-1.60449e-11,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,0.00927458,7.65433e-07,0,0,0,1.31004e-07,4.94187e-11,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,0.0115227,-1.22829e-06,0,0,0,-4.93098e-07,-1.31768e-11,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,-0.015138,-1.07949e-06,0,0,0,-2.49693e-07,2.03129e-11,0,0,False,69.0|274,719
8|719|sample|10|274,0,0.0930653,-1.46239e-06,0,0,0,-0.0044566,-2.93472e-11,0,0,True,32.0|274,719
8|719|sample|11|274,0,0.0855471,-1.13378e-06,0,0,0,0.0853027,4.94609e-11,0,0,True,22.0|274,719
8|719|sample|12|274,0,0.0663284,-9.04225e-07,0,0,0,0.0473375,4.02558e-11,0,0,True,22.0|274,719
8|719|sample|3|274,0,0.0474054,9.66666e-07,0,0,0,-0.0237236,-3.7371e-11,0,0,True,55.0|274,719
8|719|sample|4|274,0,0.0511816,-1.38753e-06,0,0,0,-0.0175144,-4.74643e-12,0,0,True,55.0|274,719
8|719|sample|5|274,0,0.0736578,1.17729e-06,0,0,0,-0.0225231,2.09965e-11,0,0,True,55.0|274,719
8|719|sample|6|274,0,0.0292579,9.61418e-07,0,0,0,-0.0387784,1.84741e-11,0,0,True,55.0|274,719
8|719|sample|7|274,0,0.0535904,-6.42635e-07,0,0,0,-0.00417176,-4.44889e-11,0,0,True,32.0|274,719
8|719|sample|8|274,0,0.0584257,-8.85117e-07,0,0,0,0.00564596,-2.10996e-11,0,0,True,32.0|274,719
8|719|sample|9|274,0,0.0629784,1.13073e-06,0,0,0,-0.00428099,-3.64775e-11,0,0,True,32.0|274,719
8|719|vc|1|2|274,0,0.00134854,-2.76081e-06,0,0,0,3.52954e-07,-1.30607e-12,0,0,False,69.0|274,719
8|719|vc|2|2|274,0,0.0150243,-1.09318e-06,0,0,0,-1.80117e-07,-3.87954e-11,0,0,False,69.0|274,719
8|719|vc|3|2|274,0,-0.00382646,-8.48631e-07,0,0,0,7.63036e-08,1.3098e-11,0,0,False,69.0|274,719
8|719|vc|4|2|274,0,0.033833,-2.08408e-07,0,0,0,-3.49385e-07,-8.13305e-11,0,0,False,69.0|274,719
8|719|vc|5|2|274,0,-0.00305904,2.69209e-06,0,0,0,1.87598e-07,-2.13058e-11,0,0,False,69.0|274,719
8|719|vc|6|2|274,0,0.00794597,-2.23847e-07,0,0,0,2.6312e-07,3.52713e-11,0,0,False,69.0|274,719
8|719|vc|7|2|274,0,0.0166401,4.58746e-07,0,0,0,1.83335e-08,5.04208e-11,0,0,False,69.0|274,719
8|719|vc|8|2|274,0,0.00462744,3.87529e-07,0,0,0,-3.22624e-07,5.44187e-11,0,0,False,69.0|274,719
8|488|cc|1|1|322,0,-0.0166093,-2.38539e-06,0,0,0,-2.57702e-07,-1.15196e-11,0,0,False,69.0|322,488
8|488|cc|2|1|322,0,-0.0379865,1.61335e-06,0,0,0,-1.33707e-07,-2.16037e-11,0,0,False,69.0|322,488
8|488|cc|3|1|322,0,0.0224313,7.03154e-07,0,0,0,-1.93511e-07,-1.19427e-11,0,0,False,69.0|322,488
8|488|cc|4|1|322,0,-0.0124763,2.51803e-07,0,0,0,-4.18681e-07,-5.0099e-11,0,0,False,69.0|322,488
8|488|cc|5|1|322,0,0.000950074,-1.88035e-06,0,0,0,-8.66038e-09,-1.92781e-11,0,0,False,69.0|322,488
8|488|cc|6|1|322,0,-0.0221033,-2.28896e-06,0,0,0,5.513e-08,1.18708e-11,0,0,False,69.0|322,488
8|488|cc|7|1|322,0,-0.00128785,6.75884e-07,0,0,0,3.26187e-07,-6.17648e-11,0,0,False,69.0|322,488
8|488|cc|8|1|322,0,-0.0177568,-1.19698e-06,0,0,0,5.0282e-08,-2.21543e-11,0,0,False,69.0|322,488
8|488|sample|10|322,0,0.123802,-1.4825e-06,0,0,0,0.0736754,4.64819e-11,0,0,True,32.0|322,488
8|488|sample|11|322,0,0.155943,-3.11724e-07,0,0,0,0.1052,-2.2041e-11,0,0,True,22.0|322,488
8|488|sample|12|322,0,0.122322,2.88412e-06,0,0,0,0.0750188,4.50928e-11,0,0,True,22.0|322,488
8|488|sample|3|322,0,-0.0627178,3.58055e-06,0,0,0,-0.0991203,-4.93205e-11,0,0,True,55.0|322,488
8|488|sample|4|322,0,-0.0621864,-1.73483e-06,0,0,0,-0.104844,-3.45324e-12,0,0,True,55.0|322,488
8|488|sample|5|322,0,-0.0168229,-2.90454e-06,0,0,0,-0.0850377,-9.45022e-12,0,0,True,55.0|322,488
8|488|sample|6|322,0,0.0125267,9.62747e-08,0,0,0,-0.0762746,-4.72848e-11,0,0,True,55.0|322,488
8|488|sample|7|322,0,0.0815138,-5.40607e-08,0,0,0,0.0276501,1.35127e-11,0,0,True,32.0|322,488
8|488|sample|8|322,0,0.0649252,6.33514e-07,0,0,0,0.0285056,-1.52252e-11,0,0,True,32.0|322,488
8|488|sample|9|322,0,0.0783026,-2.05626e-06,0,0,0,0.0610465,2.75104e-11,0,0,True,32.0|322,488
8|488|vc|1|2|322,0,0.000581486,1.46429e-06,0,0,0,-2.70556e-07,1.12143e-11,0,0,False,69.0|322,488
8|488|vc|2|2|322,0,0.0173082,-1.52339e-06,0,0,0,-1.74155e-07,3.70925e-11,0,0,False,69.0|322,488
8|488|vc|3|2|322,0,-0.0307787,-1.03979e-06,0,0,0,-3.57582e-07,3.11018e-11,0,0,False,69.0|322,488
8|488|vc|4|2|322,0,-0.013542,-7.38631e-08,0,0,0,-1.46054e-07,-3.98293e-12,0,0,False,69.0|322,488
8|488|vc|5|2|322,0,-0.00367325,-8.7203e-07,0,0,0,3.68417e-07,4.83908e-11,0,0,False,69.0|322,488
8|488|vc|6|2|322,0,0.0135064,9.74313e-07,0,0,0,-1.94328e-07,4.74292e-11,0,0,False,69.0|322,488
8|488|vc|7|2|322,0,-0.018242,-2.85271e-07,0,0,0,-1.16735e-07,3.69821e-11,0,0,False,69.0|322,488
8|488|vc|8|2|322,0,-0.0329581,3.61203e-06,0,0,0,6.45795e-07,-2.32107e-11,0,0,False,69.0|322,488
8|847|cc|1|1|69,0,0.0134211,6.81477e-07,0,0,0,2.84342e-07,1.61662e-11,0,0,False,69.0|69,847
8|847|cc|2|1|69,0,0.0121315,1.11612e-06,0,0,0,7.12275e-08,3.44087e-11,0,0,False,69.0|69,847
8|847|cc|3|1|69,0,-0.00148437,7.90701e-07,0,0,0,-1.79021e-07,2.93654e-12,0,0,False,69.0|69,847
8|847|cc|4|1|69,0,0.0181985,-8.0895e-07,0,0,0,-4.44291e-08,-6.72309e-11,0,0,False,69.0|69,847
8|847|cc|5|1|69,0,-0.0224179,7.86764e-07,0,0,0,1.46145e-07,9.61209e-12,0,0,False,69.0|69,847
8|847|cc|6|1|69,0,0.0188744,2.01281e-06,0,0,0,-4.58065e-07,-8.28693e-12,0,0,False,69.0|69,847
8|847|cc|7|1|69,0,-0.0264662,-2.01454e-07,0,0,0,3.36383e-07,2.45717e-11,0,0,False,69.0|69,847
8|847|cc|8|1|69,0,0.00222825,-3.72669e-07,0,0,0,3.86316e-08,3.53397e-11,0,0,False,69.0|69,847
8|847|sample|10|69,0,0.0420307,-3.70506e-07,0,0,0,-0.015091,-7.60725e-11,0,0,True,32.0|69,847
8|847|sample|11|69,0,0.0376217,-2.50201e-06,0,0,0,-0.0110315,9.91136e-11,0,0,True,22.0|69,847
8|847|sample|12|69,0,-0.0278168,-2.18965e-06,0,0,0,-0.0494475,-1.5492e-10,0,0,True,22.0|69,847
8|847|sample|3|69,0,-0.0623508,6.15554e-07,0,0,0,-0.0718705,-1.29781e-11,0,0,True,55.0|69,847
8|847|sample|4|69,0,-0.06852,-8.90383e-08,0,0,0,-0.0620467,-1.55858e-10,0,0,True,55.0|69,847
8|847|sample|5|69,0,0.0171516,1.08203e-06,0,0,0,-0.0216724,-3.81863e-11,0,0,True,55.0|69,847
