parameter,value,CV,se_sa,rse_sa,P2.5_sa,P97.5_sa
U_pop,110009.081249745,,51.2222065185054,0.046561798295742,109909,110109
L_pop,709.400293905316,,38.421568303904,5.41606320634427,634.095,784.705
alpha_pop,0.249401112639622,,0.486493651986985,195.064748043027,-0.704109,1.20291
omega_U,10.1450958083544,0.00922205302789758,15.5856223948106,153.627158276573,1.85961,55.3466
omega_L,92.8299392501122,13.0856922456396,27.5590591991328,29.6876841908517,53.6336,160.672
omega_alpha,1.12815562401527,452.345866493957,0.357525885220405,31.6911849402408,0.630784,2.0177
acc,42.969047568291,,32.0938656666678,74.6906610291066,13.8047,133.747
bcc,3.39768448976456e-05,,0.0453105732026953,133357.212357982,1.76932e-07,0.0065247
avc,17461.891132053,,5870.61199810741,33.6195659090518,9466.13,32211.4
bvc,4.48035786044086e-06,,0.0591587817974965,1320403.04904741,1.06991e-08,0.0018762
