id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,-1.01984,792.324,-0.580325,0.000567306,2.09183e-09,41.9645,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,27.5284,788.152,1.17411,1.87225,2.09183e-09,41.9645,27.5284,788.152,1.17411,1.87225,2.09183e-09,41.9645,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,27.5284,788.152,1.17411,1.87225,2.09183e-09,41.9645,27.5284,788.152,1.17411,1.87225,2.09183e-09,41.9645,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,27.5284,788.152,1.17411,1.87225,2.09183e-09,41.9645,27.5284,788.152,1.17411,1.87225,2.09183e-09,41.9645,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,27.5284,788.152,1.17411,1.87225,2.09183e-09,41.9645,27.5284,788.152,1.17411,1.87225,2.09183e-09,41.9645,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,27.5284,788.152,1.17411,1.87225,2.09183e-09,41.9645,27.5284,788.152,1.17411,1.87225,2.09183e-09,41.9645,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,27.5284,788.152,1.17411,1.87225,2.09183e-09,41.9645,27.5284,788.152,1.17411,1.87225,2.09183e-09,41.9645,False,69.0|274,411
