id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-5.08769e-10,-4.27468e-09,-2.53936e-09,2.95404e-10,-5.31106e-10,0,0,-1.20579e-11,4.6839e-11,4.09739e-11,1.46048e-11,-9.62075e-12,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-1.28351e-09,-5.70338e-10,-5.84361e-10,-1.74736e-09,-5.26514e-10,0,0,-2.442e-11,2.34195e-11,-2.44338e-12,2.22928e-11,2.8777e-13,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.64518e-09,-2.41173e-09,6.12167e-09,2.15426e-09,-2.53801e-10,0,0,1.40554e-11,-1.8872e-11,1.45075e-11,1.18826e-11,1.04334e-11,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-8.66771e-10,3.71584e-09,-4.42393e-09,5.69736e-10,-4.65422e-10,0,0,-4.27309e-11,-9.32232e-12,4.90745e-11,-1.68787e-12,1.15925e-11,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-8.36962e-10,-4.75358e-09,1.63132e-09,8.75363e-10,-4.53754e-10,0,0,1.50855e-11,-1.06866e-11,-2.18328e-11,7.94376e-12,-7.3257e-12,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,3.10623e-09,5.14785e-09,-1.3956e-09,2.59537e-09,6.5875e-11,0,0,-3.81761e-11,-7.31006e-11,1.12763e-11,-7.91034e-12,-8.74678e-12,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-5.07578e-09,-1.21126e-09,-6.34864e-09,9.1184e-10,-2.2924e-11,0,0,5.66702e-12,-1.04592e-11,-1.05147e-11,-2.19964e-11,-1.59428e-12,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-3.32359e-09,1.35658e-09,1.16694e-09,1.55443e-09,2.75374e-11,0,0,1.86877e-11,-2.45564e-11,-1.29932e-11,9.74754e-12,-2.34479e-12,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,2.65768e-09,-2.30221e-09,3.00182e-09,-1.53778e-09,1.6862e-09,0,0,-3.02869e-12,-2.62617e-11,-9.12315e-12,-1.57181e-11,-9.0159e-12,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-2.67254e-09,4.1372e-09,2.43993e-09,3.16048e-09,1.68167e-11,0,0,1.91496e-11,-8.52651e-11,-2.47491e-12,-1.38365e-11,1.09104e-11,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.66214e-09,5.28467e-09,-4.80611e-10,2.02333e-09,-7.3904e-10,0,0,2.92744e-12,-3.18323e-12,2.24745e-11,-7.93077e-12,1.78053e-11,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-3.32721e-09,-1.74346e-10,6.98707e-09,-1.31336e-10,1.16274e-10,0,0,-5.95435e-12,-2.31921e-11,-1.08855e-11,-1.55447e-11,-1.44542e-11,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,2.78403e-10,-2.96104e-09,7.34486e-09,-2.27684e-09,1.60444e-09,0,0,2.44427e-12,-1.98952e-11,1.43151e-11,1.50733e-11,-4.48441e-12,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-5.17003e-10,-5.60995e-09,4.3033e-09,6.19161e-10,2.56413e-10,0,0,-8.97415e-12,2.19416e-11,-1.26352e-11,2.36673e-11,3.1064e-12,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,3.40536e-10,2.70766e-09,1.09237e-09,2.53113e-09,6.79887e-10,0,0,-1.16245e-11,-7.38964e-12,5.93059e-12,6.14087e-12,1.30691e-11,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-2.2889e-09,1.91182e-09,-6.35327e-12,-3.54337e-09,1.61101e-09,0,0,3.20028e-11,2.29647e-11,-4.89508e-11,-1.10314e-11,3.54694e-12,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-3.67274e-10,1.90214e-09,3.28108e-09,1.43575e-10,-5.132e-10,0,0,-1.30669e-11,1.14824e-11,3.19208e-11,-1.01696e-13,-5.17719e-12,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-2.79744e-09,7.61373e-09,-1.4344e-09,1.93049e-09,-1.10534e-09,0,0,1.92557e-11,1.46656e-11,3.32216e-11,2.1223e-12,1.50431e-11,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-2.12727e-09,6.8893e-09,-9.4584e-10,-1.10874e-09,1.27854e-09,0,0,-7.24754e-12,6.36646e-12,-1.28475e-11,-1.34923e-11,-2.21245e-12,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,-1.03637e-09,-5.20315e-09,-2.08188e-09,-1.74682e-09,4.93753e-10,0,0,-4.9738e-13,4.61569e-11,9.67038e-12,4.04121e-13,8.46079e-12,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,4.19059e-10,-4.74274e-09,-6.85341e-09,2.63571e-09,-6.92552e-10,0,0,1.84741e-12,-2.04636e-12,4.13904e-11,-7.87859e-12,-2.14939e-12,0,0,False,69.0|274,411
