id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_eta_alpha_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,eta_eta_alpha_mode,mab_virus,run_id
411|4,0,8.68249e-10,-3.0984e-09,0,0,2.65943e-12,-1.52838e-11,0,70.0|274,411
411|3,0,-2.2807e-10,-2.29307e-09,0,0,1.21192e-11,2.03428e-11,0,70.0|274,411
411|5,0,-1.08682e-09,6.49898e-09,0,0,-7.98406e-12,-1.47011e-11,0,70.0|274,411
411|6,0,-2.6276e-09,-5.3227e-09,0,0,6.96421e-12,3.43832e-11,0,70.0|274,411
411|8,0,-2.05154e-09,6.51136e-09,0,0,-1.4621e-11,-1.3145e-13,0,70.0|274,411
411|7,0,-7.05729e-10,6.66543e-09,0,0,-7.13163e-12,5.57776e-13,0,70.0|274,411
411|9,0,-4.72074e-09,2.29581e-09,0,0,-8.99281e-13,9.92166e-11,0,70.0|274,411
411|10,0,4.666e-09,3.05508e-10,0,0,-3.8396e-12,7.51044e-12,0,70.0|274,411
411|12,0,3.43422e-09,-9.38114e-10,0,0,1.24678e-11,-1.72129e-11,0,70.0|274,411
411|11,0,7.0756e-10,2.37024e-09,0,0,7.83196e-12,2.74056e-11,0,70.0|274,411
411|1,0,-3.10967e-09,1.49428e-09,0,0,4.77307e-12,3.90799e-11,0,69.0|274,411
411|2,0,3.73777e-09,5.90128e-09,0,0,-1.26876e-11,2.46843e-11,0,69.0|274,411
152|8,0,-4.23947e-09,-9.50672e-09,0,0,2.52842e-12,3.95275e-11,0,65.0|322,152
152|7,0,-1.70296e-09,1.08462e-09,0,0,-1.26286e-11,-1.8602e-11,0,65.0|322,152
152|6,0,5.06031e-10,3.8046e-09,0,0,-1.37581e-11,1.04343e-11,0,65.0|322,152
152|5,0,3.95542e-09,4.54397e-09,0,0,-7.65077e-12,1.87867e-11,0,65.0|322,152
152|12,0,1.02985e-09,3.52625e-09,0,0,-9.023e-12,2.8777e-11,0,28.0|322,152
152|11,0,-8.81239e-10,-7.5478e-09,0,0,6.13309e-12,1.15818e-12,0,28.0|322,152
152|10,0,8.44967e-10,4.18331e-09,0,0,-1.0236e-11,3.52252e-11,0,28.0|322,152
152|9,0,-2.68851e-09,2.05102e-09,0,0,-7.62279e-12,-5.00542e-11,0,28.0|322,152
152|3,0,7.27991e-10,-2.53757e-09,0,0,7.74936e-12,-2.32276e-11,0,22.0|322,152
152|4,0,2.81479e-09,-4.99663e-09,0,0,5.85887e-12,2.61231e-11,0,22.0|322,152
152|1,0,1.79769e-09,3.62362e-09,0,0,1.20775e-11,1.00613e-11,0,69.0|322,152
152|2,0,-4.64346e-09,2.47878e-10,0,0,1.06231e-11,-1.84066e-11,0,69.0|322,152
1056|8,0,-1.15649e-09,2.33149e-09,0,0,4.88498e-13,6.39773e-11,0,65.0|276,1056
1056|7,0,-2.94792e-09,1.41141e-09,0,0,3.13438e-12,-2.4361e-11,0,65.0|276,1056
1056|6,0,2.24159e-09,5.1683e-09,0,0,8.79075e-12,-1.45555e-11,0,65.0|276,1056
1056|5,0,-4.76514e-10,-9.06093e-09,0,0,-1.45497e-11,9.05231e-12,0,65.0|276,1056
1056|12,0,-1.3179e-09,-6.56817e-09,0,0,-6.73461e-12,-2.97824e-11,0,28.0|276,1056
1056|11,0,-1.14561e-09,5.78544e-09,0,0,3.21099e-12,5.1724e-11,0,28.0|276,1056
1056|10,0,1.18074e-09,-1.9028e-09,0,0,-5.95701e-12,3.37508e-11,0,28.0|276,1056
1056|9,0,2.24504e-09,1.68436e-09,0,0,1.3002e-11,2.34834e-11,0,28.0|276,1056
1056|4,0,-2.10679e-10,-1.68351e-09,0,0,1.75415e-12,-1.79412e-11,0,22.0|276,1056
1056|3,0,5.53318e-10,-2.02682e-09,0,0,-5.89861e-12,-3.40847e-11,0,22.0|276,1056
1056|1,0,2.3382e-09,-2.5762e-09,0,0,6.06903e-12,-2.58993e-11,0,69.0|276,1056
1056|2,0,2.04221e-10,4.94203e-09,0,0,6.70144e-12,4.07958e-11,0,69.0|276,1056
462|6,0,8.15264e-10,-1.82013e-09,0,0,7.2955e-12,-4.52971e-12,0,55.0|292,462
462|5,0,3.81585e-09,3.68872e-11,0,0,-9.32115e-12,1.80123e-12,0,55.0|292,462
462|4,0,-3.01564e-09,4.3732e-09,0,0,1.10372e-11,-1.38364e-10,0,55.0|292,462
462|3,0,-3.86476e-09,1.03803e-09,0,0,-7.69834e-12,2.40021e-11,0,55.0|292,462
462|9,0,-3.71816e-10,-3.27963e-10,0,0,1.00671e-11,8.66862e-13,0,32.0|292,462
462|10,0,-1.00163e-09,4.45029e-09,0,0,1.08251e-11,2.45919e-11,0,32.0|292,462
462|7,0,9.16749e-10,-3.92209e-10,0,0,-1.34737e-11,7.15517e-12,0,32.0|292,462
462|8,0,-2.54825e-09,-9.78836e-09,0,0,5.52802e-12,4.57945e-11,0,32.0|292,462
462|11,0,-3.78187e-09,6.23446e-09,0,0,1.70397e-12,-6.46985e-11,0,22.0|292,462
462|12,0,3.75447e-09,-9.5638e-10,0,0,1.6076e-13,-2.70113e-11,0,22.0|292,462
462|1,0,3.90469e-11,1.02721e-09,0,0,1.39524e-11,-2.65317e-11,0,69.0|292,462
462|2,0,-3.12e-09,-1.92356e-09,0,0,7.2431e-12,-7.16227e-12,0,69.0|292,462
1159|8,0,-3.12899e-09,1.30282e-09,0,0,1.36016e-11,-4.25402e-11,0,65.0|292,1159
1159|7,0,1.21135e-09,1.12244e-09,0,0,-2.23874e-11,9.6172e-12,0,65.0|292,1159
1159|5,0,6.94748e-09,2.26705e-09,0,0,-1.57558e-11,9.50351e-12,0,65.0|292,1159
1159|6,0,-2.88067e-09,-8.16149e-09,0,0,4.64295e-12,-2.86065e-11,0,65.0|292,1159
1159|11,0,2.64995e-09,8.50852e-09,0,0,-7.37921e-12,-2.62652e-11,0,28.0|292,1159
1159|12,0,-2.20918e-09,-2.08861e-09,0,0,1.34621e-11,-1.7188e-11,0,28.0|292,1159
1159|9,0,-3.24518e-10,3.28553e-09,0,0,1.2077e-11,1.40119e-11,0,28.0|292,1159
1159|10,0,2.56564e-09,2.34476e-09,0,0,-9.41536e-12,5.30775e-11,0,28.0|292,1159
1159|4,0,4.80892e-10,8.27951e-09,0,0,-6.10045e-12,-5.10809e-11,0,22.0|292,1159
1159|3,0,3.00312e-09,5.82039e-10,0,0,2.03646e-11,-9.85523e-12,0,22.0|292,1159
1159|1,0,1.59303e-09,4.87651e-09,0,0,-1.43157e-11,-2.33626e-11,0,69.0|292,1159
1159|2,0,1.3059e-09,-5.11987e-09,0,0,6.54055e-12,3.63016e-11,0,69.0|292,1159
1197|7,0,-3.03014e-09,-2.10779e-09,0,0,3.31175e-11,-5.92664e-11,0,65.0|103,1197
1197|8,0,2.66913e-09,2.31308e-10,0,0,2.3394e-11,4.03482e-11,0,65.0|103,1197
1197|6,0,-7.69192e-09,-2.8507e-09,0,0,1.60536e-11,-1.74794e-11,0,65.0|103,1197
1197|5,0,3.08846e-09,4.25389e-09,0,0,5.89528e-12,-2.7029e-11,0,65.0|103,1197
1197|12,0,-1.57325e-09,-1.24746e-09,0,0,-7.76001e-12,-2.18847e-11,0,28.0|103,1197
1197|10,0,-1.61625e-09,1.05524e-08,0,0,-7.84661e-12,-5.48184e-11,0,28.0|103,1197
1197|9,0,4.95622e-09,-3.50198e-09,0,0,-3.06333e-12,4.01528e-11,0,28.0|103,1197
1197|3,0,7.11139e-10,5.2185e-09,0,0,6.01297e-12,-1.21396e-10,0,22.0|103,1197
1197|4,0,3.31848e-10,3.048e-09,0,0,1.25184e-11,-6.32028e-12,0,22.0|103,1197
1197|11,0,-5.4939e-09,6.53805e-11,0,0,-1.06071e-11,2.11244e-11,0,28.0|103,1197
1197|1,0,1.35912e-09,-5.63833e-09,0,0,-1.86748e-11,6.63363e-11,0,69.0|103,1197
1197|2,0,-4.64911e-10,6.72915e-10,0,0,7.2129e-12,6.50289e-11,0,69.0|103,1197
