id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.399237,0,0.0275565,0.000377255,0.411195,0,0.0213515,-1.12012e-07,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-0.0697413,0,0.0730188,-0.00548188,-0.0577972,0,0.0800295,-6.70962e-08,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.48778,0,0.0178192,-0.0030189,0.456534,0,-0.0060976,-4.325e-08,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.13836,0,-0.241803,0.0013185,0.0973305,0,-0.26952,-6.52658e-08,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.173092,0,0.0331887,0.0015511,0.165671,0,0.0301368,-2.99556e-07,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.211597,0,0.114053,-0.00191485,0.200171,0,0.0994623,2.07087e-08,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.210248,0,-0.109594,-0.00242339,0.19139,0,-0.124747,-2.33718e-08,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.523768,0,0.00339599,0.00258689,0.532571,0,0.00353979,-5.85197e-08,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-0.125589,0,-0.0788624,0.00127416,-0.159264,0,-0.105685,-1.12424e-07,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.00874544,0,-0.076961,-0.00189759,0.041985,0,-0.0611283,-4.72978e-08,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-0.0363076,0,-0.00982648,-0.00268342,-3.14212e-07,0,-1.38431e-07,2.30175e-08,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-0.0131143,0,0.0318829,0.00146472,-1.31998e-07,0,-1.84962e-07,4.02238e-09,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-0.0938139,0,0.00561575,-0.00194432,2.07281e-07,0,-3.1052e-09,-1.97436e-09,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-0.0153703,0,0.00140511,0.00214552,2.86785e-07,0,-2.63647e-07,-5.3441e-10,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.0401443,0,0.0236946,-0.00408356,-1.62362e-07,0,-1.20473e-07,-2.67299e-08,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-0.081209,0,0.0697445,0.000603262,2.26493e-07,0,-1.16776e-07,1.55132e-08,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-0.0361696,0,-0.0145944,-0.0023247,1.78382e-07,0,1.233e-07,-2.82059e-09,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.0710867,0,0.0502301,0.00352583,-4.84584e-08,0,2.54552e-07,-1.99296e-08,69.0|274,411
