rep,id,U_offset,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,5.02294,773.186,1.38465,2.31521,9375.59,11.7897,True,70.0|274,411
1,9|411|sample|3|274,5.02294,773.186,1.38465,4.08616,9375.59,11.7897,True,70.0|274,411
1,9|411|sample|5|274,5.02295,773.186,1.38465,2.00475,9375.59,11.7897,True,70.0|274,411
1,9|411|sample|6|274,5.02293,773.186,1.38465,1.78665,9375.59,11.7897,True,70.0|274,411
1,9|411|sample|8|274,5.02295,773.186,1.38465,2.72274,9375.59,11.7897,True,70.0|274,411
1,9|411|sample|7|274,5.02293,773.186,1.38465,2.6761,9375.59,11.7897,True,70.0|274,411
1,9|411|sample|9|274,5.02292,773.186,1.38465,1.77114,9375.59,11.7897,True,70.0|274,411
1,9|411|sample|10|274,5.02293,773.186,1.38465,1.77901,9375.59,11.7897,True,70.0|274,411
1,9|411|sample|12|274,5.02294,773.186,1.38465,2.52492,9375.59,11.7897,True,70.0|274,411
1,9|411|sample|11|274,5.02295,773.186,1.38465,1.94536,9375.59,11.7897,True,70.0|274,411
1,9|411|cc|1|1|274,3.87615,770.838,1.38487,0.000170752,9375.59,11.7897,False,69.0|274,411
1,9|411|cc|2|1|274,3.87615,770.838,1.38487,0.000156055,9375.59,11.7897,False,69.0|274,411
1,9|411|cc|3|1|274,3.87615,770.838,1.38487,0.000264433,9375.59,11.7897,False,69.0|274,411
1,9|411|cc|4|1|274,3.87615,770.838,1.38487,0.000482664,9375.59,11.7897,False,69.0|274,411
1,9|411|cc|5|1|274,3.87614,770.838,1.38487,0.000302411,9375.59,11.7897,False,69.0|274,411
1,9|411|cc|6|1|274,3.87615,770.838,1.38487,0.00116854,9375.59,11.7897,False,69.0|274,411
1,9|411|cc|7|1|274,3.87614,770.838,1.38487,0.00180667,9375.59,11.7897,False,69.0|274,411
1,9|411|cc|8|1|274,3.87616,770.838,1.38487,0.000415983,9375.59,11.7897,False,69.0|274,411
1,9|411|vc|1|2|274,3.87614,770.838,1.38487,0.00791142,9375.59,11.7897,False,69.0|274,411
1,9|411|vc|2|2|274,3.87616,770.838,1.38487,0.00362953,9375.59,11.7897,False,69.0|274,411
1,9|411|vc|3|2|274,3.87613,770.838,1.38487,0.00199811,9375.59,11.7897,False,69.0|274,411
1,9|411|vc|4|2|274,3.87616,770.838,1.38487,0.00012264,9375.59,11.7897,False,69.0|274,411
1,9|411|vc|5|2|274,3.87616,770.838,1.38487,0.00718323,9375.59,11.7897,False,69.0|274,411
1,9|411|vc|6|2|274,3.87615,770.838,1.38487,0.000291594,9375.59,11.7897,False,69.0|274,411
1,9|411|vc|7|2|274,3.87614,770.838,1.38487,0.00413837,9375.59,11.7897,False,69.0|274,411
1,9|411|vc|8|2|274,3.87615,770.838,1.38487,0.000191673,9375.59,11.7897,False,69.0|274,411
1,14|783|sample|3|71,0.977095,770.639,1.38465,0.048664,9375.59,24.0106,True,6.0|71,783
1,14|783|sample|4|71,0.977094,770.639,1.38465,0.036372,9375.59,24.0106,True,6.0|71,783
1,14|783|sample|5|71,0.977093,770.639,1.38465,0.0686585,9375.59,24.0106,True,6.0|71,783
1,14|783|sample|6|71,0.97709,770.639,1.38465,0.0784515,9375.59,24.0106,True,6.0|71,783
1,14|783|sample|7|71,0.977092,770.639,1.38465,18.4075,9375.59,24.0106,True,6.0|71,783
1,14|783|sample|8|71,0.977093,770.639,1.38465,20.3021,9375.59,24.0106,True,6.0|71,783
1,14|783|sample|10|71,0.977092,770.639,1.38465,0.0397328,9375.59,24.0106,True,6.0|71,783
1,14|783|sample|9|71,0.977096,770.639,1.38465,0.0429286,9375.59,24.0106,True,6.0|71,783
1,14|783|sample|12|71,0.977093,770.639,1.38465,73.877,9375.59,24.0106,True,6.0|71,783
1,14|783|sample|11|71,0.977091,770.639,1.38465,35.894,9375.59,24.0106,True,6.0|71,783
1,14|783|cc|1|1|71,3.62595,770.874,1.38487,0.00823084,9375.59,24.0106,False,69.0|71,783
1,14|783|cc|2|1|71,3.62595,770.874,1.38487,7.19367e-06,9375.59,24.0106,False,69.0|71,783
1,14|783|cc|3|1|71,3.62596,770.874,1.38487,0.000626055,9375.59,24.0106,False,69.0|71,783
1,14|783|cc|4|1|71,3.62594,770.874,1.38487,0.00152798,9375.59,24.0106,False,69.0|71,783
1,14|783|cc|5|1|71,3.62595,770.874,1.38487,0.000592811,9375.59,24.0106,False,69.0|71,783
1,14|783|cc|6|1|71,3.62594,770.874,1.38487,0.00582163,9375.59,24.0106,False,69.0|71,783
1,14|783|cc|7|1|71,3.62596,770.874,1.38487,0.00726474,9375.59,24.0106,False,69.0|71,783
1,14|783|cc|8|1|71,3.62597,770.874,1.38487,0.000249512,9375.59,24.0106,False,69.0|71,783
1,14|783|vc|1|2|71,3.62596,770.874,1.38487,3.98386e-06,9375.59,24.0106,False,69.0|71,783
1,14|783|vc|2|2|71,3.62596,770.874,1.38487,0.0125047,9375.59,24.0106,False,69.0|71,783
1,14|783|vc|3|2|71,3.62594,770.874,1.38487,0.00137338,9375.59,24.0106,False,69.0|71,783
1,14|783|vc|4|2|71,3.62595,770.874,1.38487,0.0137645,9375.59,24.0106,False,69.0|71,783
1,14|783|vc|5|2|71,3.62596,770.874,1.38487,0.0195875,9375.59,24.0106,False,69.0|71,783
1,14|783|vc|6|2|71,3.62596,770.874,1.38487,2.43691e-05,9375.59,24.0106,False,69.0|71,783
