id,U_offset_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_offset_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,5.02294,773.186,1.38622,2.02435,9347.73,11.7867,5.02294,773.186,1.38465,1.90459,9375.59,11.7897,True,70.0|274,411
9|411|sample|3|274,5.02294,773.186,1.38622,3.32366,9347.73,11.7867,5.02294,773.186,1.38465,3.33984,9375.59,11.7897,True,70.0|274,411
9|411|sample|5|274,5.02294,773.186,1.38622,1.64993,9347.73,11.7867,5.02294,773.186,1.38465,1.70966,9375.59,11.7897,True,70.0|274,411
9|411|sample|6|274,5.02294,773.186,1.38622,1.63567,9347.73,11.7867,5.02294,773.186,1.38465,1.663,9375.59,11.7897,True,70.0|274,411
9|411|sample|8|274,5.02294,773.186,1.38622,2.34227,9347.73,11.7867,5.02294,773.186,1.38465,2.47313,9375.59,11.7897,True,70.0|274,411
9|411|sample|7|274,5.02295,773.186,1.38622,2.73827,9347.73,11.7867,5.02294,773.186,1.38465,2.62884,9375.59,11.7897,True,70.0|274,411
9|411|sample|9|274,5.02294,773.186,1.38622,1.87749,9347.73,11.7867,5.02294,773.186,1.38465,1.9104,9375.59,11.7897,True,70.0|274,411
9|411|sample|10|274,5.02294,773.186,1.38622,1.63566,9347.73,11.7867,5.02294,773.186,1.38465,1.62249,9375.59,11.7897,True,70.0|274,411
9|411|sample|12|274,5.02294,773.186,1.38622,2.45945,9347.73,11.7867,5.02294,773.186,1.38465,2.58907,9375.59,11.7897,True,70.0|274,411
9|411|sample|11|274,5.02294,773.186,1.38622,2.37112,9347.73,11.7867,5.02294,773.186,1.38465,2.50806,9375.59,11.7897,True,70.0|274,411
9|411|cc|1|1|274,3.87615,770.838,1.38643,0.0195991,9347.73,11.7867,3.87615,770.838,1.38487,0.000595331,9375.59,11.7897,False,69.0|274,411
9|411|cc|2|1|274,3.87615,770.838,1.38643,0.0116216,9347.73,11.7867,3.87615,770.838,1.38487,0.00059533,9375.59,11.7897,False,69.0|274,411
9|411|cc|3|1|274,3.87615,770.838,1.38643,0.0202587,9347.73,11.7867,3.87615,770.838,1.38487,0.000595331,9375.59,11.7897,False,69.0|274,411
9|411|cc|4|1|274,3.87615,770.838,1.38643,0.0112633,9347.73,11.7867,3.87615,770.838,1.38487,0.00059533,9375.59,11.7897,False,69.0|274,411
9|411|cc|5|1|274,3.87615,770.838,1.38643,0.00600956,9347.73,11.7867,3.87615,770.838,1.38487,0.000595331,9375.59,11.7897,False,69.0|274,411
9|411|cc|6|1|274,3.87615,770.838,1.38643,0.0122033,9347.73,11.7867,3.87615,770.838,1.38487,0.000595331,9375.59,11.7897,False,69.0|274,411
9|411|cc|7|1|274,3.87615,770.838,1.38643,0.00710465,9347.73,11.7867,3.87615,770.838,1.38487,0.000595331,9375.59,11.7897,False,69.0|274,411
9|411|cc|8|1|274,3.87615,770.838,1.38643,0.00793127,9347.73,11.7867,3.87615,770.838,1.38487,0.000595331,9375.59,11.7897,False,69.0|274,411
9|411|vc|1|2|274,3.87615,770.838,1.38643,0.00482792,9347.73,11.7867,3.87615,770.838,1.38487,0.000595331,9375.59,11.7897,False,69.0|274,411
9|411|vc|2|2|274,3.87615,770.838,1.38643,0.00703728,9347.73,11.7867,3.87615,770.838,1.38487,0.000595331,9375.59,11.7897,False,69.0|274,411
