id,importanceSampling
411|4,126.264187
411|3,160.038004
411|5,168.956583
411|6,169.179049
411|8,159.618364
411|7,159.943366
411|9,168.917831
411|10,169.247503
411|12,159.074895
411|11,159.454889
411|1,49.814800
411|2,148.050256
783|3,186.519933
783|4,184.349617
783|5,138.281447
783|6,172.413085
783|7,184.656764
783|8,183.943756
783|10,185.735830
783|9,187.491248
783|12,188.055680
783|11,188.778178
783|1,81.819312
783|2,157.198783
491|10,180.100990
491|9,180.343670
491|12,171.170971
491|11,172.412726
491|4,136.326876
491|3,169.562999
491|6,169.525317
491|5,169.876578
491|7,185.174226
491|8,184.070965
491|1,64.210855
491|2,151.858856
433|4,151.017230
433|3,179.997830
433|6,169.198095
433|5,170.001068
433|8,181.941614
433|7,181.906677
433|10,171.530030
433|9,171.630562
433|11,165.509408
433|12,170.755015
433|1,64.713016
433|2,126.224449
297|3,182.106063
297|4,182.724443
297|5,162.974100
297|6,195.737688
297|8,156.931104
297|7,191.329460
297|9,194.034065
297|10,193.632997
297|12,170.317236
297|11,172.095207
297|1,67.986780
297|2,149.342643
183|4,155.697374
183|3,155.510859
183|6,156.623771
183|5,156.553383
183|7,155.648155
183|8,155.416106
183|10,156.874239
183|9,122.503677
183|12,119.719731
183|11,154.737976
183|1,53.942784
183|2,121.899134
705|3,163.443810
705|4,164.705227
705|5,164.613913
705|6,130.962435
705|7,165.229970
705|8,164.996146
705|10,156.493579
705|9,156.277573
705|12,154.123147
705|11,155.181327
705|1,67.285009
705|2,125.645552
555|4,161.903510
555|3,162.008490
555|5,129.134333
555|6,128.981657
555|7,161.794389
555|8,161.814214
555|9,161.869429
555|10,162.458105
555|12,162.485417
555|11,163.625101
555|1,80.145731
555|2,101.780975
394|5,170.000723
394|6,167.474266
394|7,231.625958
394|8,241.100832
394|10,162.325748
394|9,160.780697
394|12,170.178580
394|11,173.190592
394|3,164.764789
394|4,164.709301
394|1,63.420425
394|2,141.070977
1099|3,153.518683
1099|4,153.637327
1099|5,154.692433
1099|6,154.506405
1099|8,153.869861
1099|7,120.828137
1099|9,153.735073
1099|10,153.747145
1099|11,153.400677
1099|12,153.235098
1099|1,33.398826
1099|2,120.220762
611|4,157.173457
611|3,157.534240
611|5,121.016689
611|6,155.693399
611|7,156.933153
611|8,158.898787
611|9,154.457649
611|10,154.269801
611|12,156.785211
611|11,157.738589
611|1,67.837364
611|2,91.149991
84|5,170.887933
84|6,171.502702
84|4,175.769079
84|3,175.772993
84|9,169.059231
84|10,168.777833
84|7,173.123245
84|8,172.884415
84|12,167.842585
84|11,135.325542
84|1,76.910240
84|2,156.639026
1042|8,166.331732
1042|7,166.733297
1042|6,169.989907
1042|5,169.911988
1042|12,163.966854
1042|11,165.812554
1042|9,169.896727
1042|10,134.861922
1042|4,168.316078
1042|3,168.055005
