id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.133319,0.233616,1.60398,0,0,-4.80907e-07,0.168287,1.47401,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-0.0766205,0.184499,0.919041,0,0,8.16023e-07,0.183091,0.922907,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.0124123,-0.0392496,1.31372,0,0,4.51571e-08,0.09868,1.4987,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.0375255,-0.0713451,1.38591,0,0,-2.24246e-07,-0.015626,1.41506,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.0671667,0.140162,1.16885,0,0,-2.94519e-07,0.175593,1.2241,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.0793661,0.172489,1.14402,0,0,-6.54371e-07,0.1989,1.1802,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-0.0832416,0.0303629,1.30638,0,0,3.40707e-07,0.0626763,1.36063,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-0.136165,0.104588,1.58723,0,0,1.76107e-07,0.100534,1.56129,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-0.0241151,0.132136,1.02191,0,0,-6.46925e-08,0.108531,1.00793,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.0242915,0.188432,1.3069,0,0,2.05432e-07,0.124975,1.18126,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.0146443,0.0408047,-0.0141855,0,0,1.27416e-07,-4.61089e-08,-1.45653e-07,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-0.164793,-0.0272034,0.0474124,0,0,-1.61564e-08,1.43931e-08,-3.18525e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.0124249,0.00372016,-0.182299,0,0,-2.48342e-07,-1.82291e-07,3.93284e-08,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-0.00554978,-0.0420394,0.273423,0,0,8.55105e-08,-2.12527e-07,2.55914e-07,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,-0.0362841,0.0228294,-0.152127,0,0,-9.59739e-09,6.52693e-08,2.96494e-07,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.048863,0.013369,0.173789,0,0,3.53699e-07,-1.65399e-07,-5.12594e-07,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-0.0332547,0.0215049,-0.0568294,0,0,7.42852e-08,1.21182e-07,1.48105e-07,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-0.0073472,-0.0144652,0.0783523,0,0,-7.74496e-08,1.15062e-07,3.10491e-07,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-0.0484271,-0.00627019,-0.000903352,0,0,-7.96457e-08,-1.47051e-07,-1.22999e-07,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.00719403,-0.00333585,0.146554,0,0,4.28971e-07,-1.67076e-09,-9.81622e-08,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-0.0571693,-0.0040618,-0.193798,0,0,3.06098e-07,-5.33445e-08,1.08321e-07,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.112862,0.0239426,0.0726094,0,0,-1.68455e-09,-6.5268e-08,-8.35475e-08,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.0367064,0.0272568,-0.170165,0,0,-5.25696e-08,7.39178e-08,-3.06521e-07,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.0960737,0.0428015,-0.308666,0,0,-1.57644e-07,7.00816e-08,1.85063e-07,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,-0.0573869,-0.0273006,0.378443,0,0,-7.1147e-08,4.08091e-08,1.69771e-07,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.0673159,0.00107984,0.221174,0,0,1.25839e-07,1.07584e-07,1.45811e-07,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0.0243066,-0.568934,4.52845,0,0,5.252e-08,-0.536587,4.51689,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,-0.273717,-0.727797,4.19209,0,0,-2.25313e-07,-0.62029,4.35881,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,-0.262085,-0.699022,3.30032,0,0,3.35658e-07,-0.652971,3.34486,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0.167421,-0.662801,3.35832,0,0,-2.28001e-07,-0.673857,3.28403,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0.107315,0.031469,-0.889696,0,0,9.32586e-07,0.0504155,-0.910641,0,0,True,6.0|71,783
