f_pop,1,nan,0.19978,nan,-0.361728,nan,-0.469865,0.237081,nan,-0.557894,0.252307,-0.546217,nan,nan,-0.00632975,nan,0.10825,0.195058,nan,0.326014,nan,nan,nan,-0.250356,nan,-0.299421,nan,-0.423705,-0.280484,nan,-0.468651,-0.0276024,-0.45963,-0.0895872,nan,-0.264025,nan,-0.159821,-0.334497,-0.231172,-0.361403,nan,0.0484868,-0.0730764,0.0811976,0.0946019,-0.0149737,-0.0950328,nan,nan,nan,nan,-0.072665,0.566934,-0.0628873,-0.0312922,nan,nan,-0.00756334,nan,nan,-0.102441,nan,-0.445752,-0.0657509,-0.185807,-0.323971,nan,-0.0907523,0.113422,0.015267,-0.505505,-0.256747,0.320197,-0.11421,0.174721,-0.0247783,-0.426304,-0.145993,0.149676,-0.165327,nan,-6.91464e-05,0.0133449,-0.00116072,0.132486,0.000686137,nan,-0.633584,0.318882,nan,-0.00668225,-0.00217299,-0.219367,0.312419
beta_f_goes_down_True,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_f_mab_virus_22_0_276,0.19978,nan,1,nan,-0.160112,nan,-0.174576,0.712558,nan,-0.445818,0.71996,-0.433742,nan,nan,0.504731,nan,0.550828,0.527867,nan,0.543609,nan,nan,nan,-0.949202,nan,-0.462604,nan,-0.67747,-0.736257,nan,-0.683441,-0.568186,-0.655773,-0.474108,nan,-0.639645,nan,-0.576864,-0.55732,-0.508169,-0.516104,nan,0.104992,-0.0452193,0.0991296,0.0957209,0.0809832,-0.211804,nan,nan,nan,nan,-0.0649523,0.641149,-0.0622948,-0.0928821,nan,nan,-0.00722107,nan,nan,-0.0531793,nan,-0.681341,-0.438252,-0.268413,-0.509613,nan,-0.133637,0.135317,-0.0169244,-0.59068,-0.281591,0.382577,-0.175186,0.22386,-0.0584408,-0.506634,-0.168549,0.15292,-0.241988,nan,-8.87582e-05,0.015998,-0.0010362,0.207389,0.000507524,nan,-0.716435,0.792007,nan,-0.0285615,-0.00363623,-0.382848,0.45551
beta_f_mab_virus_22_0_292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_f_mab_virus_22_0_322,-0.361728,nan,-0.160112,nan,1,nan,0.181895,-0.183976,nan,0.251184,-0.190126,0.245517,nan,nan,-0.0705281,nan,-0.117351,-0.14275,nan,-0.188551,nan,nan,nan,0.183,nan,-0.477817,nan,0.240791,0.201957,nan,0.256608,0.093182,0.249503,0.10009,nan,0.182749,nan,0.13834,0.19342,0.15189,0.196254,nan,-0.0315244,0.0308959,-0.0417217,-0.042906,-0.0071177,0.0634346,nan,nan,nan,nan,0.0344303,-0.283006,0.0302175,0.0240165,nan,nan,0.00353447,nan,nan,0.0418978,nan,0.248564,0.0866242,0.101354,0.18286,nan,0.0497848,-0.0592921,-0.00134759,0.255633,0.100894,-0.161696,0.0646908,-0.0920886,0.0176438,0.216846,0.0500972,-0.0714444,0.091023,nan,3.59461e-05,-0.00680101,7.60919e-06,-0.0745105,-0.000301225,nan,0.316206,-0.22294,nan,0.00699078,0.00067172,0.12988,-0.170295
beta_f_mab_virus_28_0_103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_f_mab_virus_28_0_276,-0.469865,nan,-0.174576,nan,0.181895,nan,1,-0.201696,nan,0.307874,-0.209595,0.30128,nan,nan,-0.0658765,nan,-0.122254,-0.158262,nan,-0.218792,nan,nan,nan,0.202722,nan,0.195704,nan,-0.0786639,0.22447,nan,0.30078,0.0883094,0.293594,0.102192,nan,0.203615,nan,0.148485,0.224061,0.170858,0.230606,nan,-0.021916,0.0349649,-0.0556154,-0.0584478,0.00750497,0.048464,nan,nan,nan,nan,0.042621,-0.3367,0.0404546,0.0210925,nan,nan,0.00365699,nan,nan,0.0550533,nan,0.29202,0.0878897,0.11897,0.213157,nan,0.0547799,-0.0823267,0.00213687,0.306255,0.159477,-0.184778,0.0773974,-0.106857,0.0170765,0.256086,0.0882747,-0.0852302,0.0996172,nan,3.7287e-05,-0.00846793,0.000681812,-0.0848676,-0.000419651,nan,0.379155,-0.248378,nan,0.00939122,-0.00432339,0.121327,-0.180455
beta_f_mab_virus_28_0_292,0.237081,nan,0.712558,nan,-0.183976,nan,-0.201696,1,nan,-0.50607,0.808488,-0.492367,nan,nan,0.564274,nan,0.617515,0.592884,nan,0.612193,nan,nan,nan,-0.759063,nan,-0.521306,nan,-0.763183,-0.967424,nan,-0.770505,-0.635939,-0.739348,-0.532608,nan,-0.718895,nan,-0.647363,-0.627714,-0.571501,-0.581946,nan,0.117192,-0.0437401,0.115499,0.109707,0.0950352,-0.240083,nan,nan,nan,nan,-0.0731759,0.724916,-0.0712257,-0.122981,nan,nan,-0.00838273,nan,nan,-0.0617003,nan,-0.76753,-0.491105,-0.302629,-0.574175,nan,-0.151621,0.167381,-0.03535,-0.672534,-0.327049,0.424367,-0.207913,0.263691,-0.0745636,-0.577337,-0.196714,0.16624,-0.280484,nan,-0.000105115,0.0179616,-0.00116926,0.234339,0.000571377,nan,-0.809507,0.890059,nan,-0.0364167,-0.000717584,-0.434829,0.518581
beta_f_mab_virus_28_0_322,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_f_mab_virus_32_0_292,-0.557894,nan,-0.445818,nan,0.251184,nan,0.307874,-0.50607,nan,1,-0.516127,0.487321,nan,nan,-0.280856,nan,-0.357666,-0.383632,nan,-0.450946,nan,nan,nan,0.491303,nan,0.393495,nan,0.569982,0.538855,nan,0.322267,0.331953,0.573638,0.305971,nan,0.477088,nan,0.395241,0.462338,0.388462,0.451227,nan,-0.0772682,0.0569549,-0.0936489,-0.096817,-0.0367687,0.158315,nan,nan,nan,nan,0.0695454,-0.612575,0.0635017,0.0643557,nan,nan,0.0126536,nan,nan,0.0763285,nan,0.582112,0.275391,0.233711,0.4309,nan,0.114466,-0.13278,0.00618363,0.558482,0.276041,-0.353415,0.137263,-0.206271,0.045548,0.475483,0.161704,-0.149873,0.197534,nan,7.87801e-05,-0.0150603,0.00110817,-0.174756,-0.000644684,nan,0.685324,-0.587097,nan,0.0197379,0.00170599,0.305822,-0.387458
