id,f_SAEM,h_SAEM,L_gap_SAEM,f_mode,h_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.590892,1.58497,-8.69251,0.572499,1.5844,-7.45963,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.335843,1.58497,-10.1638,0.327389,1.5844,-7.45958,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.653751,1.58497,-9.20057,0.636798,1.5844,-7.45946,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.672451,1.58497,-7.83701,0.682567,1.5844,-7.45938,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.445472,1.58497,-10.2038,0.44447,1.5844,-7.45977,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.411928,1.58497,-11.0534,0.414027,1.5844,-7.45969,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.600061,1.58497,-7.6889,0.582368,1.5844,-7.4594,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.677062,1.58497,-7.95601,0.674989,1.5844,-7.45945,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.417373,1.58497,-7.3122,0.398835,1.5844,-7.45963,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.462027,1.58497,-9.06662,0.455942,1.5844,-7.45962,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.580428,1.58497,-7.12866,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.644837,1.58497,-7.2721,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.588264,1.58497,-8.42105,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.670181,1.58497,-9.20061,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.57712,1.58497,-7.97436,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.608882,1.58497,-7.73458,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.688431,1.58497,-7.9492,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.627902,1.58497,-7.43286,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.572415,1.58497,-7.39591,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.568878,1.58497,-7.81641,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.555249,1.58497,-7.96912,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.603656,1.58497,-6.69197,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.582998,1.58497,-7.31855,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.516367,1.58497,-6.55782,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0.678601,1.58497,-7.54729,0.48481,1.5844,-7.45946,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.558573,1.58497,-8.5528,0.48481,1.5844,-7.45946,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.344073,1.58497,-8.8915,0.336617,1.5844,-7.45942,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.39057,1.58497,-7.15533,0.374808,1.5844,-7.45923,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.398782,1.58497,-2.63036,0.413344,1.5844,-7.45892,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.333533,1.58497,-2.86284,0.353861,1.5844,-7.45879,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.137465,1.58497,-8.68859,0.128897,1.5844,-7.45939,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0.139687,1.58497,-10.743,0.1401,1.5844,-7.45941,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0.127942,1.58497,-5.69601,0.131656,1.5844,-7.459,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0.176593,1.58497,-9.02186,0.169977,1.5844,-7.45933,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.265826,1.58497,-1.60237,0.276524,1.5844,-7.45841,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.321463,1.58497,-6.93882,0.315484,1.5844,-7.45888,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0.317588,1.58497,-7.67008,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0.296342,1.58497,-7.94778,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0.323961,1.58497,-6.28457,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0.294109,1.58497,-6.24669,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0.293251,1.58497,-8.08891,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0.301967,1.58497,-8.05168,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0.293985,1.58497,-6.38591,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0.322409,1.58497,-7.22744,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0.31128,1.58497,-6.75773,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,0.25708,1.58497,-7.78642,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,0.2863,1.58497,-8.50953,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,0.298967,1.58497,-7.81602,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,0.363622,1.58497,-6.78917,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,0.286705,1.58497,-7.96354,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,0.288263,1.58497,-8.73215,0.241118,1.5844,-7.45946,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,0.309997,1.58497,-7.72367,0.241118,1.5844,-7.45946,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,0.119939,1.58497,-9.99084,0.117424,1.5844,-7.4597,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,0.120399,1.58497,-8.93491,0.1152,1.5844,-7.45944,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,0.116232,1.58497,-7.80233,0.118532,1.5844,-7.45967,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,0.118534,1.58497,-9.26842,0.114601,1.5844,-7.45964,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,0.0298314,1.58497,-9.87939,0.0288446,1.5844,-7.45979,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,0.0359704,1.58497,-10.7987,0.0351875,1.5844,-7.45965,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,0.0547696,1.58497,-9.3187,0.0532657,1.5844,-7.45973,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,0.0571362,1.58497,-9.86557,0.0575254,1.5844,-7.45973,28.0|276,1056
