rep,id,eta_U_offset,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,0,0,6.50766e-06,0,0,0,True,70.0|274,411
1,9|411|sample|3|274,0,0,-4.24524e-06,0,0,0,True,70.0|274,411
1,9|411|sample|5|274,0,0,-1.11047e-06,0,0,0,True,70.0|274,411
1,9|411|sample|6|274,0,0,6.16888e-07,0,0,0,True,70.0|274,411
1,9|411|sample|8|274,0,0,-3.89887e-07,0,0,0,True,70.0|274,411
1,9|411|sample|7|274,0,0,6.96023e-06,0,0,0,True,70.0|274,411
1,9|411|sample|9|274,0,0,-1.69483e-06,0,0,0,True,70.0|274,411
1,9|411|sample|10|274,0,0,1.01884e-05,0,0,0,True,70.0|274,411
1,9|411|sample|12|274,0,0,-2.66871e-06,0,0,0,True,70.0|274,411
1,9|411|sample|11|274,0,0,-3.95374e-06,0,0,0,True,70.0|274,411
1,9|411|cc|1|1|274,0,0,-1.66575e-05,0,0,0,False,69.0|274,411
1,9|411|cc|2|1|274,0,0,-6.63008e-07,0,0,0,False,69.0|274,411
1,9|411|cc|3|1|274,0,0,-2.88167e-06,0,0,0,False,69.0|274,411
1,9|411|cc|4|1|274,0,0,1.83892e-06,0,0,0,False,69.0|274,411
1,9|411|cc|5|1|274,0,0,4.7097e-06,0,0,0,False,69.0|274,411
1,9|411|cc|6|1|274,0,0,-5.06541e-06,0,0,0,False,69.0|274,411
1,9|411|cc|7|1|274,0,0,-4.11879e-06,0,0,0,False,69.0|274,411
1,9|411|cc|8|1|274,0,0,3.56983e-06,0,0,0,False,69.0|274,411
1,9|411|vc|1|2|274,0,0,8.83771e-06,0,0,0,False,69.0|274,411
1,9|411|vc|2|2|274,0,0,8.54842e-06,0,0,0,False,69.0|274,411
1,9|411|vc|3|2|274,0,0,-7.79695e-06,0,0,0,False,69.0|274,411
1,9|411|vc|4|2|274,0,0,2.07065e-06,0,0,0,False,69.0|274,411
1,9|411|vc|5|2|274,0,0,5.23253e-06,0,0,0,False,69.0|274,411
1,9|411|vc|6|2|274,0,0,8.8939e-06,0,0,0,False,69.0|274,411
1,9|411|vc|7|2|274,0,0,-5.63413e-06,0,0,0,False,69.0|274,411
1,9|411|vc|8|2|274,0,0,4.70743e-06,0,0,0,False,69.0|274,411
1,14|783|sample|3|71,0,0,2.23403e-07,0,0,0,True,6.0|71,783
1,14|783|sample|4|71,0,0,4.28296e-06,0,0,0,True,6.0|71,783
1,14|783|sample|5|71,0,0,5.80945e-06,0,0,0,True,6.0|71,783
1,14|783|sample|6|71,0,0,1.23759e-05,0,0,0,True,6.0|71,783
1,14|783|sample|7|71,0,0,-4.98406e-06,0,0,0,True,6.0|71,783
1,14|783|sample|8|71,0,0,9.40256e-06,0,0,0,True,6.0|71,783
1,14|783|sample|10|71,0,0,2.09195e-06,0,0,0,True,6.0|71,783
1,14|783|sample|9|71,0,0,4.44356e-06,0,0,0,True,6.0|71,783
1,14|783|sample|12|71,0,0,-3.82585e-06,0,0,0,True,6.0|71,783
1,14|783|sample|11|71,0,0,2.21909e-06,0,0,0,True,6.0|71,783
1,14|783|cc|1|1|71,0,0,8.18934e-06,0,0,0,False,69.0|71,783
1,14|783|cc|2|1|71,0,0,4.36578e-06,0,0,0,False,69.0|71,783
1,14|783|cc|3|1|71,0,0,1.77332e-06,0,0,0,False,69.0|71,783
1,14|783|cc|4|1|71,0,0,-5.71637e-06,0,0,0,False,69.0|71,783
1,14|783|cc|5|1|71,0,0,5.51217e-06,0,0,0,False,69.0|71,783
1,14|783|cc|6|1|71,0,0,6.41628e-06,0,0,0,False,69.0|71,783
1,14|783|cc|7|1|71,0,0,3.71667e-07,0,0,0,False,69.0|71,783
1,14|783|cc|8|1|71,0,0,1.16799e-06,0,0,0,False,69.0|71,783
1,14|783|vc|1|2|71,0,0,5.99717e-06,0,0,0,False,69.0|71,783
1,14|783|vc|2|2|71,0,0,6.0166e-06,0,0,0,False,69.0|71,783
1,14|783|vc|3|2|71,0,0,3.79499e-06,0,0,0,False,69.0|71,783
1,14|783|vc|4|2|71,0,0,5.70274e-07,0,0,0,False,69.0|71,783
1,14|783|vc|5|2|71,0,0,6.62061e-06,0,0,0,False,69.0|71,783
1,14|783|vc|6|2|71,0,0,1.43376e-05,0,0,0,False,69.0|71,783
1,14|783|vc|7|2|71,0,0,3.36114e-06,0,0,0,False,69.0|71,783
1,14|783|vc|8|2|71,0,0,-5.7721e-07,0,0,0,False,69.0|71,783
