id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,0,0,1.33907e-06,0,0,0,0,0,-3.16137e-09,0,0,0,True,70.0|274,411
9|411|sample|3|274,0,0,2.28637e-07,0,0,0,0,0,-2.02859e-10,0,0,0,True,70.0|274,411
9|411|sample|5|274,0,0,7.12424e-07,0,0,0,0,0,6.65214e-10,0,0,0,True,70.0|274,411
9|411|sample|6|274,0,0,9.44671e-07,0,0,0,0,0,4.8676e-09,0,0,0,True,70.0|274,411
9|411|sample|8|274,0,0,8.3097e-07,0,0,0,0,0,-1.51784e-09,0,0,0,True,70.0|274,411
9|411|sample|7|274,0,0,4.88616e-07,0,0,0,0,0,4.9023e-09,0,0,0,True,70.0|274,411
9|411|sample|9|274,0,0,-1.50309e-08,0,0,0,0,0,-2.41224e-09,0,0,0,True,70.0|274,411
9|411|sample|10|274,0,0,-7.32833e-07,0,0,0,0,0,4.16117e-09,0,0,0,True,70.0|274,411
9|411|sample|12|274,0,0,-1.41009e-07,0,0,0,0,0,5.75386e-09,0,0,0,True,70.0|274,411
9|411|sample|11|274,0,0,-8.41367e-07,0,0,0,0,0,2.94116e-09,0,0,0,True,70.0|274,411
9|411|cc|1|1|274,0,0,6.76247e-08,0,0,0,0,0,3.11605e-09,0,0,0,False,69.0|274,411
9|411|cc|2|1|274,0,0,-1.18107e-07,0,0,0,0,0,-2.54324e-09,0,0,0,False,69.0|274,411
9|411|cc|3|1|274,0,0,6.53161e-07,0,0,0,0,0,6.87918e-09,0,0,0,False,69.0|274,411
9|411|cc|4|1|274,0,0,8.51886e-07,0,0,0,0,0,-2.17109e-09,0,0,0,False,69.0|274,411
9|411|cc|5|1|274,0,0,-2.40896e-07,0,0,0,0,0,1.31846e-08,0,0,0,False,69.0|274,411
9|411|cc|6|1|274,0,0,2.43995e-07,0,0,0,0,0,2.71171e-08,0,0,0,False,69.0|274,411
9|411|cc|7|1|274,0,0,5.10666e-08,0,0,0,0,0,4.09733e-10,0,0,0,False,69.0|274,411
9|411|cc|8|1|274,0,0,1.98948e-07,0,0,0,0,0,-4.07764e-09,0,0,0,False,69.0|274,411
9|411|vc|1|2|274,0,0,-3.68783e-07,0,0,0,0,0,-3.88813e-09,0,0,0,False,69.0|274,411
9|411|vc|2|2|274,0,0,3.44397e-07,0,0,0,0,0,2.85421e-09,0,0,0,False,69.0|274,411
9|411|vc|3|2|274,0,0,7.69603e-07,0,0,0,0,0,-1.34409e-09,0,0,0,False,69.0|274,411
9|411|vc|4|2|274,0,0,4.01395e-07,0,0,0,0,0,4.4453e-09,0,0,0,False,69.0|274,411
9|411|vc|5|2|274,0,0,4.2823e-07,0,0,0,0,0,-3.34956e-09,0,0,0,False,69.0|274,411
9|411|vc|6|2|274,0,0,7.13993e-08,0,0,0,0,0,6.89073e-09,0,0,0,False,69.0|274,411
9|411|vc|7|2|274,0,0,-4.52069e-08,0,0,0,0,0,-1.27534e-08,0,0,0,False,69.0|274,411
9|411|vc|8|2|274,0,0,-9.18487e-08,0,0,0,0,0,-3.98836e-09,0,0,0,False,69.0|274,411
14|783|sample|3|71,0,0,2.06768e-07,0,0,0,0,0,1.73163e-09,0,0,0,True,6.0|71,783
14|783|sample|4|71,0,0,-5.75363e-07,0,0,0,0,0,-2.16537e-08,0,0,0,True,6.0|71,783
14|783|sample|5|71,0,0,3.51376e-07,0,0,0,0,0,-9.56798e-09,0,0,0,True,6.0|71,783
14|783|sample|6|71,0,0,1.13774e-07,0,0,0,0,0,2.28171e-09,0,0,0,True,6.0|71,783
14|783|sample|7|71,0,0,-8.21575e-08,0,0,0,0,0,3.8323e-09,0,0,0,True,6.0|71,783
14|783|sample|8|71,0,0,3.09868e-07,0,0,0,0,0,1.12872e-08,0,0,0,True,6.0|71,783
14|783|sample|10|71,0,0,-5.42277e-07,0,0,0,0,0,1.03888e-09,0,0,0,True,6.0|71,783
14|783|sample|9|71,0,0,6.72992e-08,0,0,0,0,0,3.89574e-08,0,0,0,True,6.0|71,783
14|783|sample|12|71,0,0,-2.76629e-07,0,0,0,0,0,-3.55121e-09,0,0,0,True,6.0|71,783
14|783|sample|11|71,0,0,-1.28919e-07,0,0,0,0,0,-1.35378e-09,0,0,0,True,6.0|71,783
14|783|cc|1|1|71,0,0,-5.96313e-09,0,0,0,0,0,4.99715e-09,0,0,0,False,69.0|71,783
14|783|cc|2|1|71,0,0,5.84275e-07,0,0,0,0,0,5.69278e-09,0,0,0,False,69.0|71,783
14|783|cc|3|1|71,0,0,7.06179e-07,0,0,0,0,0,-1.11188e-08,0,0,0,False,69.0|71,783
14|783|cc|4|1|71,0,0,1.46485e-07,0,0,0,0,0,-4.38976e-09,0,0,0,False,69.0|71,783
14|783|cc|5|1|71,0,0,-7.45201e-07,0,0,0,0,0,5.57628e-09,0,0,0,False,69.0|71,783
14|783|cc|6|1|71,0,0,-5.32111e-07,0,0,0,0,0,-9.66983e-10,0,0,0,False,69.0|71,783
14|783|cc|7|1|71,0,0,-2.88308e-07,0,0,0,0,0,-1.14759e-08,0,0,0,False,69.0|71,783
14|783|cc|8|1|71,0,0,-2.3158e-07,0,0,0,0,0,-9.86837e-10,0,0,0,False,69.0|71,783
14|783|vc|1|2|71,0,0,-4.75283e-08,0,0,0,0,0,-1.88908e-09,0,0,0,False,69.0|71,783
14|783|vc|2|2|71,0,0,-1.2346e-07,0,0,0,0,0,3.09647e-09,0,0,0,False,69.0|71,783
14|783|vc|3|2|71,0,0,1.25989e-07,0,0,0,0,0,9.79297e-09,0,0,0,False,69.0|71,783
14|783|vc|4|2|71,0,0,3.38516e-07,0,0,0,0,0,2.68647e-09,0,0,0,False,69.0|71,783
14|783|vc|5|2|71,0,0,-2.41881e-07,0,0,0,0,0,-1.12871e-08,0,0,0,False,69.0|71,783
14|783|vc|6|2|71,0,0,6.40136e-07,0,0,0,0,0,3.75559e-09,0,0,0,False,69.0|71,783
