id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,5.25581e-09,1.77007,-0.309281,0,0,0,0,6.56142e-14,1.42545,-0.720147,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,2.82216e-09,1.98744,-0.730474,0,0,0,0,-4.88498e-14,1.46,-1.24211,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,-8.78804e-09,1.21559,-0.0879349,0,0,0,0,2.14273e-14,1.29168,-0.74253,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,-2.33576e-10,1.38673,-0.203194,0,0,0,0,1.18794e-14,1.20123,-0.782803,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,-6.5139e-09,1.69556,-0.532976,0,0,0,0,-2.70894e-14,1.45336,-0.947971,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,1.7467e-08,1.86991,-0.562827,0,0,0,0,-4.42424e-14,1.46919,-1.00051,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,4.29454e-11,1.41163,-0.171448,0,0,0,0,3.69704e-14,1.29668,-0.831657,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,-1.75095e-09,1.3383,-0.116392,0,0,0,0,-2.63123e-14,1.28488,-0.696696,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,1.26254e-08,1.32519,-1.18671,0,0,0,0,-4.13003e-14,1.38944,-1.19493,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,-6.05304e-09,2.00393,-0.352983,0,0,0,0,6.26166e-14,1.38134,-1.01834,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,2.50972e-09,0.350569,-0.016837,0,0,0,0,-6.66134e-15,-4.15861e-07,5.18161e-08,0,0,False,69.0|274,411
