rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,5.04806e-08,-2.84115e-08,0.813849,1.50239e-08,-0.3032,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,-1.77024e-08,-2.32167e-08,-0.218315,-4.13092e-08,-0.826538,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,3.49246e-08,-7.0268e-08,-0.0768405,-1.31923e-08,-0.424188,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,-2.53931e-08,1.40352e-08,-0.0894772,1.92316e-08,-0.168254,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.12705e-08,-3.01031e-09,0.482005,-1.54506e-08,-0.442387,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,-1.09721e-08,2.05197e-08,0.730928,-3.12952e-08,-1.05676,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,3.75148e-08,-1.44614e-08,-0.372174,-1.155e-08,-0.0338998,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,-1.82627e-09,-5.89853e-09,-0.757904,6.88755e-09,0.00501766,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,3.44153e-08,-1.12004e-08,-0.13837,-3.768e-08,-0.925792,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.42754e-08,1.00708e-08,-0.892589,1.26552e-08,-0.712847,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,2.08602e-08,-3.13685e-09,0.190814,-1.21561e-08,-0.919133,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,-9.16043e-09,1.4268e-08,-0.523259,3.23305e-08,-0.206275,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,-1.05647e-08,-5.91092e-09,0.629485,-2.55325e-08,1.16014,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-2.58515e-08,2.61093e-08,-0.50049,-5.08248e-08,-1.30819,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,2.36323e-08,-3.59137e-09,0.860704,-1.47499e-08,1.06808,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,2.46437e-08,1.06085e-08,0.170083,-1.26958e-08,0.625114,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,-2.59752e-09,6.83815e-09,-0.27723,3.33752e-08,-2.19492,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,-3.75876e-08,-1.06298e-08,0.523941,-3.00124e-08,1.73703,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-5.38421e-10,1.22069e-08,0.126101,2.20456e-08,0.317392,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-3.7835e-09,8.32279e-09,-0.283769,4.02798e-08,-0.575709,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,2.60916e-08,9.29617e-09,-0.516281,8.18554e-11,-1.93628,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,-1.67784e-08,-1.56879e-08,-0.495812,1.31586e-08,4.12821,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,3.65981e-09,2.1779e-09,0.897936,1.59316e-08,0.587642,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,-3.39787e-09,-4.5174e-08,0.162197,-1.53313e-08,-0.744096,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-1.31404e-08,-2.0901e-08,0.671285,2.47629e-08,1.40253,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,2.80852e-09,-3.62365e-08,0.965191,1.2634e-08,-4.80595,0,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,1.70403e-08,6.14002e-08,0.756019,6.67999e-08,-4.40939,0,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,-9.09495e-10,2.80165e-08,-0.344322,-5.92505e-09,-2.39678,0,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,-8.15635e-09,-3.59455e-09,0.740165,5.67253e-08,-2.71685,0,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,1.0943e-08,3.94657e-08,-0.733829,-3.85697e-10,-2.22825,0,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,-1.99652e-08,-2.84977e-08,0.117644,6.25879e-08,-2.49024,0,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,4.62751e-09,7.59189e-09,-0.436972,1.60496e-08,-5.69601,0,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,-5.12955e-09,8.077e-09,-0.384674,1.42777e-09,-2.67964,0,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,-7.69578e-08,5.04381e-08,0.716239,2.30324e-09,-2.43639,0,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,5.05679e-09,-4.32692e-10,-0.323935,1.12767e-08,-1.14219,0,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,-3.89628e-08,3.50394e-08,-0.640655,-4.39905e-08,-2.47796,0,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,9.56061e-09,-1.9691e-08,-0.19828,-3.7648e-08,-3.89546,0,False,69.0|233,705
1,14|705|14|705|cc|2|1|233|1|233|69.0,1.70476e-08,1.9808e-08,0.615669,-1.17774e-08,-0.889515,0,False,69.0|233,705
1,14|705|14|705|cc|3|1|233|1|233|69.0,-1.25729e-08,1.07692e-08,-0.469184,-1.93781e-08,-1.78303,0,False,69.0|233,705
1,14|705|14|705|cc|4|1|233|1|233|69.0,-4.4849e-08,4.21468e-08,0.117223,4.54791e-09,-1.72912,0,False,69.0|233,705
1,14|705|14|705|cc|5|1|233|1|233|69.0,-2.61862e-08,-6.37056e-09,-0.577883,1.16153e-08,-0.118221,0,False,69.0|233,705
1,14|705|14|705|cc|6|1|233|1|233|69.0,1.89539e-08,-1.33817e-08,1.01604,-9.57954e-09,-2.9251,0,False,69.0|233,705
1,14|705|14|705|cc|7|1|233|1|233|69.0,1.71858e-08,1.22359e-08,0.425428,7.29949e-09,0.778115,0,False,69.0|233,705
1,14|705|14|705|cc|8|1|233|1|233|69.0,4.68935e-08,3.55843e-08,0.364417,2.04149e-08,-1.07706,0,False,69.0|233,705
