id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-0.620647,0,3.61577e-09,-0.654575,0,-2.39808e-13,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-1.21373,0,-1.8412e-09,-1.2201,0,-5.01821e-14,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-0.549675,0,-2.39605e-10,-0.535695,0,-7.01661e-14,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-0.471469,0,-8.828e-09,-0.480306,0,-1.39444e-13,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-0.885762,0,2.40543e-09,-0.915092,0,9.72555e-14,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-0.977996,0,-7.33296e-09,-0.983395,0,2.93099e-14,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-0.626121,0,6.41421e-09,-0.635259,0,-1.28786e-13,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-0.494996,0,-4.9716e-09,-0.474863,0,2.57572e-13,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-1.02917,0,7.09303e-10,-1.03133,0,7.9492e-14,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-0.884544,0,6.38844e-10,-0.890882,0,1.10134e-13,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-0.0101326,0,4.76384e-10,-1.75132e-07,0,-2.66454e-15,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.136143,0,-2.91489e-09,1.28345e-07,0,3.55271e-15,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-0.451715,0,4.62877e-11,-2.58723e-07,0,-3.55271e-15,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-0.0290249,0,2.033e-09,1.7113e-07,0,-1.77636e-15,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.545671,0,-1.23811e-10,-3.00322e-07,0,2.66454e-15,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-0.0542675,0,-4.02783e-09,2.96497e-07,0,-2.66454e-15,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-0.0500631,0,-3.42715e-09,-2.63246e-07,0,8.88178e-16,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-0.178445,0,5.36515e-09,3.70955e-07,0,3.55271e-15,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-0.182454,0,2.19878e-09,2.47666e-07,0,0,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.180681,0,-6.11268e-11,-2.0764e-07,0,-8.88178e-16,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.0400178,0,1.84978e-09,3.91586e-07,0,-1.77636e-15,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,-0.0721806,0,-4.12865e-09,-3.56661e-07,0,-8.88178e-16,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,-0.264042,0,4.89458e-09,4.5405e-07,0,-3.55271e-15,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,-0.116237,0,2.58411e-10,2.14242e-07,0,4.44089e-15,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,-0.325414,0,-9.55335e-10,3.03949e-07,0,8.88178e-15,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.364695,0,-3.66143e-09,-1.4837e-07,0,-4.44089e-15,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,-1.64333,0,-5.38772e-09,-1.65288,0,4.08562e-14,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,-1.49069,0,3.49101e-09,-1.54567,0,-3.73035e-14,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,-1.55871,0,4.43408e-09,-1.58293,0,-7.9492e-14,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,-1.66247,0,-1.3072e-09,-1.69522,0,1.36779e-13,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,-2.80702,0,4.00749e-09,-2.82889,0,-1.15019e-13,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,-2.62864,0,-6.49037e-09,-2.66005,0,1.803e-13,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,-2.69089,0,2.84937e-09,-2.68388,0,-2.57572e-14,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,-2.4561,0,-3.85218e-09,-2.50599,0,2.75335e-14,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,-1.91238,0,-5.13507e-10,-1.94887,0,-6.4837e-14,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,-1.81997,0,1.80105e-09,-1.82558,0,-1.29674e-13,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0.154343,0,1.85917e-09,3.85747e-08,0,2.66454e-15,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0.261086,0,2.90552e-09,2.27403e-07,0,1.77636e-15,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0.180224,0,1.88564e-10,3.37171e-07,0,-5.32907e-15,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0.142361,0,5.11508e-10,2.3857e-07,0,-8.88178e-16,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,-0.148302,0,1.20052e-10,-5.85233e-07,0,-5.32907e-15,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,-0.114934,0,8.57484e-10,3.45196e-07,0,0,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0.0122845,0,8.90715e-10,1.77549e-07,0,8.88178e-16,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0.195042,0,-2.03161e-09,-2.09232e-07,0,-8.88178e-16,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0.204662,0,1.74214e-09,-5.44381e-07,0,2.66454e-15,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,-0.078063,0,7.59642e-09,5.82534e-07,0,-2.66454e-15,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,-0.336693,0,1.75269e-09,2.80726e-07,0,3.55271e-15,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,0.0990639,0,-1.10352e-09,2.05043e-07,0,0,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,0.136119,0,-1.81588e-09,-8.51048e-08,0,5.32907e-15,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,0.126083,0,2.84018e-09,-1.2669e-07,0,8.88178e-15,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,-0.294743,0,-3.15782e-09,-1.63675e-07,0,4.44089e-15,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,0.203184,0,-1.4747e-09,3.54087e-07,0,-8.88178e-16,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,-1.90374,0,8.26378e-10,-1.92265,0,7.19425e-14,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,-1.93805,0,-8.6029e-10,-1.94725,0,-3.73035e-14,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,-1.92932,0,-4.77929e-09,-1.93056,0,-9.76996e-15,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,-2.00553,0,4.99322e-10,-1.97961,0,1.73195e-14,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,-3.40461,0,-3.47783e-10,-3.41348,0,1.40332e-13,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,-3.22603,0,-2.20186e-10,-3.22338,0,1.36335e-13,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,-2.8301,0,-1.55962e-10,-2.80861,0,-2.31815e-13,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,-2.69843,0,8.63038e-10,-2.72854,0,1.5099e-13,28.0|276,1056
8|1056|8|1056|sample|4|276|4|276|22.0,-2.03497,0,2.17005e-09,-2.02022,0,-6.83897e-14,22.0|276,1056
8|1056|8|1056|sample|3|276|3|276|22.0,-2.09715,0,1.28527e-09,-2.1353,0,1.51434e-13,22.0|276,1056
8|1056|8|1056|cc|1|1|276|1|276|69.0,-0.0711032,0,1.89046e-09,1.71396e-07,0,-3.55271e-15,69.0|276,1056
8|1056|8|1056|cc|2|1|276|1|276|69.0,0.0253902,0,-1.5071e-09,-3.11532e-07,0,-5.32907e-15,69.0|276,1056
8|1056|8|1056|cc|3|1|276|1|276|69.0,-0.117224,0,-2.54226e-09,-1.29956e-07,0,6.21725e-15,69.0|276,1056
8|1056|8|1056|cc|4|1|276|1|276|69.0,0.219671,0,-1.28425e-09,5.80187e-08,0,3.55271e-15,69.0|276,1056
8|1056|8|1056|cc|5|1|276|1|276|69.0,-0.373415,0,-2.47974e-09,1.54584e-07,0,-1.77636e-15,69.0|276,1056
8|1056|8|1056|cc|6|1|276|1|276|69.0,-0.242274,0,-1.54401e-09,7.75013e-08,0,-3.55271e-15,69.0|276,1056
8|1056|8|1056|cc|7|1|276|1|276|69.0,0.00936451,0,-1.98794e-09,2.49564e-07,0,0,69.0|276,1056
8|1056|8|1056|cc|8|1|276|1|276|69.0,0.14205,0,-4.98797e-09,1.64081e-07,0,8.88178e-16,69.0|276,1056
8|1056|8|1056|vc|1|2|276|2|276|69.0,0.142714,0,-1.41386e-09,-3.56812e-07,0,2.66454e-15,69.0|276,1056
8|1056|8|1056|vc|2|2|276|2|276|69.0,0.0704371,0,-6.13558e-10,-2.47934e-07,0,1.77636e-15,69.0|276,1056
8|1056|8|1056|vc|3|2|276|2|276|69.0,0.150217,0,-4.46765e-10,-3.18968e-07,0,-4.44089e-15,69.0|276,1056
8|1056|8|1056|vc|4|2|276|2|276|69.0,0.109922,0,-1.19325e-09,3.14528e-07,0,-1.06581e-14,69.0|276,1056
8|1056|8|1056|vc|5|2|276|2|276|69.0,0.0960216,0,2.795e-10,2.78559e-07,0,5.32907e-15,69.0|276,1056
8|1056|8|1056|vc|6|2|276|2|276|69.0,0.0672614,0,2.74525e-09,3.4407e-07,0,-8.88178e-16,69.0|276,1056
8|1056|8|1056|vc|7|2|276|2|276|69.0,0.183879,0,1.258e-10,3.01199e-07,0,-8.88178e-16,69.0|276,1056
8|1056|8|1056|vc|8|2|276|2|276|69.0,0.244362,0,-1.25177e-09,4.43326e-07,0,5.32907e-15,69.0|276,1056
8|462|8|462|sample|6|292|6|292|55.0,-1.75956,0,7.0685e-10,-1.69433,0,-7.81597e-14,55.0|292,462
8|462|8|462|sample|5|292|5|292|55.0,-1.78954,0,7.36781e-09,-1.78302,0,-4.61853e-14,55.0|292,462
8|462|8|462|sample|4|292|4|292|55.0,-1.82648,0,-7.61769e-09,-1.9026,0,-9.59233e-14,55.0|292,462
8|462|8|462|sample|3|292|3|292|55.0,-1.71618,0,-2.48138e-09,-1.8622,0,3.55271e-14,55.0|292,462
8|462|8|462|sample|9|292|9|292|32.0,-3.88868,0,3.03432e-09,-3.85519,0,-2.27374e-13,32.0|292,462
8|462|8|462|sample|10|292|10|292|32.0,-3.82053,0,9.46994e-10,-3.82289,0,-1.67866e-13,32.0|292,462
8|462|8|462|sample|7|292|7|292|32.0,-3.70038,0,8.17908e-11,-3.7075,0,-2.09166e-13,32.0|292,462
8|462|8|462|sample|8|292|8|292|32.0,-3.66318,0,-1.61989e-09,-3.68624,0,-7.01661e-14,32.0|292,462
8|462|8|462|sample|11|292|11|292|22.0,-1.35956,0,-3.64914e-09,-1.37012,0,4.92939e-14,22.0|292,462
8|462|8|462|sample|12|292|12|292|22.0,-1.32518,0,3.57526e-09,-1.34635,0,4.30767e-14,22.0|292,462
8|462|8|462|cc|1|1|292|1|292|69.0,0.0538123,0,6.03475e-09,7.5792e-08,0,-3.55271e-15,69.0|292,462
8|462|8|462|cc|2|1|292|1|292|69.0,-0.440953,0,1.27994e-09,3.38967e-07,0,7.10543e-15,69.0|292,462
8|462|8|462|cc|3|1|292|1|292|69.0,0.000366886,0,3.75999e-09,-2.72407e-07,0,-6.21725e-15,69.0|292,462
8|462|8|462|cc|4|1|292|1|292|69.0,-0.0660937,0,-1.24123e-09,-1.57801e-07,0,-8.88178e-15,69.0|292,462
8|462|8|462|cc|5|1|292|1|292|69.0,-0.0725096,0,2.05145e-09,1.07449e-08,0,5.32907e-15,69.0|292,462
8|462|8|462|cc|6|1|292|1|292|69.0,-0.178749,0,-2.37478e-10,1.0208e-07,0,9.76996e-15,69.0|292,462
8|462|8|462|cc|7|1|292|1|292|69.0,0.156977,0,-1.0799e-09,-3.6398e-07,0,-3.55271e-15,69.0|292,462
8|462|8|462|cc|8|1|292|1|292|69.0,0.0526948,0,1.41068e-09,5.20418e-09,0,-5.32907e-15,69.0|292,462
8|462|8|462|vc|1|2|292|2|292|69.0,0.0251026,0,2.73248e-09,6.32572e-07,0,1.77636e-15,69.0|292,462
8|462|8|462|vc|2|2|292|2|292|69.0,0.207079,0,3.12405e-09,9.56985e-08,0,-8.88178e-15,69.0|292,462
8|462|8|462|vc|3|2|292|2|292|69.0,0.0709164,0,-4.78747e-09,3.28046e-07,0,8.88178e-16,69.0|292,462
8|462|8|462|vc|4|2|292|2|292|69.0,0.296213,0,-1.61479e-09,-1.43386e-07,0,5.32907e-15,69.0|292,462
8|462|8|462|vc|5|2|292|2|292|69.0,-0.0420767,0,2.9332e-09,-3.82411e-07,0,8.88178e-16,69.0|292,462
8|462|8|462|vc|6|2|292|2|292|69.0,-0.0726924,0,-2.1907e-09,1.90771e-07,0,-1.77636e-15,69.0|292,462
8|462|8|462|vc|7|2|292|2|292|69.0,-0.253594,0,1.8939e-09,-4.16139e-07,0,8.88178e-16,69.0|292,462
8|462|8|462|vc|8|2|292|2|292|69.0,-0.176424,0,4.82383e-09,1.3904e-07,0,-8.88178e-15,69.0|292,462
8|1159|8|1159|sample|8|292|8|292|65.0,-1.40304,0,1.98814e-09,-1.41209,0,-1.74971e-13,65.0|292,1159
8|1159|8|1159|sample|7|292|7|292|65.0,-1.29582,0,2.26419e-10,-1.3257,0,1.67422e-13,65.0|292,1159
8|1159|8|1159|sample|5|292|5|292|65.0,-1.36071,0,-1.5014e-09,-1.37579,0,2.39808e-14,65.0|292,1159
8|1159|8|1159|sample|6|292|6|292|65.0,-1.36326,0,2.23607e-09,-1.37752,0,1.98952e-13,65.0|292,1159
8|1159|8|1159|sample|11|292|11|292|28.0,-2.87004,0,-4.36632e-09,-2.86194,0,3.90799e-14,28.0|292,1159
8|1159|8|1159|sample|12|292|12|292|28.0,-3.01462,0,-6.13713e-09,-3.02081,0,-2.82885e-13,28.0|292,1159
8|1159|8|1159|sample|9|292|9|292|28.0,-2.30506,0,-1.32189e-09,-2.32643,0,-2.27374e-13,28.0|292,1159
8|1159|8|1159|sample|10|292|10|292|28.0,-2.33781,0,4.12871e-09,-2.3443,0,-1.64757e-13,28.0|292,1159
8|1159|8|1159|sample|4|292|4|292|22.0,-0.992693,0,-3.87383e-09,-1.01161,0,-1.50102e-13,22.0|292,1159
8|1159|8|1159|sample|3|292|3|292|22.0,-1.08144,0,4.3138e-09,-1.08628,0,-1.55875e-13,22.0|292,1159
8|1159|8|1159|cc|1|1|292|1|292|69.0,-0.117175,0,1.63591e-09,-2.21737e-07,0,-3.55271e-15,69.0|292,1159
8|1159|8|1159|cc|2|1|292|1|292|69.0,0.130786,0,1.74489e-09,2.16933e-07,0,-2.66454e-15,69.0|292,1159
8|1159|8|1159|cc|3|1|292|1|292|69.0,-0.0963953,0,-4.00018e-09,1.82185e-06,0,-1.5099e-14,69.0|292,1159
8|1159|8|1159|cc|4|1|292|1|292|69.0,-0.115032,0,-1.70572e-09,-2.03704e-07,0,1.77636e-15,69.0|292,1159
8|1159|8|1159|cc|5|1|292|1|292|69.0,0.218438,0,1.66083e-09,2.66165e-07,0,-1.77636e-15,69.0|292,1159
