id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,1,0.00418666,0.558826,0.0932104,46.6712,0.153109,3.10331e-07,1,0.00424001,0.555046,0.0932104,46.8679,0.153007,3.21072e-07,False,69.0|162,84
8|84|cc|2|1|162,1,0.00418666,0.555123,0.0932104,46.6712,0.153109,3.10331e-07,1,0.00424001,0.555046,0.0932104,46.8679,0.153007,3.21072e-07,False,69.0|162,84
8|84|cc|3|1|162,1,0.00418666,0.549824,0.0932104,46.6712,0.153109,3.10331e-07,1,0.00424001,0.555047,0.0932104,46.8679,0.153007,3.21072e-07,False,69.0|162,84
8|84|cc|4|1|162,1,0.00418666,0.530483,0.0932104,46.6712,0.153109,3.10331e-07,1,0.00424001,0.555047,0.0932104,46.8679,0.153007,3.21072e-07,False,69.0|162,84
8|84|cc|5|1|162,1,0.00418666,0.56937,0.0932104,46.6712,0.153109,3.10331e-07,1,0.00424001,0.555046,0.0932104,46.8679,0.153007,3.21072e-07,False,69.0|162,84
8|84|cc|6|1|162,1,0.00418666,0.556653,0.0932104,46.6712,0.153109,3.10331e-07,1,0.00424001,0.555047,0.0932104,46.8679,0.153007,3.21072e-07,False,69.0|162,84
8|84|cc|7|1|162,1,0.00418666,0.605935,0.0932104,46.6712,0.153109,3.10331e-07,1,0.00424001,0.555046,0.0932104,46.8679,0.153007,3.21072e-07,False,69.0|162,84
8|84|cc|8|1|162,1,0.00418666,0.565137,0.0932104,46.6712,0.153109,3.10331e-07,1,0.00424001,0.555047,0.0932104,46.8679,0.153007,3.21072e-07,False,69.0|162,84
8|84|sample|10|162,1,0.00418666,0.738172,0.00879537,46.6712,0.153109,3.10331e-07,1,0.00424001,0.727211,0.00879537,46.8679,0.153007,3.21072e-07,True,32.0|162,84
8|84|sample|11|162,1,0.00418666,0.658255,0.00404706,46.6712,0.153109,3.10331e-07,1,0.00424001,0.652464,0.00404706,46.8679,0.153007,3.21072e-07,True,22.0|162,84
