id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.86724,0.905367,2.73472,-0.990129,1.85503,0.905367,2.70769,-0.0496028,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.86724,0.905367,3.90232,-1.17148,1.85503,0.905367,3.85321,0.13157,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.86724,0.905367,2.58627,-0.636348,1.85503,0.905367,2.55951,-0.0228801,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.86724,0.905367,2.44424,-0.974061,1.85503,0.905367,2.43099,0.0137065,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.86724,0.905367,3.14575,-1.43919,1.85503,0.905367,3.1752,-0.0976281,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.86724,0.905367,3.33113,-0.885191,1.85503,0.905367,3.3351,-0.0242535,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.86724,0.905367,2.65177,-1.01488,1.85503,0.905367,2.66795,0.00883885,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.86724,0.905367,2.4565,-0.119346,1.85503,0.905367,2.46268,-0.0238186,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.86724,0.905367,3.38194,-1.29222,1.85503,0.905367,3.34579,0.00395041,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.86724,0.905367,3.11234,-1.29159,1.85503,0.905367,3.12293,0.0349104,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.48229,1.04871,8.67032,0.274697,1.49027,1.04871,1,2.59691e-07,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.48229,1.04871,6.60412,-0.455958,1.49027,1.04871,1,2.0252e-07,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.48229,1.04871,6.22534,0.106618,1.49027,1.04871,1,1.66197e-08,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.48229,1.04871,7.18026,-0.320423,1.49027,1.04871,1,-7.86086e-08,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.48229,1.04871,11.4923,-0.355611,1.49027,1.04871,1,6.827e-08,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.48229,1.04871,14.7846,-0.205373,1.49027,1.04871,1,5.30586e-07,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.48229,1.04871,13.2298,-0.288565,1.49027,1.04871,1,8.64594e-08,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1.48229,1.04871,7.97096,0.426735,1.49027,1.04871,1,-7.10988e-07,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1.48229,1.04871,7.75678,-0.296734,1.49027,1.04871,1,-3.49698e-07,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1.48229,1.04871,8.7614,0.337729,1.49027,1.04871,1,-1.35642e-07,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1.48229,1.04871,5.07167,0.114813,1.49027,1.04871,1,-2.90567e-07,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1.48229,1.04871,5.59487,0.172205,1.49027,1.04871,1,3.46353e-07,69.0|274,411
