id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,125886,10896.4,1.33433,1.48764,0.126366,1.14974,125886,10896.4,1.33433,1.48764,0.118621,1.14938,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,125886,10896.4,1.33433,1.48764,0.0949324,1.14974,125886,10896.4,1.33433,1.48764,0.0895571,1.14938,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,125886,10896.4,1.33433,1.48764,0.0927655,1.14974,125886,10896.4,1.33433,1.48764,0.088048,1.14938,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,125886,10896.4,1.33433,1.48764,0.0988646,1.14974,125886,10896.4,1.33433,1.48764,0.0961159,1.14938,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,125886,10896.4,1.33433,1.48764,0.0966395,1.14974,125886,10896.4,1.33433,1.48764,0.092591,1.14938,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,125886,10896.4,1.33433,1.48764,0.102946,1.14974,125886,10896.4,1.33433,1.48764,0.0916894,1.14938,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,125886,10896.4,1.33433,1.48764,0.11059,1.14974,125886,10896.4,1.33433,1.48764,0.0967938,1.14938,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,125886,10896.4,1.33433,1.48764,0.113872,1.14974,125886,10896.4,1.33433,1.48764,0.107712,1.14938,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,125886,10896.4,1.33433,1.48764,0.248923,1.14974,125886,10896.4,1.33433,1.48764,0.230215,1.14938,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,125886,10896.4,1.33433,1.48764,0.141937,1.14974,125886,10896.4,1.33433,1.48764,0.123724,1.14938,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,4.62144e+17,1.14974,125886,10893.6,35.6488,-0.46168,1,1.14938,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,1.77231e+20,1.14974,125886,10893.6,35.6488,-0.46168,1.00818,1.14938,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,7.97479e+21,1.14974,125886,10893.6,35.6488,-0.46168,2.21335,1.14938,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,4.66502e+17,1.14974,125886,10893.6,35.6488,-0.46168,1,1.14938,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,8.39806e+19,1.14974,125886,10893.6,35.6488,-0.46168,1.00041,1.14938,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,7.94885e+18,1.14974,125886,10893.6,35.6488,-0.46168,1.04524,1.14938,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,7.80674e+18,1.14974,125886,10893.6,35.6488,-0.46168,1,1.14938,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,7.11652e+24,1.14974,125886,10893.6,35.6488,-0.46168,3.27089,1.14938,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,125886,10893.6,35.6488,-0.46168,1.05559e+19,1.14974,125886,10893.6,35.6488,-0.46168,0.780686,1.14938,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,125886,10893.6,35.6488,-0.46168,2.16034e+20,1.14974,125886,10893.6,35.6488,-0.46168,0.999315,1.14938,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,125886,10893.6,35.6488,-0.46168,3.56723e+26,1.14974,125886,10893.6,35.6488,-0.46168,1,1.14938,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,125886,10893.6,35.6488,-0.46168,1.17096e+22,1.14974,125886,10893.6,35.6488,-0.46168,0.999999,1.14938,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,125886,10893.6,35.6488,-0.46168,1.30507e+19,1.14974,125886,10893.6,35.6488,-0.46168,0.999999,1.14938,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,125886,10893.6,35.6488,-0.46168,5.89341e+18,1.14974,125886,10893.6,35.6488,-0.46168,1.00082,1.14938,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,125886,10893.6,35.6488,-0.46168,1.31354e+21,1.14974,125886,10893.6,35.6488,-0.46168,1.00312,1.14938,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,125886,10893.6,35.6488,-0.46168,3.54517e+24,1.14974,125886,10893.6,35.6488,-0.46168,5.59966,1.14938,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,125886,10895.1,8.26253,0.0656479,3.88961e-15,1.9802,125886,10895.1,8.26253,0.0656479,0,1.98019,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,125886,10895.1,8.26253,0.0656479,0,1.9802,125886,10895.1,8.26253,0.0656479,0,1.98019,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,125886,10895.1,8.26253,0.0656479,0,1.9802,125886,10895.1,8.26253,0.0656479,0,1.98019,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,125886,10895.1,8.26253,0.0656479,0,1.9802,125886,10895.1,8.26253,0.0656479,0,1.98019,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,125886,10895.1,8.26253,0.0656479,0,1.9802,125886,10895.1,8.26253,0.0656479,0,1.98019,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,125886,10895.1,8.26253,0.0656479,7.47973e-15,1.9802,125886,10895.1,8.26253,0.0656479,0,1.98019,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,125886,10895.1,5.70498,2.16929,4.15389e-05,1.9802,125886,10895.1,5.70498,2.16929,0.000217365,1.98019,True,6.0|233,705
