rep,id,L,m,e,s,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,124.016,-2.1523,0.00731371,16.4734,0.678455,1.25342,False,69.0|162,84
1,8|84|cc|2|1|162,124.016,-2.15232,0.00731371,16.4734,0.678455,1.25342,False,69.0|162,84
1,8|84|cc|3|1|162,124.016,-2.15232,0.00731371,16.4734,0.678455,1.25342,False,69.0|162,84
1,8|84|cc|4|1|162,124.016,-2.15232,0.00731371,16.4734,0.678455,1.25342,False,69.0|162,84
1,8|84|cc|5|1|162,124.016,-2.15232,0.00731371,16.4734,0.678455,1.25342,False,69.0|162,84
1,8|84|cc|6|1|162,124.016,-2.15231,0.00731371,16.4734,0.678455,1.25342,False,69.0|162,84
1,8|84|cc|7|1|162,124.016,-2.15233,0.00731371,16.4734,0.678455,1.25342,False,69.0|162,84
1,8|84|cc|8|1|162,124.016,-2.15232,0.00731371,16.4734,0.678455,1.25342,False,69.0|162,84
1,8|84|sample|10|162,124.016,-1.17262,0.00731376,16.4734,0.678455,1.25342,True,32.0|162,84
1,8|84|sample|11|162,123.99,-0.916848,0.00731376,16.4734,0.678455,1.25342,True,22.0|162,84
1,8|84|sample|12|162,123.99,-0.91683,0.00731376,16.4734,0.678455,1.25342,True,22.0|162,84
1,8|84|sample|3|162,124.016,-1.12772,0.00731376,16.4734,0.678455,1.25342,True,55.0|162,84
1,8|84|sample|4|162,124.016,-1.1277,0.00731376,16.4734,0.678455,1.25342,True,55.0|162,84
1,8|84|sample|5|162,124.016,-1.12769,0.00731376,16.4734,0.678455,1.25342,True,55.0|162,84
1,8|84|sample|6|162,124.016,-1.1277,0.00731376,16.4734,0.678455,1.25342,True,55.0|162,84
1,8|84|sample|7|162,124.016,-1.17261,0.00731376,16.4734,0.678455,1.25342,True,32.0|162,84
1,8|84|sample|8|162,124.016,-1.17263,0.00731376,16.4734,0.678455,1.25342,True,32.0|162,84
1,8|84|sample|9|162,124.016,-1.17261,0.00731376,16.4734,0.678455,1.25342,True,32.0|162,84
1,8|84|vc|1|2|162,124.016,-2.15233,0.00731371,16.4734,0.678455,1.25342,False,69.0|162,84
1,8|84|vc|2|2|162,124.016,-2.15232,0.00731371,16.4734,0.678455,1.25342,False,69.0|162,84
