id,U_offset_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_offset_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|sample|4|274,1.70026,769.411,1.38323,2.17088,34764.9,13.2839,1.60192,769.396,1.37313,2.17088,34714,13.2914,True,70.0|274,411
9|411|sample|3|274,1.63698,769.397,1.6222,2.17088,34764.9,13.2839,1.60205,769.395,1.6476,2.17088,34714,13.2914,True,70.0|274,411
9|411|sample|5|274,1.64714,769.266,1.26159,2.17088,34764.9,13.2839,1.60195,769.396,1.27696,2.17088,34714,13.2914,True,70.0|274,411
9|411|sample|6|274,1.71169,769.42,1.23974,2.17088,34764.9,13.2839,1.60186,769.397,1.24788,2.17088,34714,13.2914,True,70.0|274,411
9|411|sample|8|274,1.6643,769.334,1.51008,2.17088,34764.9,13.2839,1.60201,769.395,1.51016,2.17088,34714,13.2914,True,70.0|274,411
9|411|sample|7|274,1.62327,769.422,1.54827,2.17088,34764.9,13.2839,1.60202,769.395,1.55162,2.17088,34714,13.2914,True,70.0|274,411
9|411|sample|9|274,1.66855,769.38,1.33395,2.17088,34764.9,13.2839,1.60196,769.397,1.34739,2.17088,34714,13.2914,True,70.0|274,411
9|411|sample|10|274,1.68957,769.478,1.23448,2.17088,34764.9,13.2839,1.60191,769.397,1.248,2.17088,34714,13.2914,True,70.0|274,411
9|411|sample|12|274,1.67748,769.345,1.54637,2.17088,34764.9,13.2839,1.60204,769.395,1.5306,2.17088,34714,13.2914,True,70.0|274,411
9|411|sample|11|274,1.70053,769.412,1.50205,2.17088,34764.9,13.2839,1.602,769.395,1.49927,2.17088,34714,13.2914,True,70.0|274,411
9|411|cc|1|1|274,3.72303,770.156,1.55617,4.44113,34764.9,13.2839,3.54719,770.141,1.55993,4.44113,34714,13.2914,False,69.0|274,411
9|411|cc|2|1|274,3.68351,770.126,1.56394,4.44113,34764.9,13.2839,3.54719,770.141,1.55993,4.44113,34714,13.2914,False,69.0|274,411
9|411|cc|3|1|274,3.61969,770.142,1.56682,4.44113,34764.9,13.2839,3.54719,770.141,1.55993,4.44113,34714,13.2914,False,69.0|274,411
9|411|cc|4|1|274,3.61343,770.168,1.54631,4.44113,34764.9,13.2839,3.54719,770.141,1.55993,4.44113,34714,13.2914,False,69.0|274,411
9|411|cc|5|1|274,3.64678,770.187,1.58648,4.44113,34764.9,13.2839,3.54719,770.141,1.55993,4.44113,34714,13.2914,False,69.0|274,411
9|411|cc|6|1|274,3.55,770.113,1.56765,4.44113,34764.9,13.2839,3.54719,770.141,1.55993,4.44113,34714,13.2914,False,69.0|274,411
9|411|cc|7|1|274,3.64706,770.188,1.55786,4.44113,34764.9,13.2839,3.54719,770.141,1.55993,4.44113,34714,13.2914,False,69.0|274,411
9|411|cc|8|1|274,3.71706,770.072,1.55887,4.44113,34764.9,13.2839,3.54719,770.141,1.55993,4.44113,34714,13.2914,False,69.0|274,411
9|411|vc|1|2|274,3.66323,770.168,1.55875,4.44113,34764.9,13.2839,3.54668,770.141,1.55993,4.44113,34714,13.2914,False,69.0|274,411
9|411|vc|2|2|274,3.65102,770.13,1.55848,4.44113,34764.9,13.2839,3.5477,770.141,1.55993,4.44113,34714,13.2914,False,69.0|274,411
9|411|vc|3|2|274,3.59086,770.131,1.54982,4.44113,34764.9,13.2839,3.54709,770.141,1.55993,4.44113,34714,13.2914,False,69.0|274,411
9|411|vc|4|2|274,3.53669,770.116,1.57711,4.44113,34764.9,13.2839,3.54755,770.141,1.55993,4.44113,34714,13.2914,False,69.0|274,411
9|411|vc|5|2|274,3.65658,770.298,1.5677,4.44113,34764.9,13.2839,3.54716,770.141,1.55993,4.44113,34714,13.2914,False,69.0|274,411
9|411|vc|6|2|274,3.66204,770.203,1.562,4.44113,34764.9,13.2839,3.54766,770.141,1.55993,4.44113,34714,13.2914,False,69.0|274,411
