rep,id,U_offset,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,9|411|sample|4|274,2.32437,768.623,1.31135,2.17084,34714,13.2914,True,70.0|274,411
1,9|411|sample|3|274,1.21393,770.186,2.00713,2.17088,34714,13.2914,True,70.0|274,411
1,9|411|sample|5|274,1.89763,770.114,1.21745,2.17088,34714,13.2914,True,70.0|274,411
1,9|411|sample|6|274,1.0835,771.064,1.44331,2.17087,34714,13.2914,True,70.0|274,411
1,9|411|sample|8|274,1.37862,769.171,1.3085,2.17087,34714,13.2914,True,70.0|274,411
1,9|411|sample|7|274,2.30674,770.062,1.35001,2.17088,34714,13.2914,True,70.0|274,411
1,9|411|sample|9|274,1.84889,768.631,1.36205,2.17086,34714,13.2914,True,70.0|274,411
1,9|411|sample|10|274,1.39,769.103,1.10984,2.17088,34714,13.2914,True,70.0|274,411
1,9|411|sample|12|274,2.01824,769.617,1.48599,2.17087,34714,13.2914,True,70.0|274,411
1,9|411|sample|11|274,1.72383,768.574,1.28268,2.17087,34714,13.2914,True,70.0|274,411
1,9|411|cc|1|1|274,3.88165,770.586,1.51714,4.44113,34714,13.2914,False,69.0|274,411
1,9|411|cc|2|1|274,4.42122,769.887,1.53697,4.44111,34714,13.2914,False,69.0|274,411
1,9|411|cc|3|1|274,2.79816,769.475,1.47927,4.4411,34714,13.2914,False,69.0|274,411
1,9|411|cc|4|1|274,4.75333,770.254,1.46845,4.44108,34714,13.2914,False,69.0|274,411
1,9|411|cc|5|1|274,5.35787,770.875,1.72581,4.44114,34714,13.2914,False,69.0|274,411
1,9|411|cc|6|1|274,3.38397,771.022,1.48869,4.44117,34714,13.2914,False,69.0|274,411
1,9|411|cc|7|1|274,3.39341,769.833,1.61476,4.44113,34714,13.2914,False,69.0|274,411
1,9|411|cc|8|1|274,3.71934,769.131,1.68573,4.44115,34714,13.2914,False,69.0|274,411
1,9|411|vc|1|2|274,2.76514,770.377,1.76504,4.44114,34714,13.2914,False,69.0|274,411
1,9|411|vc|2|2|274,3.58859,769.29,1.79508,4.44113,34714,13.2914,False,69.0|274,411
1,9|411|vc|3|2|274,4.31082,769.45,1.28626,4.44113,34714,13.2914,False,69.0|274,411
1,9|411|vc|4|2|274,5.47009,770.342,1.63305,4.44113,34714,13.2914,False,69.0|274,411
1,9|411|vc|5|2|274,3.37372,772.126,1.74417,4.44114,34714,13.2914,False,69.0|274,411
1,9|411|vc|6|2|274,3.89892,769.776,1.20008,4.44112,34714,13.2914,False,69.0|274,411
1,9|411|vc|7|2|274,4.10534,768.588,1.35876,4.44112,34714,13.2914,False,69.0|274,411
1,9|411|vc|8|2|274,6.22516,771.366,1.72574,4.44112,34714,13.2914,False,69.0|274,411
1,14|783|sample|3|71,1.33715,769.748,0.11381,18.8569,34714,13.2914,True,6.0|71,783
1,14|783|sample|4|71,1.4647,768.955,0.118094,18.8571,34714,13.2914,True,6.0|71,783
1,14|783|sample|5|71,1.78054,769.217,0.211744,18.8571,34714,13.2914,True,6.0|71,783
1,14|783|sample|6|71,1.65206,768.132,0.166459,18.8569,34714,13.2914,True,6.0|71,783
1,14|783|sample|7|71,2.03501,769.0,1.04324,18.8571,34714,13.2914,True,6.0|71,783
1,14|783|sample|8|71,1.84536,768.924,1.07939,18.857,34714,13.2914,True,6.0|71,783
1,14|783|sample|10|71,1.10179,769.586,0.123489,18.857,34714,13.2914,True,6.0|71,783
1,14|783|sample|9|71,1.73677,769.515,0.0593514,18.8571,34714,13.2914,True,6.0|71,783
1,14|783|sample|12|71,2.02104,768.086,1.36886,18.8571,34714,13.2914,True,6.0|71,783
1,14|783|sample|11|71,1.85604,770.418,1.62461,18.8568,34714,13.2914,True,6.0|71,783
1,14|783|cc|1|1|71,2.68839,770.236,0.594218,4.48689,34714,13.2914,False,69.0|71,783
1,14|783|cc|2|1|71,5.25946,770.608,0.819331,4.48689,34714,13.2914,False,69.0|71,783
1,14|783|cc|3|1|71,5.83203,770.522,0.856606,4.4869,34714,13.2914,False,69.0|71,783
1,14|783|cc|4|1|71,3.18284,770.729,0.492829,4.48688,34714,13.2914,False,69.0|71,783
1,14|783|cc|5|1|71,1.71695,770.627,0.987994,4.48689,34714,13.2914,False,69.0|71,783
