id,U_offset_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_offset_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
14|183|vc|1|2|233,0.0140518,835.275,0.838943,0.349418,1.46398,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,183
14|183|vc|2|2|233,0.0140518,835.275,0.838943,0.349418,1.21164,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,183
14|183|vc|3|2|233,0.0140518,835.275,0.838943,0.349419,1.89823,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,183
14|183|vc|4|2|233,0.0140518,835.275,0.838943,0.349418,1.27589,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,183
14|183|vc|5|2|233,0.0140518,835.275,0.838943,0.349418,1.23473,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,183
14|183|vc|6|2|233,0.0140518,835.275,0.838943,0.349418,1.95719,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,183
14|183|vc|7|2|233,0.0140518,835.275,0.838943,0.349418,1.68979,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,183
14|183|vc|8|2|233,0.0140518,835.275,0.838943,0.349418,1.30732,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,183
14|705|sample|3|233,0.0140518,836.48,0.838928,11.6767,0.0325362,-10.6995,316137,0.0139281,836.48,0.838639,11.6767,0.0366966,-10.7021,316687,False,6.0|233,705
14|705|sample|4|233,0.0140518,836.48,0.838928,11.6767,0.024195,-10.6995,316137,0.0139281,836.48,0.838639,11.6767,0.0281083,-10.7021,316687,False,6.0|233,705
14|705|sample|5|233,0.0140518,836.48,0.838928,11.6767,0.0261069,-10.6995,316137,0.0139281,836.48,0.838639,11.6767,0.0266503,-10.7021,316687,False,6.0|233,705
14|705|sample|6|233,0.0140518,836.48,0.838928,11.6767,0.027147,-10.6995,316137,0.0139281,836.48,0.838639,11.6767,0.0252188,-10.7021,316687,False,6.0|233,705
14|705|sample|7|233,0.0140518,836.48,0.838928,11.6767,0.021549,-10.6995,316137,0.0139281,836.48,0.838639,11.6767,0.0231738,-10.7021,316687,False,6.0|233,705
14|705|sample|8|233,0.0140518,836.48,0.838928,11.6767,0.0204107,-10.6995,316137,0.0139281,836.48,0.838639,11.6767,0.0250359,-10.7021,316687,False,6.0|233,705
14|705|sample|10|233,0.0140518,833.71,0.838904,0.159087,14.2586,-10.6995,316137,0.0139281,833.71,0.838615,0.159087,14.2946,-10.7021,316687,True,6.0|233,705
14|705|sample|9|233,0.0140518,833.71,0.838904,0.159087,11.5282,-10.6995,316137,0.0139281,833.71,0.838615,0.159087,11.8382,-10.7021,316687,True,6.0|233,705
14|705|sample|12|233,0.0140518,833.71,0.838904,0.159087,21.3843,-10.6995,316137,0.0139281,833.71,0.838615,0.159087,21.6905,-10.7021,316687,True,6.0|233,705
14|705|sample|11|233,0.0140518,833.71,0.838904,0.159087,10.9634,-10.6995,316137,0.0139281,833.71,0.838615,0.159087,11.3394,-10.7021,316687,True,6.0|233,705
14|705|cc|1|1|233,0.0140518,835.275,0.838943,0.349418,1.47781,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|cc|2|1|233,0.0140518,835.275,0.838943,0.349418,1.97649,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|cc|3|1|233,0.0140518,835.275,0.838943,0.349418,1.42423,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|cc|4|1|233,0.0140518,835.275,0.838943,0.349418,1.58538,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|cc|5|1|233,0.0140518,835.275,0.838943,0.349418,1.72817,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|cc|6|1|233,0.0140518,835.275,0.838943,0.349418,1.56354,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|cc|7|1|233,0.0140518,835.275,0.838943,0.349418,1.36263,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|cc|8|1|233,0.0140518,835.275,0.838943,0.349418,1.37975,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|vc|1|2|233,0.0140518,835.275,0.838943,0.349418,1.39986,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|vc|2|2|233,0.0140518,835.275,0.838943,0.349418,1.6897,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|vc|3|2|233,0.0140518,835.275,0.838943,0.349418,1.00831,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|vc|4|2|233,0.0140518,835.275,0.838943,0.349418,1.29364,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|vc|5|2|233,0.0140518,835.275,0.838943,0.349418,2.59917,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|vc|6|2|233,0.0140518,835.275,0.838943,0.349418,1.72408,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|vc|7|2|233,0.0140518,835.275,0.838943,0.349418,1.36534,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|705|vc|8|2|233,0.0140518,835.275,0.838943,0.349418,1.95314,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.7021,316687,False,69.0|233,705
14|555|sample|4|233,0.0140518,833.71,0.838904,0.159087,1.79506,-10.6995,316137,0.0139281,833.71,0.838615,0.159087,1.77051,-10.702,316687,True,6.0|233,555
14|555|sample|3|233,0.0140518,833.71,0.838904,0.159087,1.67099,-10.6995,316137,0.0139281,833.71,0.838615,0.159087,1.69502,-10.702,316687,True,6.0|233,555
14|555|sample|5|233,0.0140518,833.71,0.838904,0.159087,1.57506,-10.6995,316137,0.0139281,833.71,0.838615,0.159087,1.5838,-10.702,316687,True,6.0|233,555
14|555|sample|6|233,0.0140518,833.71,0.838904,0.159087,1.60155,-10.6995,316137,0.0139281,833.71,0.838615,0.159087,1.59048,-10.702,316687,True,6.0|233,555
14|555|sample|7|233,0.0140518,833.71,0.838904,0.159087,11.622,-10.6995,316137,0.0139281,833.71,0.838615,0.159087,12.3636,-10.702,316687,True,6.0|233,555
14|555|sample|8|233,0.0140518,833.71,0.838904,0.159087,11.7899,-10.6995,316137,0.0139281,833.71,0.838615,0.159087,12.4043,-10.702,316687,True,6.0|233,555
14|555|sample|9|233,0.0140518,833.71,0.838904,0.159087,1.69799,-10.6995,316137,0.0139281,833.71,0.838615,0.159087,1.67982,-10.702,316687,True,6.0|233,555
14|555|sample|10|233,0.0140518,833.71,0.838904,0.159087,1.67961,-10.6995,316137,0.0139281,833.71,0.838615,0.159087,1.66114,-10.702,316687,True,6.0|233,555
14|555|sample|12|233,0.0140518,833.71,0.838904,0.159087,28.2663,-10.6995,316137,0.0139281,833.71,0.838615,0.159087,29.1828,-10.702,316687,True,6.0|233,555
14|555|sample|11|233,0.0140518,833.71,0.838904,0.159087,27.9428,-10.6995,316137,0.0139281,833.71,0.838615,0.159087,28.1252,-10.702,316687,True,6.0|233,555
14|555|cc|1|1|233,0.0140518,835.275,0.838943,0.349418,1.49319,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|555|cc|2|1|233,0.0140518,835.275,0.838943,0.349418,1.23431,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|555|cc|3|1|233,0.0140518,835.275,0.838943,0.349418,1.18981,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|555|cc|4|1|233,0.0140518,835.275,0.838943,0.349418,3.01443,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|555|cc|5|1|233,0.0140518,835.275,0.838943,0.349418,1.70265,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|555|cc|6|1|233,0.0140518,835.275,0.838943,0.349418,1.53141,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|555|cc|7|1|233,0.0140518,835.275,0.838943,0.349418,1.99367,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|555|cc|8|1|233,0.0140518,835.275,0.838943,0.349418,1.7396,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|555|vc|1|2|233,0.0140518,835.275,0.838943,0.349418,1.3736,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|555|vc|2|2|233,0.0140518,835.275,0.838943,0.349418,1.60886,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|555|vc|3|2|233,0.0140518,835.275,0.838943,0.349418,1.12942,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368092,-10.702,316687,False,69.0|233,555
14|555|vc|4|2|233,0.0140518,835.275,0.838943,0.349418,1.94481,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|555|vc|5|2|233,0.0140518,835.275,0.838943,0.349418,1.42079,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|555|vc|6|2|233,0.0140518,835.275,0.838943,0.349418,1.05181,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|555|vc|7|2|233,0.0140518,835.275,0.838943,0.349418,1.65162,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|555|vc|8|2|233,0.0140518,835.275,0.838943,0.349418,1.88868,-10.6995,316137,0.0139281,835.275,0.838653,0.349418,0.368093,-10.702,316687,False,69.0|233,555
14|394|sample|5|42,0.0140518,832.107,0.540404,24.6121,0.504758,-10.6995,316137,0.0139281,832.107,0.547333,24.6121,0.503248,-10.702,316687,True,6.0|42,394
14|394|sample|6|42,0.0140518,832.107,0.540404,24.6121,0.529988,-10.6995,316137,0.0139281,832.107,0.547333,24.6121,0.527447,-10.702,316687,True,6.0|42,394
14|394|sample|7|42,0.0140518,832.107,0.540404,24.6121,0.194871,-10.6995,316137,0.0139281,832.107,0.547333,24.6121,0.199919,-10.702,316687,True,6.0|42,394
14|394|sample|8|42,0.0140518,832.107,0.540404,24.6121,0.162579,-10.6995,316137,0.0139281,832.107,0.547333,24.6121,0.177096,-10.702,316687,True,6.0|42,394
14|394|sample|10|42,0.0140518,832.107,0.540404,24.6121,0.880349,-10.6995,316137,0.0139281,832.107,0.547333,24.6121,0.883474,-10.702,316687,True,6.0|42,394
14|394|sample|9|42,0.0140518,832.107,0.540404,24.6121,0.888319,-10.6995,316137,0.0139281,832.107,0.547333,24.6121,0.871905,-10.702,316687,True,6.0|42,394
14|394|sample|12|42,0.0140518,832.107,0.540404,24.6121,0.475206,-10.6995,316137,0.0139281,832.107,0.547333,24.6121,0.483384,-10.702,316687,True,6.0|42,394
14|394|sample|11|42,0.0140518,832.107,0.540404,24.6121,0.451588,-10.6995,316137,0.0139281,832.107,0.547333,24.6121,0.45362,-10.702,316687,True,6.0|42,394
14|394|sample|3|42,0.0140518,832.269,0.837362,304.811,0.485373,-10.6995,316137,0.0139281,832.269,0.837094,304.811,0.482852,-10.702,316687,True,63.0|42,394
14|394|sample|4|42,0.0140518,832.269,0.837362,304.811,0.424529,-10.6995,316137,0.0139281,832.269,0.837094,304.811,0.430189,-10.702,316687,True,63.0|42,394
14|394|cc|1|1|42,0.0140518,834.631,0.838952,0.447834,2.21911,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|cc|2|1|42,0.0140518,834.631,0.838952,0.447834,2.94295,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|cc|3|1|42,0.0140518,834.631,0.838952,0.447834,2.93721,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|cc|4|1|42,0.0140518,834.631,0.838952,0.447834,3.30677,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|cc|5|1|42,0.0140518,834.631,0.838952,0.447834,2.44851,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|cc|6|1|42,0.0140518,834.631,0.838952,0.447834,2.67021,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|cc|7|1|42,0.0140518,834.631,0.838952,0.447835,4.13814,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|cc|8|1|42,0.0140518,834.631,0.838952,0.447834,2.78595,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|vc|1|2|42,0.0140518,834.631,0.838952,0.447834,2.23235,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|vc|2|2|42,0.0140518,834.631,0.838952,0.447834,3.15749,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|vc|3|2|42,0.0140518,834.631,0.838952,0.447835,2.95427,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|vc|4|2|42,0.0140518,834.631,0.838952,0.447835,2.74084,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|vc|5|2|42,0.0140518,834.631,0.838952,0.447834,3.16554,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|vc|6|2|42,0.0140518,834.631,0.838952,0.447834,1.79803,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|vc|7|2|42,0.0140518,834.631,0.838952,0.447834,3.98012,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|394|vc|8|2|42,0.0140518,834.631,0.838952,0.447834,3.41423,-10.6995,316137,0.0139281,834.631,0.838663,0.447834,0.635447,-10.702,316687,False,69.0|42,394
14|1099|sample|3|73,0.0140518,835.741,0.838849,4.63031,0.800313,-10.6995,316137,0.0139281,835.741,0.83856,4.63031,0.801675,-10.702,316687,True,6.0|73,1099
14|1099|sample|4|73,0.0140518,835.741,0.838849,4.63031,0.8551,-10.6995,316137,0.0139281,835.741,0.83856,4.63031,0.812852,-10.702,316687,True,6.0|73,1099
14|1099|sample|5|73,0.0140518,835.741,0.838849,4.63031,0.632876,-10.6995,316137,0.0139281,835.741,0.83856,4.63031,0.606741,-10.702,316687,True,6.0|73,1099
14|1099|sample|6|73,0.0140518,835.741,0.838849,4.63031,0.575298,-10.6995,316137,0.0139281,835.741,0.83856,4.63031,0.551436,-10.702,316687,True,6.0|73,1099
14|1099|sample|8|73,0.0140518,835.741,0.838849,4.63031,0.198698,-10.6995,316137,0.0139281,835.741,0.83856,4.63031,0.208232,-10.702,316687,True,6.0|73,1099
14|1099|sample|7|73,0.0140518,835.741,0.838849,4.63031,0.263316,-10.6995,316137,0.0139281,835.741,0.83856,4.63031,0.273483,-10.702,316687,True,6.0|73,1099
14|1099|sample|9|73,0.0140518,835.741,0.838849,4.63031,0.802354,-10.6995,316137,0.0139281,835.741,0.83856,4.63031,0.760746,-10.702,316687,True,6.0|73,1099
14|1099|sample|10|73,0.0140518,835.741,0.838849,4.63031,0.801216,-10.6995,316137,0.0139281,835.741,0.83856,4.63031,0.794487,-10.702,316687,True,6.0|73,1099
14|1099|sample|11|73,0.0140518,835.741,0.838849,4.63031,0.215813,-10.6995,316137,0.0139281,835.741,0.83856,4.63031,0.220718,-10.702,316687,True,6.0|73,1099
14|1099|sample|12|73,0.0140518,835.741,0.838849,4.63031,0.228584,-10.6995,316137,0.0139281,835.741,0.83856,4.63031,0.232266,-10.702,316687,True,6.0|73,1099
14|1099|cc|1|1|73,0.0140518,834.774,0.838834,0.637288,4.31273,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|cc|2|1|73,0.0140518,834.774,0.838834,0.637288,1.86407,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|cc|3|1|73,0.0140518,834.774,0.838834,0.637288,1.62138,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|cc|4|1|73,0.0140518,834.774,0.838834,0.637288,2.4244,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|cc|5|1|73,0.0140518,834.774,0.838834,0.637288,1.76645,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|cc|6|1|73,0.0140518,834.774,0.838834,0.637288,2.38031,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|cc|7|1|73,0.0140518,834.774,0.838834,0.637288,2.40428,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|cc|8|1|73,0.0140518,834.774,0.838834,0.637288,2.07998,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|vc|1|2|73,0.0140518,834.774,0.838834,0.637288,3.79564,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|vc|2|2|73,0.0140518,834.774,0.838834,0.637288,2.35049,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|vc|3|2|73,0.0140518,834.774,0.838834,0.637288,2.20722,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|vc|4|2|73,0.0140518,834.774,0.838834,0.637288,3.4325,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|vc|5|2|73,0.0140518,834.774,0.838834,0.637288,2.48429,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|vc|6|2|73,0.0140518,834.774,0.838834,0.637288,2.68436,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|vc|7|2|73,0.0140518,834.774,0.838834,0.637288,1.95621,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|1099|vc|8|2|73,0.0140518,834.774,0.838834,0.637288,2.39739,-10.6995,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.702,316687,False,69.0|73,1099
14|611|sample|4|73,0.0140518,835.741,0.838849,4.63031,0.0691097,-10.6993,316137,0.0139281,835.741,0.83856,4.63031,0.0824534,-10.7019,316687,True,6.0|73,611
14|611|sample|3|73,0.0140518,835.741,0.838849,4.63031,0.0632111,-10.6993,316137,0.0139281,835.741,0.83856,4.63031,0.0715246,-10.7019,316687,True,6.0|73,611
14|611|sample|5|73,0.0140518,835.741,0.838849,4.63031,0.156511,-10.6993,316137,0.0139281,835.741,0.83856,4.63031,0.169374,-10.7019,316687,True,6.0|73,611
14|611|sample|6|73,0.0140518,835.741,0.838849,4.63031,0.1196,-10.6993,316137,0.0139281,835.741,0.83856,4.63031,0.136341,-10.7019,316687,True,6.0|73,611
14|611|sample|7|73,0.0140518,835.741,0.838849,4.63031,0.0778746,-10.6993,316137,0.0139281,835.741,0.83856,4.63031,0.0884186,-10.7019,316687,True,6.0|73,611
14|611|sample|8|73,0.0140518,835.741,0.838849,4.63031,0.0343239,-10.6993,316137,0.0139281,835.741,0.83856,4.63031,0.0471679,-10.7019,316687,True,6.0|73,611
14|611|sample|9|73,0.0140518,835.741,0.838849,4.63031,0.486151,-10.6993,316137,0.0139281,835.741,0.83856,4.63031,0.490779,-10.7019,316687,True,6.0|73,611
14|611|sample|10|73,0.0140518,835.741,0.838849,4.63031,0.419126,-10.6993,316137,0.0139281,835.741,0.83856,4.63031,0.418849,-10.7019,316687,True,6.0|73,611
14|611|sample|12|73,0.0140518,835.741,0.838849,4.63031,0.09152,-10.6993,316137,0.0139281,835.741,0.83856,4.63031,0.0957011,-10.7019,316687,True,6.0|73,611
14|611|sample|11|73,0.0140518,835.741,0.838849,4.63031,0.0615393,-10.6993,316137,0.0139281,835.741,0.83856,4.63031,0.0704281,-10.7019,316687,True,6.0|73,611
14|611|cc|1|1|73,0.0140518,834.774,0.838834,0.637288,2.29995,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
14|611|cc|2|1|73,0.0140518,834.774,0.838834,0.637288,2.30719,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
14|611|cc|3|1|73,0.0140518,834.774,0.838834,0.637288,2.00953,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
14|611|cc|4|1|73,0.0140518,834.774,0.838834,0.637288,1.98652,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
14|611|cc|5|1|73,0.0140518,834.774,0.838834,0.637288,2.36627,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
14|611|cc|6|1|73,0.0140518,834.774,0.838834,0.637287,3.50756,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
14|611|cc|7|1|73,0.0140518,834.774,0.838834,0.637288,2.28602,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
14|611|cc|8|1|73,0.0140518,834.774,0.838834,0.637288,3.97044,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584508,-10.7019,316687,False,69.0|73,611
14|611|vc|1|2|73,0.0140518,834.774,0.838834,0.637287,2.17861,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
14|611|vc|2|2|73,0.0140518,834.774,0.838834,0.637288,1.94033,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
14|611|vc|3|2|73,0.0140518,834.774,0.838834,0.637288,2.64606,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
14|611|vc|4|2|73,0.0140518,834.774,0.838834,0.637288,2.36693,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
14|611|vc|5|2|73,0.0140518,834.774,0.838834,0.637288,2.9042,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
14|611|vc|6|2|73,0.0140518,834.774,0.838834,0.637288,5.64295,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
14|611|vc|7|2|73,0.0140518,834.774,0.838834,0.637288,1.93735,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
14|611|vc|8|2|73,0.0140518,834.774,0.838834,0.637288,3.38806,-10.6993,316137,0.0139281,834.774,0.838545,0.637288,0.584509,-10.7019,316687,False,69.0|73,611
8|84|sample|5|162,0.0140518,835.554,0.838913,1.15325,0.964839,-10.6994,316137,0.0139281,835.554,0.838625,1.15325,0.969415,-10.702,316687,True,55.0|162,84
8|84|sample|6|162,0.0140518,835.554,0.838913,1.15325,0.901089,-10.6994,316137,0.0139281,835.554,0.838625,1.15325,0.911987,-10.702,316687,True,55.0|162,84
8|84|sample|4|162,0.0140518,835.554,0.838913,1.15325,1.0546,-10.6994,316137,0.0139281,835.554,0.838625,1.15325,1.07856,-10.702,316687,True,55.0|162,84
8|84|sample|3|162,0.0140518,835.554,0.838913,1.15325,1.01616,-10.6994,316137,0.0139281,835.554,0.838625,1.15325,1.01632,-10.702,316687,True,55.0|162,84
8|84|sample|9|162,0.0140518,834.179,0.83878,0.80595,2.7523,-10.6994,316137,0.0139281,834.179,0.838492,0.805951,2.77012,-10.702,316687,True,32.0|162,84
8|84|sample|10|162,0.0140518,834.179,0.83878,0.80595,2.74413,-10.6994,316137,0.0139281,834.179,0.838492,0.805951,2.77958,-10.702,316687,True,32.0|162,84
8|84|sample|7|162,0.0140518,834.179,0.83878,0.805951,2.51975,-10.6994,316137,0.0139281,834.179,0.838492,0.805951,2.50518,-10.702,316687,True,32.0|162,84
8|84|sample|8|162,0.0140518,834.179,0.83878,0.805951,2.59551,-10.6994,316137,0.0139281,834.179,0.838492,0.805951,2.59601,-10.702,316687,True,32.0|162,84
8|84|sample|12|162,0.0140518,836.917,0.838881,0.204963,6.4723,-10.6994,316137,0.0139281,836.917,0.838593,0.204963,6.67083,-10.702,316687,True,22.0|162,84
8|84|sample|11|162,0.0140518,836.917,0.838881,0.204963,5.39478,-10.6994,316137,0.0139281,836.917,0.838593,0.204963,5.39326,-10.702,316687,True,22.0|162,84
8|84|cc|1|1|162,0.0140518,835.91,0.838889,0.0886648,1.85432,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.702,316687,False,69.0|162,84
8|84|cc|2|1|162,0.0140518,835.91,0.838889,0.0886648,1.90245,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.702,316687,False,69.0|162,84
8|84|cc|3|1|162,0.0140518,835.91,0.838889,0.0886648,2.61931,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.702,316687,False,69.0|162,84
8|84|cc|4|1|162,0.0140518,835.91,0.838889,0.0886648,2.68653,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.702,316687,False,69.0|162,84
8|84|cc|5|1|162,0.0140518,835.91,0.838889,0.0886648,2.18873,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.702,316687,False,69.0|162,84
8|84|cc|6|1|162,0.0140518,835.91,0.838889,0.0886649,1.98346,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.702,316687,False,69.0|162,84
