id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
14|183|vc|8|2|233,0,-3.03846e-08,0,3.11856e-07,0.0657645,0,0,0,0.0,0,7.06546e-13,-2.82967e-07,0,0,False,69.0|233,183
14|705|sample|3|233,0,9.73122e-08,0,1.16388e-07,-3.3177,0,0,0,2.72848e-12,0,-3.62199e-12,-3.08014,0,0,False,6.0|233,705
14|705|sample|4|233,0,2.7797e-08,0,1.10376e-07,-3.59561,0,0,0,1.13687e-12,0,-1.50902e-12,-3.34675,0,0,False,6.0|233,705
14|705|sample|5|233,0,-1.52974e-07,0,-1.03281e-07,-3.63887,0,0,0,-6.82121e-13,0,-5.10392e-12,-3.40002,0,0,False,6.0|233,705
14|705|sample|6|233,0,3.13388e-07,0,2.8112e-07,-3.57093,0,0,0,1.25056e-12,0,-5.09814e-12,-3.45523,0,0,False,6.0|233,705
14|705|sample|7|233,0,1.84764e-08,0,2.95739e-07,-3.73163,0,0,0,5.68434e-13,0,-2.56994e-12,-3.5398,0,0,False,6.0|233,705
14|705|sample|8|233,0,-9.47282e-08,0,1.46239e-07,-3.83062,0,0,0,2.04636e-12,0,-4.76064e-12,-3.46251,0,0,False,6.0|233,705
14|705|sample|10|233,0,1.52021e-07,0,-1.30501e-07,0.757837,0,0,0,5.34328e-12,0,-9.69091e-12,0.719805,0,0,True,6.0|233,705
14|705|sample|9|233,0,-8.58129e-08,0,-8.6146e-08,0.543775,0,0,0,9.09495e-13,0,1.63647e-12,0.53125,0,0,True,6.0|233,705
14|705|sample|12|233,0,-1.43557e-07,0,-1.08005e-07,1.16113,0,0,0,-9.54969e-12,0,-1.10849e-11,1.1368,0,0,True,6.0|233,705
14|705|sample|11|233,0,2.57335e-07,0,1.92303e-07,0.492801,0,0,0,2.38742e-12,0,-3.15215e-12,0.488209,0,0,True,6.0|233,705
14|705|cc|1|1|233,0,-4.27099e-08,0,5.61439e-08,0.0184445,0,0,0,2.27374e-13,0,7.43183e-13,5.00519e-07,0,0,False,69.0|233,705
14|705|cc|2|1|233,0,2.88471e-07,0,5.81431e-08,-0.163311,0,0,0,3.41061e-13,0,-1.22347e-13,4.62164e-07,0,0,False,69.0|233,705
14|705|cc|3|1|233,0,-1.85528e-07,0,-2.38397e-07,-0.22549,0,0,0,2.27374e-13,0,-3.13971e-13,1.72882e-07,0,0,False,69.0|233,705
14|705|cc|4|1|233,0,-9.48821e-08,0,2.14545e-08,0.075316,0,0,0,2.27374e-13,0,1.32117e-13,5.0852e-07,0,0,False,69.0|233,705
14|705|cc|5|1|233,0,-2.57088e-07,0,-2.36184e-07,-0.0431164,0,0,0,5.68434e-13,0,-4.80505e-13,4.00041e-07,0,0,False,69.0|233,705
14|705|cc|6|1|233,0,-1.83061e-07,0,-1.54363e-09,0.1856,0,0,0,4.54747e-13,0,4.29434e-13,-1.71992e-07,0,0,False,69.0|233,705
14|705|cc|7|1|233,0,1.36637e-08,0,2.90953e-07,0.0525399,0,0,0,0.0,0,2.30482e-13,4.17762e-07,0,0,False,69.0|233,705
14|705|cc|8|1|233,0,3.26353e-09,0,-2.40768e-07,0.0182946,0,0,0,-4.54747e-13,0,-1.11022e-13,1.61605e-08,0,0,False,69.0|233,705
14|705|vc|1|2|233,0,-1.14242e-07,0,-3.12445e-07,0.108033,0,0,0,4.54747e-13,0,7.26974e-13,-2.85243e-07,0,0,False,69.0|233,705
14|705|vc|2|2|233,0,2.78678e-08,0,1.95254e-07,0.0969909,0,0,0,9.09495e-13,0,-2.17604e-14,2.00867e-07,0,0,False,69.0|233,705
14|705|vc|3|2|233,0,-2.10238e-07,0,-3.92787e-08,-0.018366,0,0,0,4.54747e-13,0,-8.15792e-13,-1.608e-08,0,0,False,69.0|233,705
14|705|vc|4|2|233,0,1.89517e-08,0,3.06679e-07,0.00918479,0,0,0,-2.27374e-13,0,4.42757e-13,3.03148e-07,0,0,False,69.0|233,705
14|705|vc|5|2|233,0,8.38782e-08,0,1.6987e-07,0.234843,0,0,0,1.13687e-12,0,6.7546e-13,1.27391e-07,0,0,False,69.0|233,705
14|705|vc|6|2|233,0,1.80004e-07,0,-8.55088e-08,0.100574,0,0,0,0.0,0,3.37286e-13,4.33146e-07,0,0,False,69.0|233,705
14|705|vc|7|2|233,0,-1.11922e-07,0,2.04568e-07,0.0452345,0,0,0,-3.41061e-13,0,-1.25899e-13,-3.24692e-07,0,0,False,69.0|233,705
14|705|vc|8|2|233,0,-1.45199e-07,0,-5.67683e-09,0.0248459,0,0,0,-9.09495e-13,0,-2.89546e-13,-3.03307e-07,0,0,False,69.0|233,705
14|555|sample|4|233,0,-6.78699e-08,0,9.06165e-09,-1.29872,0,0,0,-8.18545e-12,0,-2.16696e-11,-1.36881,0,0,True,6.0|233,555
14|555|sample|3|233,0,7.93021e-08,0,7.63336e-08,-1.37132,0,0,0,1.59162e-11,0,1.47553e-11,-1.41238,0,0,True,6.0|233,555
14|555|sample|5|233,0,-3.81854e-09,0,-2.3335e-08,-1.42963,0,0,0,-9.32232e-12,0,1.46949e-11,-1.48025,0,0,True,6.0|233,555
14|555|sample|6|233,0,1.15654e-07,0,1.38716e-08,-1.4149,0,0,0,5.68434e-12,0,1.04445e-11,-1.47604,0,0,True,6.0|233,555
14|555|sample|7|233,0,9.05998e-08,0,-4.71113e-07,0.566681,0,0,0,9.09495e-13,0,-5.0826e-12,0.574677,0,0,True,6.0|233,555
14|555|sample|8|233,0,-4.18275e-07,0,-3.08315e-07,0.582654,0,0,0,-1.22782e-11,0,-1.20726e-11,0.577962,0,0,True,6.0|233,555
14|555|sample|9|233,0,-1.64042e-07,0,3.15696e-07,-1.35596,0,0,0,9.54969e-12,0,2.22471e-11,-1.42139,0,0,True,6.0|233,555
14|555|sample|10|233,0,-7.67942e-08,0,5.13303e-07,-1.36689,0,0,0,1.09139e-11,0,4.2879e-12,-1.43257,0,0,True,6.0|233,555
14|555|sample|12|233,0,4.15504e-07,0,1.12797e-08,1.45612,0,0,0,7.95808e-13,0,1.32183e-12,1.4335,0,0,True,6.0|233,555
14|555|sample|11|233,0,4.76491e-07,0,4.39858e-07,1.438,0,0,0,7.50333e-12,0,-9.57101e-12,1.39659,0,0,True,6.0|233,555
14|555|cc|1|1|233,0,2.45181e-07,0,2.92977e-07,0.117471,0,0,0,5.68434e-13,0,4.82059e-13,2.10988e-07,0,0,False,69.0|233,555
14|555|cc|2|1|233,0,2.55139e-08,0,1.48433e-07,-0.0534167,0,0,0,-6.82121e-13,0,-4.06786e-13,2.36279e-07,0,0,False,69.0|233,555
14|555|cc|3|1|233,0,-2.95472e-08,0,2.39447e-07,-0.193259,0,0,0,-4.54747e-13,0,-1.01696e-13,3.38561e-07,0,0,False,69.0|233,555
14|555|cc|4|1|233,0,-7.36023e-08,0,3.63057e-08,0.226502,0,0,0,4.54747e-13,0,4.40759e-13,-1.17002e-07,0,0,False,69.0|233,555
14|555|cc|5|1|233,0,2.8426e-07,0,1.62839e-07,0.164006,0,0,0,-3.41061e-13,0,9.57678e-13,4.38712e-08,0,0,False,69.0|233,555
14|555|cc|6|1|233,0,1.8005e-07,0,1.26245e-07,0.189096,0,0,0,-2.27374e-13,0,-1.64535e-13,6.39972e-07,0,0,False,69.0|233,555
14|555|cc|7|1|233,0,-4.35515e-07,0,8.01612e-08,0.0482408,0,0,0,-7.95808e-13,0,-2.84217e-13,-1.00942e-07,0,0,False,69.0|233,555
14|555|cc|8|1|233,0,-4.63239e-08,0,-3.24568e-07,0.0377099,0,0,0,2.27374e-13,0,4.75397e-13,-2.87254e-07,0,0,False,69.0|233,555
14|555|vc|1|2|233,0,2.63601e-07,0,-1.43606e-07,0.00647293,0,0,0,4.54747e-13,0,8.76188e-13,4.61243e-07,0,0,False,69.0|233,555
14|555|vc|2|2|233,0,9.80839e-09,0,-1.76924e-07,0.0340333,0,0,0,0.0,0,-1.25233e-12,-1.05363e-07,0,0,False,69.0|233,555
14|555|vc|3|2|233,0,-3.965e-08,0,1.77443e-07,0.0903779,0,0,0,7.95808e-13,0,-6.35048e-14,-6.41569e-07,0,0,False,69.0|233,555
14|555|vc|4|2|233,0,1.29042e-07,0,1.07069e-07,0.172247,0,0,0,-6.82121e-13,0,-2.21867e-12,8.6355e-08,0,0,False,69.0|233,555
14|555|vc|5|2|233,0,1.8422e-07,0,3.74394e-07,-0.17914,0,0,0,-6.82121e-13,0,6.17284e-13,-3.04682e-07,0,0,False,69.0|233,555
14|555|vc|6|2|233,0,-7.37573e-08,0,-3.10306e-08,-0.125386,0,0,0,0.0,0,6.35714e-13,-4.27672e-07,0,0,False,69.0|233,555
14|555|vc|7|2|233,0,1.85222e-07,0,4.33241e-08,0.0326984,0,0,0,2.27374e-13,0,1.68754e-14,3.26269e-07,0,0,False,69.0|233,555
14|555|vc|8|2|233,0,5.03585e-08,0,-4.90462e-08,-0.00668545,0,0,0,-7.95808e-13,0,-3.11751e-13,2.10821e-07,0,0,False,69.0|233,555
14|394|sample|5|42,0,2.03594e-07,0,3.27078e-07,-2.47542,0,0,0,2.41016e-11,0,-1.64326e-11,-2.5221,0,0,True,6.0|42,394
14|394|sample|6|42,0,-3.27442e-07,0,2.46239e-07,-2.4251,0,0,0,6.82121e-13,0,1.68585e-11,-2.47513,0,0,True,6.0|42,394
14|394|sample|7|42,0,-9.69538e-08,0,-4.01344e-07,-3.42939,0,0,0,-1.02318e-12,0,-1.33333e-11,-3.44527,0,0,True,6.0|42,394
14|394|sample|8|42,0,4.84978e-08,0,-2.48383e-08,-3.61218,0,0,0,-1.13687e-11,0,-2.73612e-11,-3.56649,0,0,True,6.0|42,394
14|394|sample|10|42,0,1.15209e-07,0,-2.02578e-08,-1.91773,0,0,0,3.18323e-11,0,1.26716e-11,-1.95932,0,0,True,6.0|42,394
14|394|sample|9|42,0,-2.53345e-07,0,-3.14555e-07,-1.90984,0,0,0,2.28511e-11,0,2.24691e-11,-1.9725,0,0,True,6.0|42,394
14|394|sample|12|42,0,-3.58468e-07,0,-1.34536e-07,-2.53533,0,0,0,-2.95586e-12,0,-2.54898e-11,-2.56237,0,0,True,6.0|42,394
14|394|sample|11|42,0,-3.00505e-07,0,-9.62785e-09,-2.58601,0,0,0,-2.6148e-12,0,-3.884e-12,-2.62592,0,0,True,6.0|42,394
14|394|sample|3|42,0,3.63013e-07,0,-4.75379e-07,-2.52803,0,0,0,1.97815e-11,0,4.35474e-12,-2.52101,0,0,True,63.0|42,394
14|394|sample|4|42,0,-8.19923e-08,0,-1.82899e-07,-2.6619,0,0,0,-3.83125e-11,0,3.79794e-11,-2.63649,0,0,True,63.0|42,394
14|394|cc|1|1|42,0,-1.41469e-07,0,1.6188e-07,-0.113247,0,0,0,-2.27374e-13,0,-4.41425e-13,-1.73579e-07,0,0,False,69.0|42,394
14|394|cc|2|1|42,0,-1.83004e-07,0,-1.76338e-07,0.00271388,0,0,0,6.82121e-13,0,5.2347e-13,-3.13218e-07,0,0,False,69.0|42,394
14|394|cc|3|1|42,0,-2.01227e-07,0,8.2117e-08,-0.0264076,0,0,0,1.13687e-13,0,4.08673e-13,3.90439e-07,0,0,False,69.0|42,394
14|394|cc|4|1|42,0,-6.06515e-08,0,-1.80046e-07,0.0661427,0,0,0,4.54747e-13,0,-2.15938e-13,1.04e-07,0,0,False,69.0|42,394
14|394|cc|5|1|42,0,-9.1167e-08,0,-1.10169e-07,-0.0105999,0,0,0,2.27374e-13,0,-1.91624e-13,-2.62422e-07,0,0,False,69.0|42,394
14|394|cc|6|1|42,0,1.83891e-07,0,-2.33797e-07,-0.1568,0,0,0,-2.27374e-13,0,-6.18172e-13,-2.57751e-07,0,0,False,69.0|42,394
14|394|cc|7|1|42,0,-1.35031e-08,0,5.27779e-07,0.280539,0,0,0,-6.82121e-13,0,-6.54254e-13,-1.34265e-07,0,0,False,69.0|42,394
14|394|cc|8|1|42,0,5.44111e-09,0,1.2181e-07,-0.0426839,0,0,0,2.27374e-13,0,-2.7367e-13,5.80122e-07,0,0,False,69.0|42,394
14|394|vc|1|2|42,0,-8.09654e-08,0,1.3722e-07,-0.120008,0,0,0,0.0,0,4.37206e-13,-4.1521e-07,0,0,False,69.0|42,394
14|394|vc|2|2|42,0,-2.5228e-07,0,-1.9618e-07,-0.00839426,0,0,0,-4.54747e-13,0,7.46514e-13,2.72969e-08,0,0,False,69.0|42,394
14|394|vc|3|2|42,0,3.21629e-08,0,3.10663e-07,0.0511428,0,0,0,4.54747e-13,0,-4.77507e-13,-1.77674e-07,0,0,False,69.0|42,394
14|394|vc|4|2|42,0,4.22429e-08,0,3.82022e-07,0.206187,0,0,0,-2.27374e-13,0,-8.99281e-15,5.17478e-07,0,0,False,69.0|42,394
14|394|vc|5|2|42,0,2.09482e-07,0,-5.99117e-08,0.0953731,0,0,0,0.0,0,1.4091e-12,-6.91244e-08,0,0,False,69.0|42,394
14|394|vc|6|2|42,0,-4.27223e-07,0,-2.56006e-07,-0.173454,0,0,0,0.0,0,-8.84071e-13,2.62548e-07,0,0,False,69.0|42,394
14|394|vc|7|2|42,0,-6.15896e-08,0,-8.96453e-08,0.0936683,0,0,0,2.27374e-13,0,1.35181e-12,-3.95219e-07,0,0,False,69.0|42,394
14|394|vc|8|2|42,0,1.59046e-08,0,7.27235e-08,0.131308,0,0,0,-4.54747e-13,0,-4.38982e-13,1.69462e-07,0,0,False,69.0|42,394
14|1099|sample|3|73,0,3.67858e-07,0,-1.43421e-07,-2.02881,0,0,0,-2.50111e-12,0,1.86207e-12,-2.00078,0,0,True,6.0|73,1099
14|1099|sample|4|73,0,-9.16603e-08,0,1.33869e-07,-1.96379,0,0,0,-2.27374e-13,0,6.61871e-12,-1.98694,0,0,True,6.0|73,1099
14|1099|sample|5|73,0,2.24642e-07,0,-1.4719e-08,-2.26005,0,0,0,-7.95808e-13,0,-3.32578e-12,-2.27938,0,0,True,6.0|73,1099
14|1099|sample|6|73,0,-2.08177e-08,0,9.57958e-08,-2.35846,0,0,0,8.41283e-12,0,1.24518e-11,-2.37496,0,0,True,6.0|73,1099
14|1099|sample|8|73,0,3.04964e-07,0,-3.91038e-07,-3.43624,0,0,0,6.82121e-13,0,-3.86446e-12,-3.34883,0,0,True,6.0|73,1099
14|1099|sample|7|73,0,-1.35493e-07,0,-3.97265e-07,-3.13905,0,0,0,-1.13687e-13,0,2.69162e-12,-3.07624,0,0,True,6.0|73,1099
14|1099|sample|9|73,0,-1.30741e-07,0,2.48061e-07,-2.03288,0,0,0,-1.13687e-13,0,6.02518e-12,-2.05319,0,0,True,6.0|73,1099
14|1099|sample|10|73,0,1.5517e-07,0,-2.11295e-07,-2.02514,0,0,0,2.72848e-12,0,1.94156e-12,-2.00979,0,0,True,6.0|73,1099
14|1099|sample|11|73,0,-5.01602e-07,0,8.68819e-08,-3.33288,0,0,0,-9.09495e-13,0,-6.22613e-12,-3.2906,0,0,True,6.0|73,1099
14|1099|sample|12|73,0,2.04421e-07,0,-2.13848e-07,-3.28016,0,0,0,6.13909e-12,0,-1.22169e-12,-3.2396,0,0,True,6.0|73,1099
14|1099|cc|1|1|73,0,-5.74013e-08,0,1.27436e-07,0.0628827,0,0,0,2.27374e-13,0,-1.72307e-13,-4.34427e-07,0,0,False,69.0|73,1099
14|1099|cc|2|1|73,0,-2.08556e-07,0,3.5443e-07,-0.191588,0,0,0,0.0,0,8.52207e-13,-2.01437e-07,0,0,False,69.0|73,1099
14|1099|cc|3|1|73,0,1.9225e-07,0,-1.3324e-07,-0.0396137,0,0,0,-4.54747e-13,0,-6.13731e-13,2.33226e-09,0,0,False,69.0|73,1099
14|1099|cc|4|1|73,0,-3.85173e-08,0,1.16425e-07,-0.0538959,0,0,0,-4.54747e-13,0,9.51794e-13,2.21626e-08,0,0,False,69.0|73,1099
14|1099|cc|5|1|73,0,-1.68223e-07,0,4.20454e-08,0.0528495,0,0,0,6.82121e-13,0,1.04905e-12,-3.23271e-07,0,0,False,69.0|73,1099
14|1099|cc|6|1|73,0,-5.67332e-08,0,2.61573e-07,0.199304,0,0,0,7.95808e-13,0,2.59182e-13,1.63884e-07,0,0,False,69.0|73,1099
14|1099|cc|7|1|73,0,-3.19863e-08,0,-5.39192e-08,0.0693734,0,0,0,-1.02318e-12,0,1.41276e-13,-1.00045e-07,0,0,False,69.0|73,1099
14|1099|cc|8|1|73,0,-9.46007e-08,0,-1.15024e-07,-0.216658,0,0,0,-4.54747e-13,0,-1.33726e-13,1.13221e-07,0,0,False,69.0|73,1099
14|1099|vc|1|2|73,0,5.70302e-09,0,-2.54557e-08,0.317864,0,0,0,2.27374e-13,0,-5.34572e-14,3.04301e-07,0,0,False,69.0|73,1099
14|1099|vc|2|2|73,0,-1.76562e-07,0,7.72666e-08,0.0409846,0,0,0,-4.54747e-13,0,1.88349e-13,5.79053e-09,0,0,False,69.0|73,1099
14|1099|vc|3|2|73,0,-1.5374e-07,0,2.223e-07,0.0355186,0,0,0,-4.54747e-13,0,5.82645e-13,-3.24859e-07,0,0,False,69.0|73,1099
14|1099|vc|4|2|73,0,-1.31525e-07,0,5.78444e-08,0.309175,0,0,0,0.0,0,-3.41394e-13,4.25939e-07,0,0,False,69.0|73,1099
14|1099|vc|5|2|73,0,1.84411e-07,0,3.12597e-07,0.225524,0,0,0,-4.54747e-13,0,-7.27973e-13,-2.23884e-07,0,0,False,69.0|73,1099
14|1099|vc|6|2|73,0,4.96967e-08,0,1.67599e-08,0.081555,0,0,0,-9.09495e-13,0,-1.88405e-13,3.98812e-07,0,0,False,69.0|73,1099
14|1099|vc|7|2|73,0,-1.55227e-07,0,1.74928e-07,-0.205148,0,0,0,6.82121e-13,0,2.43805e-13,-2.59412e-08,0,0,False,69.0|73,1099
14|1099|vc|8|2|73,0,1.63116e-07,0,-3.86888e-08,0.00423627,0,0,0,9.09495e-13,0,-3.26073e-13,-2.69983e-07,0,0,False,69.0|73,1099
14|611|sample|4|73,0,1.22267e-07,0,1.03587e-07,-4.50442,0,0,0,1.47793e-12,0,-8.81073e-13,-4.27525,0,0,True,6.0|73,611
14|611|sample|3|73,0,1.67692e-07,0,-5.08446e-07,-4.62048,0,0,0,-1.36424e-12,0,3.14193e-13,-4.41744,0,0,True,6.0|73,611
14|611|sample|5|73,0,-1.12692e-08,0,7.42089e-08,-3.66115,0,0,0,3.63798e-12,0,-8.18612e-12,-3.55538,0,0,True,6.0|73,611
14|611|sample|6|73,0,1.00692e-07,0,4.43503e-08,-3.96639,0,0,0,-7.95808e-13,0,-1.19471e-11,-3.77233,0,0,True,6.0|73,611
14|611|sample|7|73,0,-1.99778e-07,0,5.54432e-08,-4.38901,0,0,0,6.82121e-13,0,-9.12403e-12,-4.2054,0,0,True,6.0|73,611
14|611|sample|8|73,0,6.22004e-07,0,1.78145e-07,-5.36139,0,0,0,1.81899e-12,0,-5.08038e-12,-4.83377,0,0,True,6.0|73,611
14|611|sample|9|73,0,8.79777e-08,0,-3.92672e-07,-2.51836,0,0,0,9.77707e-12,0,-1.06266e-11,-2.49149,0,0,True,6.0|73,611
14|611|sample|10|73,0,6.68879e-08,0,5.27676e-07,-2.66773,0,0,0,-1.5234e-11,0,2.77467e-12,-2.64998,0,0,True,6.0|73,611
14|611|sample|12|73,0,-2.05308e-07,0,-4.51101e-07,-4.24211,0,0,0,1.25056e-12,0,-4.05187e-12,-4.12626,0,0,True,6.0|73,611
14|611|sample|11|73,0,1.44893e-07,0,3.82663e-07,-4.71948,0,0,0,4.54747e-13,0,-6.96332e-12,-4.43289,0,0,True,6.0|73,611
14|611|cc|1|1|73,0,2.88866e-07,0,-3.16055e-07,0.16987,0,0,0,-9.09495e-13,0,-1.57541e-13,-1.86132e-07,0,0,False,69.0|73,611
14|611|cc|2|1|73,0,2.2539e-07,0,1.62561e-07,0.00900464,0,0,0,1.13687e-13,0,9.06331e-13,-2.59196e-07,0,0,False,69.0|73,611
14|611|cc|3|1|73,0,-5.56881e-08,0,-9.82463e-08,-0.0271181,0,0,0,0.0,0,8.93952e-13,-2.68267e-07,0,0,False,69.0|73,611
14|611|cc|4|1|73,0,-1.76578e-08,0,1.0472e-07,-0.237718,0,0,0,4.54747e-13,0,3.51275e-13,4.87809e-07,0,0,False,69.0|73,611
14|611|cc|5|1|73,0,-3.16325e-08,0,8.92309e-08,0.24343,0,0,0,-3.41061e-13,0,-5.14366e-13,-1.81429e-07,0,0,False,69.0|73,611
14|611|cc|6|1|73,0,-1.22813e-07,0,-6.80686e-07,0.144518,0,0,0,-1.13687e-13,0,-2.89657e-13,4.37258e-07,0,0,False,69.0|73,611
14|611|cc|7|1|73,0,1.31434e-07,0,1.44535e-07,-0.0956058,0,0,0,2.27374e-13,0,6.32383e-13,1.82098e-08,0,0,False,69.0|73,611
14|611|cc|8|1|73,0,-5.12935e-08,0,-1.27299e-07,0.184082,0,0,0,0.0,0,-3.31402e-13,-6.77706e-07,0,0,False,69.0|73,611
14|611|vc|1|2|73,0,-3.22009e-07,0,-4.3475e-07,-0.123791,0,0,0,4.54747e-13,0,5.45786e-13,-1.95666e-08,0,0,False,69.0|73,611
14|611|vc|2|2|73,0,1.0572e-07,0,-2.10697e-07,0.0301112,0,0,0,4.54747e-13,0,-5.39513e-13,1.06897e-07,0,0,False,69.0|73,611
14|611|vc|3|2|73,0,2.75202e-07,0,1.27446e-07,0.217645,0,0,0,-2.27374e-13,0,3.09253e-13,-5.22697e-08,0,0,False,69.0|73,611
14|611|vc|4|2|73,0,-8.64567e-08,0,2.40178e-07,-0.0645092,0,0,0,-1.13687e-13,0,1.67033e-12,5.39933e-07,0,0,False,69.0|73,611
14|611|vc|5|2|73,0,1.45013e-07,0,2.15013e-07,0.0572158,0,0,0,-2.27374e-13,0,-4.25715e-13,-1.32343e-07,0,0,False,69.0|73,611
14|611|vc|6|2|73,0,9.08034e-09,0,1.75565e-08,0.180723,0,0,0,0.0,0,-8.0902e-13,4.69967e-07,0,0,False,69.0|73,611
14|611|vc|7|2|73,0,2.87782e-07,0,-3.52305e-07,0.0454914,0,0,0,-9.09495e-13,0,3.24074e-13,-1.37705e-07,0,0,False,69.0|73,611
14|611|vc|8|2|73,0,-2.86165e-07,0,2.65957e-08,0.017347,0,0,0,-6.82121e-13,0,6.60583e-15,-8.64657e-08,0,0,False,69.0|73,611
8|84|sample|5|162,0,-1.03858e-07,0,1.57282e-07,-1.83329,0,0,0,3.56977e-11,0,3.66242e-11,-1.83739,0,0,True,55.0|162,84
8|84|sample|6|162,0,1.98571e-07,0,2.81162e-07,-1.90216,0,0,0,-7.95808e-12,0,-5.10686e-12,-1.89846,0,0,True,55.0|162,84
8|84|sample|4|162,0,-1.64154e-07,0,9.4297e-08,-1.74653,0,0,0,1.53477e-11,0,-3.97117e-11,-1.7307,0,0,True,55.0|162,84
8|84|sample|3|162,0,3.20401e-07,0,2.58386e-07,-1.78184,0,0,0,-1.36424e-11,0,-3.40717e-11,-1.79014,0,0,True,55.0|162,84
8|84|sample|9|162,0,-2.16594e-07,0,1.49112e-07,-0.794583,0,0,0,4.77485e-12,0,-9.74226e-12,-0.787292,0,0,True,32.0|162,84
8|84|sample|10|162,0,2.18335e-07,0,-3.92936e-07,-0.798767,0,0,0,-1.59162e-11,0,-1.15402e-11,-0.783882,0,0,True,32.0|162,84
8|84|sample|7|162,0,2.0052e-08,0,2.99702e-07,-0.882489,0,0,0,-1.63709e-11,0,-3.32716e-11,-0.887823,0,0,True,32.0|162,84
8|84|sample|8|162,0,-8.04824e-08,0,6.60724e-07,-0.853756,0,0,0,7.95808e-12,0,2.55376e-11,-0.852205,0,0,True,32.0|162,84
8|84|sample|12|162,0,4.44232e-08,0,4.60852e-07,0.051769,0,0,0,-9.20863e-12,0,1.77938e-11,0.0916362,0,0,True,22.0|162,84
8|84|sample|11|162,0,3.6214e-07,0,-2.39453e-07,-0.130945,0,0,0,3.41061e-12,0,-1.21716e-11,-0.120959,0,0,True,22.0|162,84
8|84|cc|1|1|162,0,4.20619e-08,0,-3.39066e-08,0.0488133,0,0,0,4.54747e-13,0,9.10383e-14,-1.21836e-07,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,9.72338e-08,0,-6.80185e-07,0.0912314,0,0,0,-2.27374e-13,0,-8.69527e-13,6.2321e-08,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,5.89317e-08,0,-1.15108e-09,-0.142968,0,0,0,0.0,0,4.00568e-13,-1.81012e-07,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,-1.55723e-07,0,-3.16618e-07,-0.12531,0,0,0,-6.82121e-13,0,5.47118e-13,1.98885e-07,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,3.3289e-07,0,8.85104e-08,-0.0626342,0,0,0,-2.27374e-13,0,6.83897e-13,-1.43953e-07,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,2.42963e-08,0,1.55035e-07,-0.0475771,0,0,0,-3.41061e-13,0,1.01874e-12,-1.40931e-07,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,1.32946e-07,0,-2.96184e-07,0.0257197,0,0,0,0.0,0,-2.17604e-14,3.28068e-07,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,-1.13424e-07,0,-2.01314e-07,0.145152,0,0,0,1.13687e-12,0,-5.50671e-13,-4.36464e-07,0,0,False,69.0|162,84
8|84|vc|1|2|162,0,-9.6273e-08,0,8.17998e-08,0.233856,0,0,0,4.54747e-13,0,6.02185e-13,2.11167e-07,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,-1.28207e-07,0,-3.10261e-07,-0.0749385,0,0,0,1.36424e-12,0,-4.53415e-13,4.91985e-07,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,-1.26071e-07,0,3.69772e-09,-0.160594,0,0,0,-2.27374e-13,0,7.71827e-13,2.78363e-07,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,2.49015e-07,0,-1.35322e-07,-0.120832,0,0,0,-4.54747e-13,0,8.01581e-13,4.59246e-08,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,2.66809e-07,0,-2.32025e-07,-0.0998686,0,0,0,-2.27374e-13,0,-4.57856e-13,4.16349e-07,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,1.13126e-07,0,2.57206e-08,-0.0386611,0,0,0,4.54747e-13,0,-5.93303e-13,-3.11823e-07,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,5.82183e-08,0,1.01908e-07,0.109233,0,0,0,9.09495e-13,0,-6.61693e-13,-4.79012e-07,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,-1.20128e-07,0,3.36802e-07,-0.113668,0,0,0,2.27374e-13,0,1.31184e-12,2.75544e-07,0,0,False,69.0|162,84
8|1042|sample|8|162,0,-6.76852e-08,0,4.68083e-07,0.183314,0,0,0,-4.43379e-12,0,1.07638e-11,0.163337,0,0,True,65.0|162,1042
8|1042|sample|7|162,0,3.70686e-07,0,3.70044e-08,0.214478,0,0,0,-1.04592e-11,0,6.47127e-12,0.208276,0,0,True,65.0|162,1042
8|1042|sample|6|162,0,2.33572e-07,0,-9.80484e-08,0.102793,0,0,0,2.6148e-12,0,9.09939e-12,0.0908525,0,0,True,65.0|162,1042
8|1042|sample|5|162,0,-2.38233e-09,0,-3.3428e-07,0.119983,0,0,0,2.41016e-11,0,7.60281e-13,0.137933,0,0,True,65.0|162,1042
8|1042|sample|12|162,0,1.81561e-07,0,2.78576e-07,-0.802643,0,0,0,-9.20863e-12,0,-8.40712e-12,-0.790046,0,0,True,28.0|162,1042
