id,eta_U_offset_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_offset_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|1042|sample|11|162,0,5.9263e-08,0,-1.35524e-07,-0.963532,0,0,0,1.38698e-11,0,-1.47083e-11,-0.954348,0,0,True,28.0|162,1042
8|1042|sample|9|162,0,-3.36001e-07,0,2.34854e-07,-1.07616,0,0,0,-1.13687e-12,0,-2.03851e-12,-1.09151,0,0,True,28.0|162,1042
8|1042|sample|10|162,0,-3.07263e-07,0,-7.10171e-07,-1.05103,0,0,0,4.09273e-12,0,-3.20638e-11,-1.03574,0,0,True,28.0|162,1042
8|1042|sample|4|162,0,-2.17491e-07,0,3.916e-07,-0.210343,0,0,0,-5.43423e-11,0,-1.18283e-11,-0.223228,0,0,True,22.0|162,1042
8|1042|sample|3|162,0,-6.92448e-08,0,-4.61178e-07,-0.208663,0,0,0,1.13687e-11,0,-3.27849e-12,-0.18482,0,0,True,22.0|162,1042
8|1042|cc|1|1|162,0,1.3314e-07,0,2.98245e-07,-0.0238862,0,0,0,3.41061e-13,0,7.99361e-14,-1.8097e-07,0,0,False,69.0|162,1042
8|1042|cc|2|1|162,0,1.00497e-07,0,1.30176e-07,0.0600716,0,0,0,2.27374e-13,0,6.83897e-14,-3.53254e-07,0,0,False,69.0|162,1042
8|1042|cc|3|1|162,0,6.05845e-08,0,-4.96386e-09,-0.152388,0,0,0,6.82121e-13,0,1.7053e-13,-9.58121e-08,0,0,False,69.0|162,1042
8|1042|cc|4|1|162,0,-2.14906e-08,0,1.18576e-07,-0.117607,0,0,0,4.54747e-13,0,1.69287e-12,-4.59052e-07,0,0,False,69.0|162,1042
8|1042|cc|5|1|162,0,1.18664e-07,0,-2.69372e-07,-0.0350031,0,0,0,0.0,0,7.50955e-13,-2.6722e-08,0,0,False,69.0|162,1042
8|1042|cc|6|1|162,0,-1.93654e-07,0,3.4121e-07,0.131172,0,0,0,0.0,0,5.32907e-15,-2.50434e-07,0,0,False,69.0|162,1042
8|1042|cc|7|1|162,0,-2.83981e-08,0,1.18089e-07,0.00718019,0,0,0,-2.27374e-13,0,2.39808e-13,3.48323e-08,0,0,False,69.0|162,1042
8|1042|cc|8|1|162,0,4.92012e-08,0,9.77209e-09,0.0117071,0,0,0,0.0,0,1.22169e-12,-1.33887e-07,0,0,False,69.0|162,1042
8|1042|vc|1|2|162,0,-6.29783e-08,0,7.92303e-08,0.0731162,0,0,0,0.0,0,-1.5854e-13,-5.04547e-07,0,0,False,69.0|162,1042
8|1042|vc|2|2|162,0,-2.797e-08,0,9.04475e-08,0.134539,0,0,0,5.68434e-13,0,3.80584e-13,4.44287e-08,0,0,False,69.0|162,1042
8|1042|vc|3|2|162,0,-1.79904e-07,0,-1.59488e-08,0.0994148,0,0,0,0.0,0,-1.69642e-13,-5.31625e-07,0,0,False,69.0|162,1042
8|1042|vc|4|2|162,0,1.51235e-07,0,3.08806e-07,0.14531,0,0,0,-6.82121e-13,0,3.19744e-14,5.86193e-07,0,0,False,69.0|162,1042
8|1042|vc|5|2|162,0,9.07283e-08,0,1.19874e-07,-0.0404027,0,0,0,-4.54747e-13,0,-1.43885e-13,-2.55495e-07,0,0,False,69.0|162,1042
8|1042|vc|6|2|162,0,-4.55063e-08,0,5.09929e-09,-0.0267364,0,0,0,2.27374e-13,0,1.55431e-14,-2.91437e-07,0,0,False,69.0|162,1042
8|1042|vc|7|2|162,0,-6.25713e-08,0,-8.93525e-08,0.080722,0,0,0,1.13687e-13,0,-5.60441e-13,-1.96666e-08,0,0,False,69.0|162,1042
8|1042|vc|8|2|162,0,1.20914e-07,0,-1.71457e-07,0.0160989,0,0,0,3.41061e-13,0,1.0556e-12,1.93371e-07,0,0,False,69.0|162,1042
8|719|sample|5|274,0,1.67661e-07,0,2.87464e-07,-0.197913,0,0,0,1.56888e-11,0,2.29461e-11,-0.17297,0,0,True,55.0|274,719
8|719|sample|6|274,0,1.48872e-08,0,-8.993e-08,-0.0853441,0,0,0,-1.75078e-11,0,2.18381e-11,-0.0734366,0,0,True,55.0|274,719
8|719|sample|3|274,0,-3.28748e-07,0,-2.55782e-07,-0.122803,0,0,0,2.66027e-11,0,-1.62261e-11,-0.110162,0,0,True,55.0|274,719
8|719|sample|4|274,0,-1.89332e-07,0,-1.60755e-07,-0.133298,0,0,0,-3.75167e-12,0,9.9023e-12,-0.12783,0,0,True,55.0|274,719
8|719|sample|10|274,0,-2.5624e-07,0,4.30568e-07,0.878728,0,0,0,-9.77707e-12,0,3.48832e-12,0.881344,0,0,True,32.0|274,719
8|719|sample|9|274,0,8.96741e-08,0,4.24508e-07,0.885691,0,0,0,2.02363e-11,0,1.52944e-12,0.897687,0,0,True,32.0|274,719
8|719|sample|8|274,0,3.67826e-07,0,3.13326e-07,0.826281,0,0,0,-8.18545e-12,0,-1.21498e-11,0.873491,0,0,True,32.0|274,719
8|719|sample|7|274,0,-5.78507e-08,0,7.959e-07,0.852312,0,0,0,1.4893e-11,0,7.75024e-12,0.862569,0,0,True,32.0|274,719
8|719|sample|12|274,0,2.7106e-07,0,2.05265e-07,0.770897,0,0,0,-3.18323e-12,0,-9.98757e-12,0.796513,0,0,True,22.0|274,719
8|719|sample|11|274,0,-6.45719e-08,0,-5.34223e-07,0.680192,0,0,0,-4.54747e-13,0,-1.73159e-11,0.691004,0,0,True,22.0|274,719
8|719|cc|1|1|274,0,7.64226e-08,0,-1.57105e-07,-0.0544618,0,0,0,0.0,0,3.19744e-14,3.18215e-07,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,9.06911e-08,0,-2.20652e-07,0.141652,0,0,0,-6.82121e-13,0,-5.39568e-14,1.58548e-07,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,-6.65861e-08,0,-1.62859e-08,0.0543611,0,0,0,-4.54747e-13,0,6.98108e-13,4.61378e-07,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,-2.7201e-07,0,1.57302e-08,0.0690703,0,0,0,7.95808e-13,0,-2.84217e-14,1.7271e-07,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,-2.68741e-08,0,1.07999e-07,-0.118588,0,0,0,-3.41061e-13,0,-1.31628e-12,-2.11503e-07,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,9.32358e-08,0,7.15666e-08,0.0620891,0,0,0,-1.25056e-12,0,4.03677e-13,1.23503e-08,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,3.0545e-07,0,1.37513e-07,0.0850289,0,0,0,-6.82121e-13,0,2.10054e-13,9.8936e-08,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,-7.29468e-08,0,-1.81828e-07,0.0417953,0,0,0,5.68434e-13,0,-3.606e-13,-2.50108e-08,0,0,False,69.0|274,719
8|719|vc|1|2|274,0,8.0938e-08,0,5.71025e-08,0.18759,0,0,0,4.54747e-13,0,6.06182e-13,2.75864e-07,0,0,False,69.0|274,719
8|719|vc|2|2|274,0,1.21724e-07,0,2.51353e-07,-0.155663,0,0,0,-5.68434e-13,0,8.68194e-13,-2.08247e-07,0,0,False,69.0|274,719
8|719|vc|3|2|274,0,-1.44503e-07,0,3.27538e-07,0.101611,0,0,0,-7.95808e-13,0,-5.61773e-14,-5.35052e-08,0,0,False,69.0|274,719
8|719|vc|4|2|274,0,-8.0189e-08,0,-1.29658e-07,0.094742,0,0,0,-5.68434e-13,0,-6.11733e-13,-6.95367e-08,0,0,False,69.0|274,719
8|719|vc|5|2|274,0,-1.8594e-08,0,-7.69525e-08,0.0360726,0,0,0,4.54747e-13,0,9.6545e-13,1.86323e-07,0,0,False,69.0|274,719
8|719|vc|6|2|274,0,6.32316e-08,0,9.96726e-08,0.149588,0,0,0,-4.54747e-13,0,6.43929e-14,-1.64973e-07,0,0,False,69.0|274,719
8|719|vc|7|2|274,0,1.84966e-07,0,-1.29708e-07,0.280806,0,0,0,2.27374e-13,0,-5.94635e-13,-2.0429e-07,0,0,False,69.0|274,719
8|719|vc|8|2|274,0,2.38848e-07,0,3.43326e-07,0.122134,0,0,0,-4.54747e-13,0,3.61045e-13,1.14921e-07,0,0,False,69.0|274,719
8|863|sample|7|274,0,2.19207e-07,0,1.2353e-07,-0.509859,0,0,0,5.45697e-12,0,-9.37994e-12,-0.482186,0,0,True,65.0|274,863
8|863|sample|8|274,0,-2.35986e-07,0,1.01424e-07,-0.462547,0,0,0,3.11502e-11,0,1.83095e-11,-0.463243,0,0,True,65.0|274,863
8|863|sample|6|274,0,-1.5985e-07,0,-3.14332e-07,-0.301399,0,0,0,1.13687e-12,0,2.12639e-11,-0.31208,0,0,True,65.0|274,863
8|863|sample|5|274,0,1.95723e-07,0,-2.44878e-07,-0.315042,0,0,0,5.57066e-12,0,-1.77441e-12,-0.334619,0,0,True,65.0|274,863
8|863|sample|11|274,0,1.61605e-07,0,1.43926e-08,0.988345,0,0,0,8.18545e-12,0,1.17346e-11,1.02645,0,0,True,28.0|274,863
8|863|sample|12|274,0,2.72469e-07,0,-3.59804e-07,0.974638,0,0,0,-1.09139e-11,0,-1.13767e-11,0.988026,0,0,True,28.0|274,863
8|863|sample|9|274,0,3.58862e-08,0,3.88407e-08,0.93398,0,0,0,-9.20863e-12,0,5.68834e-12,0.945944,0,0,True,28.0|274,863
8|863|sample|10|274,0,1.10907e-07,0,-2.7205e-07,0.891843,0,0,0,6.36646e-12,0,1.86462e-11,0.908713,0,0,True,28.0|274,863
8|863|sample|3|274,0,-2.29647e-07,0,1.72701e-07,0.677241,0,0,0,-4.54747e-12,0,-1.31468e-11,0.721633,0,0,True,22.0|274,863
8|863|sample|4|274,0,2.62884e-07,0,-7.47046e-09,0.586524,0,0,0,-2.72848e-12,0,-1.55844e-11,0.615361,0,0,True,22.0|274,863
8|863|cc|1|1|274,0,6.31999e-08,0,1.78381e-07,0.0480012,0,0,0,2.27374e-13,0,-7.15206e-13,-3.59811e-07,0,0,False,69.0|274,863
8|863|cc|2|1|274,0,1.92499e-07,0,-3.96232e-08,0.137224,0,0,0,-2.27374e-13,0,-7.14762e-13,-4.31116e-07,0,0,False,69.0|274,863
8|863|cc|3|1|274,0,-2.6657e-08,0,7.13014e-08,0.114676,0,0,0,1.13687e-13,0,1.19504e-12,4.63362e-08,0,0,False,69.0|274,863
8|863|cc|4|1|274,0,2.32279e-07,0,1.08423e-07,-0.0259696,0,0,0,-2.27374e-13,0,7.46736e-13,3.41651e-07,0,0,False,69.0|274,863
8|863|cc|5|1|274,0,-1.80742e-07,0,-1.08302e-08,0.0793805,0,0,0,-3.41061e-13,0,2.28928e-13,4.05312e-07,0,0,False,69.0|274,863
8|863|cc|6|1|274,0,6.48056e-08,0,-2.69954e-07,0.0244423,0,0,0,-1.13687e-13,0,8.87734e-13,2.49794e-07,0,0,False,69.0|274,863
8|863|cc|7|1|274,0,7.09721e-08,0,-1.55849e-07,-0.0446386,0,0,0,-5.68434e-13,0,-1.11688e-13,3.59717e-07,0,0,False,69.0|274,863
8|863|cc|8|1|274,0,-2.43669e-07,0,4.23873e-08,0.153392,0,0,0,-3.41061e-13,0,1.83631e-13,1.27238e-06,0,0,False,69.0|274,863
8|863|vc|1|2|274,0,-3.42591e-08,0,-5.7922e-08,0.0179303,0,0,0,3.41061e-13,0,-1.50546e-13,-3.22502e-07,0,0,False,69.0|274,863
8|863|vc|2|2|274,0,-2.16365e-07,0,6.32166e-08,0.109836,0,0,0,2.27374e-13,0,2.90878e-13,5.13505e-07,0,0,False,69.0|274,863
8|863|vc|3|2|274,0,1.16976e-07,0,2.23687e-07,-0.115957,0,0,0,6.82121e-13,0,4.04565e-13,2.89361e-07,0,0,False,69.0|274,863
8|863|vc|4|2|274,0,1.39287e-07,0,-2.71697e-07,0.0864052,0,0,0,-5.68434e-13,0,9.08162e-14,5.37957e-07,0,0,False,69.0|274,863
8|863|vc|5|2|274,0,1.82478e-07,0,1.04262e-07,0.0486412,0,0,0,6.82121e-13,0,-2.27374e-13,7.96441e-08,0,0,False,69.0|274,863
8|863|vc|6|2|274,0,-2.61475e-07,0,1.63827e-07,0.100952,0,0,0,-2.27374e-13,0,-5.55112e-13,2.83608e-07,0,0,False,69.0|274,863
8|863|vc|7|2|274,0,-7.37912e-08,0,2.64574e-07,-0.121506,0,0,0,-3.41061e-13,0,5.81757e-13,2.49121e-08,0,0,False,69.0|274,863
8|863|vc|8|2|274,0,3.3999e-08,0,2.67032e-07,-0.204698,0,0,0,2.27374e-13,0,-5.10703e-13,3.87687e-07,0,0,False,69.0|274,863
8|488|sample|6|322,0,2.57572e-09,0,2.84382e-07,-1.20345,0,0,0,1.20508e-11,0,7.40563e-12,-1.19094,0,0,True,55.0|322,488
8|488|sample|5|322,0,-5.90479e-08,0,2.39218e-07,-1.18376,0,0,0,1.79625e-11,0,-2.84972e-11,-1.16544,0,0,True,55.0|322,488
8|488|sample|4|322,0,2.56523e-07,0,-4.34e-07,-1.2501,0,0,0,-7.50333e-12,0,2.85016e-12,-1.19085,0,0,True,55.0|322,488
8|488|sample|3|322,0,2.50359e-07,0,-5.6529e-08,-1.12394,0,0,0,9.32232e-12,0,-2.80753e-12,-1.10477,0,0,True,55.0|322,488
8|488|sample|10|322,0,-1.76978e-07,0,-5.32234e-07,-1.32109,0,0,0,-7.7307e-12,0,-4.85079e-12,-1.3297,0,0,True,32.0|322,488
8|488|sample|9|322,0,2.02429e-07,0,2.1759e-07,-1.36345,0,0,0,1.13687e-12,0,9.92628e-12,-1.35681,0,0,True,32.0|322,488
8|488|sample|8|322,0,-2.99586e-07,0,-1.37686e-07,-1.34431,0,0,0,2.0691e-11,0,4.06155e-11,-1.35576,0,0,True,32.0|322,488
8|488|sample|7|322,0,-1.52827e-07,0,2.67147e-07,-1.37207,0,0,0,4.77485e-12,0,1.67146e-11,-1.37033,0,0,True,32.0|322,488
8|488|sample|11|322,0,-7.5909e-08,0,-7.55378e-08,-1.24627,0,0,0,-1.06866e-11,0,2.31837e-11,-1.25149,0,0,True,22.0|322,488
8|488|sample|12|322,0,-1.49114e-07,0,-5.27905e-08,-1.12893,0,0,0,-1.58025e-11,0,-2.50839e-11,-1.13428,0,0,True,22.0|322,488
8|488|cc|1|1|322,0,-5.43583e-09,0,-2.66737e-07,-0.263193,0,0,0,-2.27374e-13,0,3.55271e-15,-1.10942e-06,0,0,False,69.0|322,488
8|488|cc|2|1|322,0,1.37368e-08,0,-7.92682e-08,0.0187245,0,0,0,-2.27374e-13,0,-3.11751e-13,-6.09246e-07,0,0,False,69.0|322,488
8|488|cc|3|1|322,0,-1.44854e-08,0,3.9187e-07,0.0806572,0,0,0,3.41061e-13,0,-3.49498e-13,4.16315e-07,0,0,False,69.0|322,488
8|488|cc|4|1|322,0,-2.89606e-07,0,2.85723e-07,0.0272351,0,0,0,0.0,0,-2.50466e-13,-2.79103e-07,0,0,False,69.0|322,488
8|488|cc|5|1|322,0,-1.16404e-07,0,1.37331e-07,-0.142952,0,0,0,2.27374e-13,0,-7.63833e-14,4.31577e-07,0,0,False,69.0|322,488
8|488|cc|6|1|322,0,-2.37748e-07,0,-5.52046e-08,0.176412,0,0,0,1.13687e-13,0,1.59872e-14,-1.8955e-07,0,0,False,69.0|322,488
8|488|cc|7|1|322,0,2.50535e-07,0,-1.81928e-07,0.13678,0,0,0,-3.41061e-13,0,-9.26814e-13,6.26667e-07,0,0,False,69.0|322,488
8|488|cc|8|1|322,0,-6.18771e-08,0,-1.58412e-07,0.0878528,0,0,0,6.82121e-13,0,2.93099e-13,-1.82018e-07,0,0,False,69.0|322,488
8|488|vc|1|2|322,0,-1.90729e-08,0,-1.84707e-07,-0.0500084,0,0,0,2.27374e-13,0,1.92735e-13,-1.23667e-07,0,0,False,69.0|322,488
8|488|vc|2|2|322,0,-1.32567e-07,0,1.43632e-07,0.0296822,0,0,0,3.41061e-13,0,2.77112e-13,-4.28961e-07,0,0,False,69.0|322,488
8|488|vc|3|2|322,0,1.05151e-07,0,-8.25046e-08,-0.0395334,0,0,0,0.0,0,1.5099e-13,-2.50992e-07,0,0,False,69.0|322,488
8|488|vc|4|2|322,0,6.47872e-08,0,1.32383e-07,-0.110506,0,0,0,0.0,0,1.51879e-13,-1.99323e-07,0,0,False,69.0|322,488
8|488|vc|5|2|322,0,-8.3873e-09,0,-1.99132e-07,0.0451461,0,0,0,3.41061e-13,0,5.48006e-13,-9.96061e-08,0,0,False,69.0|322,488
8|488|vc|6|2|322,0,1.40345e-08,0,-2.60541e-07,0.131786,0,0,0,2.27374e-13,0,1.04539e-12,-3.73055e-07,0,0,False,69.0|322,488
8|488|vc|7|2|322,0,4.04088e-07,0,6.53085e-09,-0.0520395,0,0,0,1.13687e-13,0,1.94689e-12,8.26271e-08,0,0,False,69.0|322,488
8|488|vc|8|2|322,0,5.31456e-07,0,2.18713e-07,-0.0833447,0,0,0,-2.27374e-13,0,1.19016e-13,3.17295e-07,0,0,False,69.0|322,488
8|152|sample|8|322,0,-3.52161e-08,0,-1.01837e-07,-0.917617,0,0,0,8.6402e-12,0,-3.16491e-11,-0.918123,0,0,True,65.0|322,152
8|152|sample|7|322,0,5.42433e-08,0,1.81589e-07,-0.968495,0,0,0,1.65983e-11,0,9.20888e-12,-0.971576,0,0,True,65.0|322,152
8|152|sample|6|322,0,-3.98247e-07,0,-1.42811e-07,-0.956944,0,0,0,-2.70575e-11,0,2.04204e-11,-0.944732,0,0,True,65.0|322,152
8|152|sample|5|322,0,4.65715e-07,0,-2.28377e-07,-0.873094,0,0,0,6.36646e-12,0,1.72491e-11,-0.874537,0,0,True,65.0|322,152
8|152|sample|12|322,0,2.36728e-07,0,-3.01919e-07,-0.685945,0,0,0,-2.22826e-11,0,1.87177e-11,-0.692118,0,0,True,28.0|322,152
8|152|sample|11|322,0,-2.56901e-07,0,1.31202e-07,-0.808034,0,0,0,-9.32232e-12,0,-2.39111e-11,-0.793876,0,0,True,28.0|322,152
8|152|sample|10|322,0,-9.82028e-08,0,-3.83257e-08,-0.803374,0,0,0,1.25056e-11,0,2.22489e-12,-0.786971,0,0,True,28.0|322,152
8|152|sample|9|322,0,-9.23828e-08,0,-1.07992e-08,-0.877749,0,0,0,6.82121e-13,0,-2.02816e-12,-0.870177,0,0,True,28.0|322,152
8|152|sample|3|322,0,1.75352e-07,0,-4.71507e-08,-1.31267,0,0,0,3.09228e-11,0,-2.4144e-11,-1.32948,0,0,True,22.0|322,152
8|152|sample|4|322,0,-1.86518e-07,0,2.23247e-07,-1.39439,0,0,0,-3.50155e-11,0,-3.82385e-11,-1.39192,0,0,True,22.0|322,152
8|152|cc|1|1|322,0,2.20625e-07,0,3.18061e-07,-0.225967,0,0,0,2.27374e-13,0,4.79616e-14,4.41374e-07,0,0,False,69.0|322,152
8|152|cc|2|1|322,0,2.50851e-07,0,1.59193e-07,0.0376571,0,0,0,3.41061e-13,0,-6.17728e-13,-2.29952e-07,0,0,False,69.0|322,152
8|152|cc|3|1|322,0,2.16778e-07,0,-2.47809e-08,-0.0248184,0,0,0,-4.54747e-13,0,4.5608e-13,-2.65091e-07,0,0,False,69.0|322,152
8|152|cc|4|1|322,0,-3.48085e-07,0,-2.77463e-08,0.00171717,0,0,0,2.27374e-13,0,-4.61853e-14,4.11768e-07,0,0,False,69.0|322,152
8|152|cc|5|1|322,0,-1.36056e-07,0,-2.98788e-07,0.2472,0,0,0,2.27374e-13,0,-3.10862e-14,1.8279e-07,0,0,False,69.0|322,152
8|152|cc|6|1|322,0,6.88675e-08,0,1.5672e-07,0.0389563,0,0,0,5.68434e-13,0,-5.59552e-13,-2.03049e-07,0,0,False,69.0|322,152
8|152|cc|7|1|322,0,1.7857e-07,0,5.17956e-08,-0.0575947,0,0,0,1.13687e-12,0,-1.01252e-12,-3.8478e-07,0,0,False,69.0|322,152
8|152|cc|8|1|322,0,-3.7813e-08,0,-9.21328e-08,0.0345603,0,0,0,3.41061e-13,0,3.81029e-13,1.8868e-07,0,0,False,69.0|322,152
8|152|vc|1|2|322,0,-1.89567e-07,0,6.36748e-08,-0.0141495,0,0,0,4.54747e-13,0,3.06422e-13,-3.10663e-07,0,0,False,69.0|322,152
8|152|vc|2|2|322,0,-2.67899e-07,0,-1.71598e-08,0.259944,0,0,0,6.82121e-13,0,-1.84741e-13,9.14071e-08,0,0,False,69.0|322,152
8|152|vc|3|2|322,0,7.82565e-10,0,-2.05721e-07,0.169347,0,0,0,2.27374e-13,0,-1.42109e-14,2.23387e-07,0,0,False,69.0|322,152
8|152|vc|4|2|322,0,-9.01049e-08,0,-2.9352e-07,0.0599561,0,0,0,-4.54747e-13,0,6.31495e-13,3.84227e-07,0,0,False,69.0|322,152
8|152|vc|5|2|322,0,1.96964e-08,0,3.7096e-07,-0.0989723,0,0,0,2.27374e-13,0,-3.63265e-13,7.73294e-08,0,0,False,69.0|322,152
8|152|vc|6|2|322,0,-1.30802e-07,0,-1.49956e-07,0.0286416,0,0,0,-2.27374e-13,0,-4.55636e-13,4.04157e-08,0,0,False,69.0|322,152
8|152|vc|7|2|322,0,-1.01266e-07,0,8.64304e-08,-0.0118161,0,0,0,0.0,0,-7.42961e-13,2.50589e-07,0,0,False,69.0|322,152
8|152|vc|8|2|322,0,-2.14048e-07,0,-1.35437e-07,-0.0125328,0,0,0,-2.27374e-13,0,9.01501e-14,3.40331e-07,0,0,False,69.0|322,152
8|847|sample|6|69,0,-3.43455e-07,0,9.93069e-08,-2.3779,0,0,0,-5.93445e-11,0,1.45441e-10,-2.3813,0,0,True,55.0|69,847
8|847|sample|3|69,0,3.22079e-07,0,-4.39457e-08,-2.27629,0,0,0,-9.32232e-12,0,2.74092e-12,-2.29283,0,0,True,55.0|69,847
8|847|sample|4|69,0,6.27183e-08,0,3.44175e-07,-2.2697,0,0,0,-1.18234e-11,0,-6.45572e-12,-2.28143,0,0,True,55.0|69,847
8|847|sample|10|69,0,2.36441e-07,0,8.39581e-08,0.518912,0,0,0,1.00044e-11,0,-1.52398e-11,0.530713,0,0,True,32.0|69,847
8|847|sample|9|69,0,1.04213e-07,0,2.11728e-07,0.45327,0,0,0,6.9349e-12,0,1.8288e-11,0.472138,0,0,True,32.0|69,847
8|847|sample|7|69,0,3.27036e-07,0,2.96573e-07,0.30515,0,0,0,-1.36424e-12,0,7.2338e-12,0.323143,0,0,True,32.0|69,847
8|847|sample|8|69,0,4.45333e-08,0,-7.46615e-08,0.360201,0,0,0,-2.18279e-11,0,-5.68459e-11,0.366664,0,0,True,32.0|69,847
8|847|sample|12|69,0,1.29715e-07,0,2.08462e-08,0.796764,0,0,0,-5.00222e-12,0,3.37064e-12,0.830468,0,0,True,22.0|69,847
8|847|sample|11|69,0,2.05048e-07,0,4.79445e-08,0.799781,0,0,0,1.04592e-11,0,2.69393e-11,0.825161,0,0,True,22.0|69,847
8|847|sample|5|69,0,4.96037e-08,0,-4.90637e-07,-2.4275,0,0,0,-7.04858e-12,0,-6.7756e-11,-2.42353,0,0,True,55.0|69,847
8|847|cc|1|1|69,0,-1.16949e-07,0,-2.08745e-07,-0.157367,0,0,0,4.54747e-13,0,2.08833e-13,3.21162e-07,0,0,False,69.0|69,847
8|847|cc|2|1|69,0,1.96825e-07,0,3.20665e-08,0.0247165,0,0,0,-6.82121e-13,0,-3.24962e-13,1.94977e-07,0,0,False,69.0|69,847
8|847|cc|3|1|69,0,3.56065e-07,0,-3.41481e-07,0.069255,0,0,0,1.13687e-12,0,-5.63105e-13,2.51388e-07,0,0,False,69.0|69,847
8|847|cc|4|1|69,0,-1.59255e-07,0,-1.5476e-07,0.103118,0,0,0,5.68434e-13,0,-8.31335e-13,3.78665e-08,0,0,False,69.0|69,847
8|847|cc|5|1|69,0,-3.29484e-08,0,-1.19399e-07,-0.0516818,0,0,0,6.82121e-13,0,-1.11577e-13,3.63659e-07,0,0,False,69.0|69,847
8|847|cc|6|1|69,0,2.23789e-08,0,-4.40221e-07,-0.067066,0,0,0,-7.95808e-13,0,3.23297e-13,1.12478e-07,0,0,False,69.0|69,847
8|847|cc|7|1|69,0,-1.53906e-07,0,3.70802e-08,-0.117108,0,0,0,-4.54747e-13,0,-2.6068e-13,2.40425e-07,0,0,False,69.0|69,847
8|847|cc|8|1|69,0,1.31636e-07,0,-3.12224e-07,0.0476264,0,0,0,-4.54747e-13,0,7.34079e-13,-2.38887e-07,0,0,False,69.0|69,847
8|847|vc|1|2|69,0,-3.1407e-07,0,2.07321e-07,-0.0609683,0,0,0,-4.54747e-13,0,3.87468e-14,1.29461e-07,0,0,False,69.0|69,847
8|847|vc|2|2|69,0,1.64625e-08,0,-1.19516e-07,-0.0144396,0,0,0,0.0,0,-1.63536e-13,-3.15345e-07,0,0,False,69.0|69,847
8|847|vc|3|2|69,0,5.56634e-08,0,1.85241e-07,-0.00568897,0,0,0,6.82121e-13,0,-1.32916e-12,-7.70758e-08,0,0,False,69.0|69,847
8|847|vc|4|2|69,0,-2.34883e-07,0,-3.13588e-07,-0.239584,0,0,0,2.27374e-13,0,1.05471e-12,-3.22573e-07,0,0,False,69.0|69,847
8|847|vc|5|2|69,0,1.15731e-07,0,7.45726e-09,-0.0962076,0,0,0,-6.82121e-13,0,8.61533e-14,-3.47618e-07,0,0,False,69.0|69,847
8|847|vc|6|2|69,0,-1.4246e-07,0,-2.56431e-07,-0.0217756,0,0,0,1.13687e-13,0,4.51639e-13,-6.0349e-07,0,0,False,69.0|69,847
8|847|vc|7|2|69,0,1.65156e-07,0,1.31006e-07,-0.00393162,0,0,0,2.38742e-12,0,3.00204e-13,-1.75347e-06,0,0,False,69.0|69,847
8|847|vc|8|2|69,0,1.00125e-07,0,2.60743e-07,0.0509958,0,0,0,3.41061e-13,0,2.29594e-13,-2.08308e-08,0,0,False,69.0|69,847
8|1241|sample|8|69,0,-3.98711e-08,0,1.14319e-07,2.08204,0,0,0,2.11458e-11,0,3.78586e-11,2.13543,0,0,True,65.0|69,1241
8|1241|sample|7|69,0,-5.47511e-07,0,-5.84536e-07,2.06966,0,0,0,-1.94404e-11,0,3.48166e-13,2.11755,0,0,True,65.0|69,1241
8|1241|sample|5|69,0,3.02435e-07,0,-5.51309e-07,1.91046,0,0,0,2.52385e-11,0,1.13891e-11,1.93849,0,0,True,65.0|69,1241
8|1241|sample|6|69,0,4.59687e-07,0,8.02553e-07,1.90934,0,0,0,-3.50155e-11,0,-4.34826e-11,1.95507,0,0,True,65.0|69,1241
8|1241|sample|11|69,0,-4.9304e-08,0,7.66521e-08,1.99579,0,0,0,-2.28511e-11,0,2.74278e-11,2.02994,0,0,True,28.0|69,1241
8|1241|sample|12|69,0,1.28594e-08,0,-2.8923e-07,1.98544,0,0,0,8.29914e-12,0,5.14788e-12,2.0307,0,0,True,28.0|69,1241
8|1241|sample|9|69,0,4.93214e-08,0,2.35871e-07,1.52645,0,0,0,-1.81899e-12,0,1.99876e-11,1.58294,0,0,True,28.0|69,1241
8|1241|sample|10|69,0,3.0895e-08,0,6.17406e-08,1.64248,0,0,0,1.13687e-12,0,1.44507e-12,1.67926,0,0,True,28.0|69,1241
8|1241|sample|3|69,0,7.43148e-08,0,2.77242e-07,0.544331,0,0,0,-1.65983e-11,0,2.67786e-12,0.547193,0,0,True,22.0|69,1241
8|1241|sample|4|69,0,2.20193e-07,0,-3.63956e-08,0.532943,0,0,0,1.71667e-11,0,2.28191e-11,0.564531,0,0,True,22.0|69,1241
8|1241|cc|1|1|69,0,-1.08548e-07,0,-3.66153e-07,0.0357747,0,0,0,0.0,0,-2.62013e-13,2.80352e-07,0,0,False,69.0|69,1241
