id,f_SAEM,h_SAEM,L_gap_SAEM,f_mode,h_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.512988,1.43679,-1.55001,0.514963,1.44269,-1.78667,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.295955,1.43679,-2.02821,0.295017,1.44269,-1.78599,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.580196,1.43679,-1.34841,0.578172,1.44269,-1.7834,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.602483,1.43679,-1.96899,0.607481,1.44269,-1.78233,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.40453,1.43679,-1.83461,0.398039,1.44269,-1.78849,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.374866,1.43679,-2.48425,0.372419,1.44269,-1.78738,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.527102,1.43679,-1.84392,0.523025,1.44269,-1.78283,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.618,1.43679,-1.31859,0.613904,1.44269,-1.78332,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.361828,1.43679,-1.70954,0.354284,1.44269,-1.78667,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.410361,1.43679,-1.61964,0.40728,1.44269,-1.7866,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.456242,1.70901,-1.87359,0.441842,1.70723,-1.78301,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.542571,1.70901,-1.46528,0.441842,1.70723,-1.78301,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.562308,1.70901,-1.71022,0.441842,1.70723,-1.783,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.580975,1.70901,-1.94425,0.441842,1.70723,-1.78301,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.521103,1.70901,-1.52207,0.441842,1.70723,-1.78301,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.61876,1.70901,-1.55063,0.441842,1.70723,-1.78301,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.538663,1.70901,-1.63019,0.441842,1.70723,-1.78301,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.594616,1.70901,-1.79665,0.441842,1.70723,-1.78301,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.526613,1.70901,-1.95064,0.441842,1.70723,-1.78301,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.562752,1.70901,-1.79232,0.441842,1.70723,-1.78301,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.499778,1.70901,-1.81336,0.441841,1.70723,-1.78301,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.574056,1.70901,-1.69206,0.441841,1.70723,-1.78301,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.51274,1.70901,-1.79549,0.441842,1.70723,-1.783,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.469203,1.70901,-1.8533,0.441842,1.70723,-1.78301,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0.572472,1.70901,-1.64909,0.441842,1.70723,-1.78301,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.574483,1.70901,-1.81799,0.441842,1.70723,-1.78301,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.18014,1.11116,-2.08456,0.181943,1.11505,-1.78803,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.207686,1.11116,-2.07506,0.201793,1.11505,-1.78673,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.195043,1.11116,-1.97112,0.192091,1.11505,-1.78297,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.176675,1.11116,-2.08852,0.173168,1.11505,-1.78297,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.059099,1.11116,-2.46116,0.0578816,1.11505,-1.78654,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0.0690862,1.11116,-1.54872,0.068802,1.11505,-1.78788,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0.0692799,1.11116,-1.14752,0.0673384,1.11505,-1.78499,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0.0798046,1.11116,-2.44694,0.0798488,1.11505,-1.78585,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.143678,1.11116,-1.53579,0.142078,1.11505,-1.78001,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.166867,1.11116,-1.98547,0.159689,1.11505,-1.78254,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0.138968,1.11116,-1.81322,0.11496,1.11505,-1.783,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0.167514,1.11116,-1.82056,0.11496,1.11505,-1.78301,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0.127092,1.11116,-1.92937,0.11496,1.11505,-1.78301,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0.138032,1.11116,-1.6784,0.11496,1.11505,-1.783,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0.14012,1.11116,-1.83537,0.11496,1.11505,-1.78301,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0.135815,1.11116,-1.92923,0.11496,1.11505,-1.78301,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0.14113,1.11116,-1.90574,0.11496,1.11505,-1.78301,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0.135957,1.11116,-1.51142,0.11496,1.11505,-1.78301,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0.128374,1.11116,-1.72815,0.11496,1.11505,-1.78301,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,0.113637,1.11116,-2.00534,0.11496,1.11505,-1.78301,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,0.127148,1.11116,-1.93789,0.11496,1.11505,-1.78301,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,0.142147,1.11116,-1.82165,0.11496,1.11505,-1.78301,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,0.139393,1.11116,-1.58122,0.11496,1.11505,-1.78301,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,0.126411,1.11116,-2.00431,0.11496,1.11505,-1.783,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,0.13046,1.11116,-2.09295,0.11496,1.11505,-1.78301,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,0.145795,1.11116,-1.81911,0.11496,1.11505,-1.78301,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,0.154106,1.87213,-2.578,0.14889,1.88095,-1.78418,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,0.146328,1.87213,-2.21771,0.145272,1.88095,-1.7806,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,0.148368,1.87213,-0.9958,0.147533,1.88095,-1.78374,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,0.141803,1.87213,-2.22299,0.140524,1.88095,-1.78375,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,0.0328436,1.7076,-2.01518,0.0327116,1.70597,-1.78693,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,0.0398052,1.7076,-2.88066,0.0395959,1.70597,-1.78504,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,0.0623612,1.7076,-1.42569,0.0597502,1.70597,-1.78634,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,0.064841,1.7076,-1.32714,0.0646709,1.70597,-1.78654,28.0|276,1056
8|1056|8|1056|sample|4|276|4|276|22.0,0.127118,1.85664,-2.15381,0.127047,1.86455,-1.78296,22.0|276,1056
8|1056|8|1056|sample|3|276|3|276|22.0,0.114019,1.85664,-1.34456,0.113798,1.86455,-1.78401,22.0|276,1056
8|1056|8|1056|cc|1|1|276|1|276|69.0,0.106878,1.70913,-1.73657,0.0883304,1.70735,-1.78301,69.0|276,1056
8|1056|8|1056|cc|2|1|276|1|276|69.0,0.113854,1.70913,-1.76375,0.0883304,1.70735,-1.78301,69.0|276,1056
8|1056|8|1056|cc|3|1|276|1|276|69.0,0.100663,1.70913,-1.85629,0.0883304,1.70735,-1.78301,69.0|276,1056
8|1056|8|1056|cc|4|1|276|1|276|69.0,0.106707,1.70913,-1.64793,0.0883304,1.70735,-1.783,69.0|276,1056
8|1056|8|1056|cc|5|1|276|1|276|69.0,0.0933002,1.70913,-1.66812,0.0883304,1.70735,-1.78301,69.0|276,1056
8|1056|8|1056|cc|6|1|276|1|276|69.0,0.10321,1.70913,-1.86727,0.0883304,1.70735,-1.78301,69.0|276,1056
8|1056|8|1056|cc|7|1|276|1|276|69.0,0.104288,1.70913,-1.73969,0.0883304,1.70735,-1.78301,69.0|276,1056
8|1056|8|1056|cc|8|1|276|1|276|69.0,0.121615,1.70913,-1.76767,0.0883304,1.70735,-1.783,69.0|276,1056
8|1056|8|1056|vc|1|2|276|2|276|69.0,0.128893,1.70913,-1.75615,0.0883304,1.70735,-1.78301,69.0|276,1056
8|1056|8|1056|vc|2|2|276|2|276|69.0,0.0981855,1.70913,-1.98139,0.0883304,1.70735,-1.78301,69.0|276,1056
8|1056|8|1056|vc|3|2|276|2|276|69.0,0.103581,1.70913,-1.70879,0.0883304,1.70735,-1.78301,69.0|276,1056
8|1056|8|1056|vc|4|2|276|2|276|69.0,0.104352,1.70913,-1.7944,0.0883304,1.70735,-1.78301,69.0|276,1056
8|1056|8|1056|vc|5|2|276|2|276|69.0,0.102978,1.70913,-1.66173,0.0883303,1.70735,-1.78301,69.0|276,1056
8|1056|8|1056|vc|6|2|276|2|276|69.0,0.105746,1.70913,-1.76191,0.0883304,1.70735,-1.78301,69.0|276,1056
8|1056|8|1056|vc|7|2|276|2|276|69.0,0.10596,1.70913,-1.56869,0.0883304,1.70735,-1.78301,69.0|276,1056
8|1056|8|1056|vc|8|2|276|2|276|69.0,0.128556,1.70913,-1.66153,0.0883304,1.70735,-1.78301,69.0|276,1056
8|462|8|462|sample|6|292|6|292|55.0,0.1997,0.370959,-1.93805,0.193161,0.372298,-1.783,55.0|292,462
8|462|8|462|sample|5|292|5|292|55.0,0.26672,0.370959,-1.84302,0.252765,0.372298,-1.78298,55.0|292,462
