id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,1.16141,5.55883e-10,0,0,1.17072,-1.61648e-13,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,1.51318,-1.35565e-09,0,0,1.49464,1.7808e-13,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,1.10848,-6.902e-09,0,0,1.1121,-2.65565e-13,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,1.07513,1.09967e-10,0,0,1.06898,-1.52767e-13,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,1.32587,6.54721e-09,0,0,1.32203,-1.06581e-14,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,1.37434,-1.26506e-08,0,0,1.36371,1.71418e-13,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,1.14326,1.55143e-09,0,0,1.15436,2.11386e-13,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,1.07239,-4.45413e-09,0,0,1.07322,8.88178e-16,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,1.37299,-2.83342e-09,0,0,1.37488,3.79252e-13,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,1.30615,8.66325e-09,0,0,1.30432,-1.37668e-13,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-0.00745261,6.11816e-09,0,0,7.18878e-08,-5.32907e-15,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,0.243897,7.38144e-10,0,0,-6.90061e-09,-3.9968e-15,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-0.08017,-9.88459e-10,0,0,-2.19748e-07,-8.88178e-15,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,0.218092,1.17514e-09,0,0,-5.30321e-07,3.9968e-15,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-0.0200582,-2.53133e-09,0,0,-5.35323e-07,-7.10543e-15,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,0.208278,-1.90775e-09,0,0,2.40676e-07,1.06581e-14,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,-0.0130682,-3.26287e-09,0,0,2.62454e-07,3.55271e-15,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-0.0152019,7.39928e-10,0,0,-2.84435e-08,-6.21725e-15,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,0.155721,-7.03619e-10,0,0,3.34083e-07,-7.99361e-15,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,-0.09168,2.43187e-09,0,0,8.87835e-08,5.77316e-15,69.0|274,411
