id,f_SAEM,h_SAEM,s_SAEM,L_gap_SAEM,f_mode,h_mode,s_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.487067,1.29971,1.11757,-2.74019,0.480051,1.309,1.10275,-2.74019,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.487067,1.29971,1.11757,-2.74019,0.480051,1.309,1.10275,-2.74019,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.487067,1.29971,1.11757,-2.74019,0.480051,1.309,1.10275,-2.74019,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.487067,1.29971,1.11757,-2.74019,0.480051,1.309,1.10275,-2.74019,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.487067,1.29971,1.11757,-2.74019,0.480051,1.309,1.10275,-2.74019,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.487067,1.29971,1.11757,-2.74019,0.480051,1.309,1.10275,-2.74019,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.487067,1.29971,1.11757,-2.74019,0.480051,1.309,1.10275,-2.74019,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.487067,1.29971,1.11757,-2.74019,0.480051,1.309,1.10275,-2.74019,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.487067,1.29971,1.11757,-2.74019,0.480051,1.309,1.10275,-2.74019,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.487067,1.29971,1.11757,-2.74019,0.480051,1.309,1.10275,-2.74019,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.487022,0.906241,1.11757,-3.47593,0.480013,0.911355,1.10275,-3.47593,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.487022,0.906241,1.11757,-3.47593,0.480013,0.911355,1.10275,-3.47593,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.487022,0.906241,1.11757,-3.47593,0.480013,0.911355,1.10275,-3.47593,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.487022,0.906241,1.11757,-3.47593,0.480013,0.911355,1.10275,-3.47593,69.0|274,411
