id,L_gap_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_gap_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,7.28493e-05,1.72326,0.695329,0.0699621,0.592432,7.43209e-05,1.58264,0.607736,0.0700581,0.59127,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,7.28493e-05,1.77393,0.411311,0.0699621,0.592432,7.43209e-05,1.60193,0.348883,0.0700581,0.59127,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,7.28493e-05,1.45429,0.634552,0.0699621,0.592432,7.43209e-05,1.49409,0.62687,0.0700581,0.59127,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,7.28493e-05,1.34971,0.61857,0.0699621,0.592432,7.43209e-05,1.33035,0.575264,0.0700581,0.59127,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,7.28493e-05,1.65941,0.50153,0.0699621,0.592432,7.43209e-05,1.59337,0.472667,0.0700581,0.59127,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,7.28493e-05,1.63603,0.461446,0.0699621,0.592432,7.43209e-05,1.62999,0.451758,0.0700581,0.59127,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,7.28493e-05,1.39761,0.53462,0.0699621,0.592432,7.43209e-05,1.4385,0.54547,0.0700581,0.59127,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,7.28493e-05,1.58247,0.737816,0.0699621,0.592432,7.43209e-05,1.4971,0.667349,0.0700581,0.59127,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,7.28493e-05,1.41409,0.351701,0.0699621,0.592432,7.43209e-05,1.48445,0.371647,0.0700581,0.59127,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,7.28493e-05,1.58958,0.486482,0.0699621,0.592432,7.43209e-05,1.51274,0.450722,0.0700581,0.59127,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,7.28595e-05,1.85021,3974.3,0.0699621,0.592432,7.43314e-05,1.63057,405.75,0.0700581,0.59127,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,7.28595e-05,1.77036,3655.21,0.0699621,0.592432,7.43314e-05,1.63057,405.751,0.0700581,0.59127,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,7.28595e-05,1.84328,1964.72,0.0699621,0.592432,7.43314e-05,1.63057,405.75,0.0700581,0.59127,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,7.28595e-05,1.88116,2656.05,0.0699621,0.592432,7.43314e-05,1.63057,405.751,0.0700581,0.59127,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,7.28595e-05,1.70526,5009.95,0.0699621,0.592432,7.43314e-05,1.63057,405.75,0.0700581,0.59127,False,69.0|274,411
