rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,-4.58385e-09,-1.21709e-08,2.27131e-10,-3.65098e-07,-13.3593,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.01718e-08,-2.10748e-08,-3.5217e-09,1.77083e-07,-23.1997,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,-1.82918e-08,1.22745e-08,-3.69808e-08,-1.07428e-07,-15.5061,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,-9.45874e-09,1.01791e-08,-8.14879e-09,1.01987e-07,-10.7575,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.09139e-08,-2.41798e-08,-1.03648e-08,3.12784e-07,-19.9578,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,2.39379e-08,-1.55032e-08,-1.46833e-08,4.12312e-07,-11.3954,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,-9.24047e-09,3.92829e-08,1.7548e-08,-1.19346e-07,-20.1404,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,3.97558e-08,2.15477e-08,3.05567e-08,2.49879e-07,-16.9595,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,3.14467e-08,-2.5284e-10,3.53616e-08,-1.97459e-07,-7.90523,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,3.42843e-08,3.2036e-08,5.04223e-09,6.14178e-07,-21.3037,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,4.16185e-09,-4.90363e-08,-2.04937e-08,-8.5213e-08,20.5897,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.31404e-08,2.88437e-08,-2.63101e-08,1.94076e-07,-1.57996,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,-3.0006e-08,-3.47227e-08,1.40949e-08,-5.41232e-07,27.2261,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-1.55997e-08,2.72685e-08,-2.47951e-08,6.08134e-08,-10.719,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,-1.18744e-08,6.77028e-09,4.64523e-08,-2.30142e-08,-11.9765,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,3.42989e-08,2.70429e-08,1.54933e-08,-8.20451e-08,19.6232,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,9.16771e-10,2.69465e-08,-6.15463e-09,2.73864e-07,27.8345,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,4.50091e-08,1.03992e-08,1.86512e-09,3.83715e-08,-7.8211,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-2.99624e-08,-4.38995e-08,1.60931e-08,6.6933e-08,-25.6304,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-4.1764e-09,-1.16506e-08,-1.46529e-08,1.57655e-09,36.0232,0,False,69.0|274,411
