id,importanceSampling
411|4,157.367220
411|3,126.738513
411|5,163.641242
411|6,163.673666
411|8,156.324235
411|7,157.032404
411|9,164.771182
411|10,163.810051
411|12,154.953123
411|11,155.860689
411|1,83.969855
411|2,116.678346
783|3,165.838768
783|4,166.559392
783|5,165.672628
783|6,167.032055
783|7,154.329426
783|8,154.374673
783|10,167.299885
783|9,167.323702
783|12,154.849144
783|11,156.753512
783|1,50.361735
783|2,157.158327
491|10,159.850863
491|9,159.148221
491|12,156.785479
491|11,156.213393
491|4,163.106742
491|3,162.720328
491|6,160.460160
491|5,158.744849
491|7,157.400333
491|8,157.612560
491|1,64.244857
491|2,151.169727
433|4,180.291979
433|3,165.148521
433|6,162.330155
433|5,174.096769
433|8,155.312688
433|7,156.730529
433|10,165.092223
433|9,159.975589
433|11,158.333608
433|12,181.308506
433|1,64.722652
433|2,165.436215
297|3,161.368048
297|4,162.359502
297|5,159.766449
297|6,159.413637
297|8,161.558670
297|7,163.455865
297|9,163.937398
297|10,161.433443
297|12,167.417050
297|11,164.258161
297|1,67.951681
297|2,149.570607
183|4,144.308332
183|3,143.593455
183|6,144.146039
183|5,143.684699
183|7,145.842356
183|8,145.134421
183|10,143.312412
183|9,143.763906
183|12,142.068989
183|11,143.380307
183|1,88.112124
183|2,121.990599
705|3,114.280924
705|4,147.359012
705|5,147.449708
705|6,147.292571
705|7,147.866460
705|8,147.494401
705|10,113.123160
705|9,144.814705
705|12,141.541768
705|11,143.425332
705|1,67.309336
705|2,125.788239
555|4,151.676640
555|3,151.583542
555|5,152.395991
555|6,152.758454
555|7,151.657427
555|8,118.440473
555|9,151.367300
555|10,151.667697
555|12,147.232881
555|11,147.824149
555|1,80.118012
555|2,136.339466
394|5,169.516661
394|6,170.890889
394|7,162.254878
394|8,161.551621
394|10,169.171796
394|9,129.189086
394|12,166.304410
394|11,167.130493
394|3,168.670876
394|4,176.711827
394|1,63.404836
394|2,142.997721
1099|3,138.406964
1099|4,138.620695
1099|5,147.181986
1099|6,147.130816
1099|8,144.311537
1099|7,145.693825
1099|9,139.388704
1099|10,139.107394
1099|11,141.650575
1099|12,141.642531
1099|1,67.613287
1099|2,120.160629
611|4,145.860952
611|3,144.915242
611|5,111.579867
611|6,144.597582
611|7,145.611645
611|8,146.352422
611|9,141.190295
611|10,142.073643
611|12,146.412078
611|11,145.944262
611|1,67.774976
611|2,93.905692
84|5,164.670918
84|6,166.009583
84|4,137.241471
84|3,168.067390
84|9,164.684106
84|10,164.427052
84|7,168.462995
84|8,136.618698
84|12,163.264190
84|11,165.953301
84|1,76.866691
84|2,156.498517
1042|8,162.828959
1042|7,165.152907
1042|6,166.602337
1042|5,166.538790
1042|12,159.051560
1042|11,162.423855
1042|9,165.759337
1042|10,133.069378
1042|4,134.624693
1042|3,134.367753
1042|1,82.941228
1042|2,158.624670
719|5,168.464834
719|6,171.852279
719|3,173.008287
719|4,172.639372
719|10,169.398738
719|9,169.405134
719|8,170.641835
719|7,140.100644
719|12,170.982826
719|11,169.658038
719|1,80.389496
719|2,165.643192
863|7,163.994074
863|8,163.536277
863|6,166.048112
863|5,166.532489
863|11,163.123961
863|12,162.413373
863|9,164.919289
863|10,165.575452
863|3,166.368709
863|4,165.050267
863|1,79.845318
863|2,156.993038
488|6,169.617664
488|5,170.474641
488|4,172.546845
488|3,172.608194
488|10,182.870670
488|9,179.076620
488|8,178.778185
488|7,178.672353
488|11,161.356056
488|12,160.053499
488|1,78.138908
488|2,155.564251
152|8,159.399518
152|7,159.339109
152|6,161.741462
152|5,131.512097
152|12,155.291434
152|11,156.362244
152|10,159.869683
152|9,128.591665
152|3,158.619188
152|4,159.299307
152|1,78.486558
152|2,121.763497
847|6,201.902493
847|3,183.561840
847|4,185.493148
847|10,137.809993
847|9,171.087039
847|7,177.375722
847|8,176.277661
847|12,174.721679
847|11,174.591883
847|5,197.367340
847|1,84.976402
847|2,162.824588
1241|8,170.451454
1241|7,169.431160
1241|5,180.209205
1241|6,181.516995
1241|11,170.850630
1241|12,167.504851
1241|9,147.136756
1241|10,174.376491
1241|3,180.243426
1241|4,182.760761
1241|1,47.574780
1241|2,162.826276
474|5,168.765048
474|6,169.422797
474|3,178.298511
474|4,175.621437
474|9,170.792063
474|10,169.873071
474|8,142.017077
474|7,172.454066
474|12,174.132223
474|11,175.598272
474|1,82.164008
474|2,161.545755
1056|8,167.832163
1056|7,168.244508
1056|6,174.347206
1056|5,176.845054
1056|12,161.492529
1056|11,163.909432
1056|10,170.851911
1056|9,170.085299
1056|4,172.270935
1056|3,175.021892
1056|1,78.147129
1056|2,161.224232
462|6,202.562910
462|5,200.845201
462|4,190.693947
462|3,157.996970
462|9,142.261951
462|10,135.665652
462|7,179.011043
462|8,179.092180
462|11,142.622680
462|12,138.696853
462|1,91.042573
462|2,161.980436
1159|8,170.169158
1159|7,170.572828
1159|5,175.880573
1159|6,176.850842
1159|11,165.460997
1159|12,163.221283
1159|9,175.136267
1159|10,171.973620
1159|4,176.572101
1159|3,175.558151
1159|1,81.207745
1159|2,130.179961
75|6,142.358574
75|5,141.476532
75|3,144.895205
75|4,144.236183
75|9,144.561637
75|10,145.917484
75|7,146.633899
75|8,114.552826
75|12,143.175144
75|11,143.271480
75|1,77.539136
75|2,125.887080
1017|7,142.133127
1017|8,142.432543
1017|5,143.048564
1017|6,144.432754
1017|12,142.065314
1017|11,142.284524
1017|10,143.505597
1017|9,144.546751
1017|4,143.423758
1017|3,142.164868
1017|1,87.611587
1017|2,135.321891
291|6,168.305174
291|5,170.697372
291|4,141.376960
291|3,173.333960
291|9,166.606932
291|10,163.240975
291|8,171.472169
291|7,169.584379
291|11,159.746370
291|12,128.806805
291|1,79.786178
291|2,159.019489
1197|7,162.586986
1197|8,162.025256
1197|6,166.889982
1197|5,169.229157
1197|12,157.429067
1197|10,162.927643
1197|9,166.309142
1197|3,166.191680
1197|4,167.776941
1197|11,157.168902
1197|1,80.951395
1197|2,157.715518
77|6,146.717472
77|5,147.236614
77|3,153.141355
77|4,155.239086
77|9,151.777937
77|10,151.639374
77|8,156.639883
77|7,157.855000
77|12,153.433568
77|11,152.936544
77|1,79.675897
77|2,142.268334
745|7,146.163771
745|8,149.325638
745|6,161.573226
745|5,158.139178
745|3,152.793704
745|11,149.741019
745|12,151.844807
745|10,154.072228
745|9,155.192035
745|4,152.285986
745|1,78.659137
745|2,141.457495
322|6,153.355636
322|5,152.871236
322|3,160.606503
322|4,162.175094
322|10,160.995603
322|9,161.054711
322|7,169.544169
322|8,169.067019
322|12,123.113453
322|11,163.497225
322|1,91.440165
322|2,174.766000
1043|6,158.948782
1043|7,150.166119
1043|8,152.387321
1043|5,154.724081
1043|11,149.459485
1043|12,152.515635
1043|10,156.023985
1043|9,158.556692
1043|4,125.041863
1043|3,157.553556
1043|1,72.650527
1043|2,152.669159
963|6,147.838154
963|5,147.633474
963|4,157.127626
963|3,155.776284
963|10,157.971591
963|9,155.766168
963|7,155.046688
963|8,157.327223
963|11,154.854221
963|12,153.446418
963|1,87.287582
963|2,112.273079
1260|8,145.645258
1260|7,113.535716
1260|6,153.254030
1260|5,152.508182
1260|11,150.005810
1260|12,150.784687
1260|10,156.957538
1260|9,156.953996
1260|4,153.323959
1260|3,152.369042
1260|1,90.339186
1260|2,144.939044
