id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,53593,780.439,1.5457,0.594474,0.203562,53593,780.439,1.5457,0.552043,0.21409,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,53593,780.439,1.5457,0.352444,0.203562,53593,780.439,1.5457,0.313449,0.21409,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,53593,780.439,1.5457,0.719834,0.203562,53593,780.439,1.5457,0.62153,0.21409,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,53593,780.439,1.5457,0.794422,0.203562,53593,780.439,1.5457,0.676921,0.21409,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,53593,780.439,1.5457,0.436135,0.203562,53593,780.439,1.5457,0.425339,0.21409,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,53593,780.439,1.5457,0.400435,0.203562,53593,780.439,1.5457,0.39533,0.21409,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,53593,780.439,1.5457,0.67303,0.203562,53593,780.439,1.5457,0.573466,0.21409,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,53593,780.439,1.5457,0.766152,0.203562,53593,780.439,1.5457,0.66119,0.21409,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,53593,780.439,1.5457,0.431932,0.203562,53593,780.439,1.5457,0.389967,0.21409,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,53593,780.439,1.5457,0.481484,0.203562,53593,780.439,1.5457,0.441376,0.21409,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,53593,777.678,-0.403621,198.192,0.203562,53593,777.678,-0.403621,1,0.21409,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,53593,777.678,-0.403621,941.983,0.203562,53593,777.678,-0.403621,1,0.21409,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,53593,777.678,-0.403621,53.7885,0.203562,53593,777.678,-0.403621,1,0.21409,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,53593,777.678,-0.403621,190.426,0.203562,53593,777.678,-0.403621,1,0.21409,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,53593,777.678,-0.403621,138.151,0.203562,53593,777.678,-0.403621,1,0.21409,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,53593,777.678,-0.403621,126.555,0.203562,53593,777.678,-0.403621,1,0.21409,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,53593,777.678,-0.403621,43.1575,0.203562,53593,777.678,-0.403621,1.00036,0.21409,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,53593,777.678,-0.403621,222.204,0.203562,53593,777.678,-0.403621,1,0.21409,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,53593,777.678,-0.403621,61.0191,0.203562,53593,777.678,-0.403621,1,0.21409,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,53593,777.678,-0.403621,62.4615,0.203562,53593,777.678,-0.403621,0.999951,0.21409,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,53593,777.678,-0.403621,75.0737,0.203562,53593,777.678,-0.403621,0.999937,0.21409,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,53593,777.678,-0.403621,150.641,0.203562,53593,777.678,-0.403621,1,0.21409,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,53593,777.678,-0.403621,2263.07,0.203562,53593,777.678,-0.403621,1,0.21409,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,53593,777.678,-0.403621,287.192,0.203562,53593,777.678,-0.403621,1,0.21409,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,53593,777.678,-0.403621,93.0306,0.203562,53593,777.678,-0.403621,0.96465,0.21409,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,53593,777.678,-0.403621,951.205,0.203562,53593,777.678,-0.403621,1,0.21409,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,53593,779.138,0.123707,0.00234326,1.02771,53593,779.138,0.123707,0.000129883,1.0262,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,53593,779.138,0.123707,0.00136181,1.02771,53593,779.138,0.123707,0.000151436,1.0262,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,53593,779.138,0.123707,0.00170994,1.02771,53593,779.138,0.123707,0.00013689,1.0262,False,6.0|233,705
