id,L_gap_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_gap_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.753734,1.56162,0.614462,0.0755041,3.27737e-09,0.753734,1.55806,0.617031,0.0753964,3.83207e-09,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.753734,1.56162,0.370551,0.0755041,3.27737e-09,0.753734,1.55806,0.347028,0.0753964,3.83207e-09,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.753734,1.56162,0.707207,0.0755041,3.27737e-09,0.753734,1.55806,0.674338,0.0753964,3.83207e-09,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.753734,1.56162,0.736248,0.0755041,3.27737e-09,0.753734,1.55806,0.727168,0.0753964,3.83207e-09,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.753734,1.56162,0.521455,0.0755041,3.27737e-09,0.753734,1.55806,0.476078,0.0753964,3.83207e-09,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.753734,1.56162,0.46383,0.0755041,3.27737e-09,0.753734,1.55806,0.442656,0.0753964,3.83207e-09,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.753734,1.56162,0.69466,0.0755041,3.27737e-09,0.753734,1.55806,0.617959,0.0753964,3.83207e-09,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.753734,1.56162,0.731793,0.0755041,3.27737e-09,0.753734,1.55806,0.709807,0.0753964,3.83207e-09,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.753734,1.56162,0.412552,0.0755041,3.27737e-09,0.753734,1.55806,0.400422,0.0753964,3.83207e-09,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.753734,1.56162,0.534439,0.0755041,3.27737e-09,0.753734,1.55806,0.479796,0.0753964,3.83207e-09,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-0.233543,1.56162,66.8897,0.0755041,3.27737e-09,-0.233543,1.55806,1,0.0753964,3.83207e-09,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-0.233543,1.56162,26.4118,0.0755041,3.27737e-09,-0.233543,1.55806,1,0.0753964,3.83207e-09,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-0.233543,1.56162,51.2157,0.0755041,3.27737e-09,-0.233543,1.55806,1,0.0753964,3.83207e-09,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-0.233543,1.56162,43.0283,0.0755041,3.27737e-09,-0.233543,1.55806,1,0.0753964,3.83207e-09,False,69.0|274,411
