id,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,275.328,0.773699,42.9619,18636.3,12.8428,275.062,0.773701,9.92136,18617.7,12.8472,False,69.0|162,84
8|84|cc|2|1|162,274.413,0.773701,41.1008,18636.3,12.8428,275.062,0.773701,9.92136,18617.7,12.8472,False,69.0|162,84
8|84|cc|3|1|162,275.624,0.773701,30.6824,18636.3,12.8428,275.062,0.773701,9.92135,18617.7,12.8472,False,69.0|162,84
8|84|cc|4|1|162,274.631,0.773701,34.597,18636.3,12.8428,275.062,0.773701,9.92135,18617.7,12.8472,False,69.0|162,84
8|84|cc|5|1|162,275.514,0.773701,42.4833,18636.3,12.8428,275.062,0.773701,9.92135,18617.7,12.8472,False,69.0|162,84
8|84|cc|6|1|162,274.408,0.773703,33.8836,18636.3,12.8428,275.062,0.773701,9.92135,18617.7,12.8472,False,69.0|162,84
8|84|cc|7|1|162,274.147,0.773702,35.9337,18636.3,12.8428,275.062,0.773701,9.92136,18617.7,12.8472,False,69.0|162,84
8|84|cc|8|1|162,274.331,0.773703,37.23,18636.3,12.8428,275.062,0.773701,9.92135,18617.7,12.8472,False,69.0|162,84
8|84|sample|10|162,274.138,1.1432,3.70033,18636.3,12.8428,275.027,1.1432,3.64566,18617.7,12.8472,True,32.0|162,84
8|84|sample|11|162,276.156,1.24885,2.23132,18636.3,12.8428,275.02,1.24885,2.26348,18617.7,12.8472,True,22.0|162,84
8|84|sample|12|162,274.244,1.24885,2.86096,18636.3,12.8428,275.042,1.24885,2.83094,18617.7,12.8472,True,22.0|162,84
8|84|sample|3|162,274.831,0.795261,1.03699,18636.3,12.8428,275.058,0.795259,1.05182,18617.7,12.8472,True,55.0|162,84
8|84|sample|4|162,275.442,0.79526,1.21849,18636.3,12.8428,275.058,0.795259,1.21078,18617.7,12.8472,True,55.0|162,84
8|84|sample|5|162,276.501,0.795259,1.14478,18636.3,12.8428,275.116,0.795259,1.13308,18617.7,12.8472,True,55.0|162,84
8|84|sample|6|162,273.584,0.79526,0.873926,18636.3,12.8428,275.08,0.795259,0.904959,18617.7,12.8472,True,55.0|162,84
8|84|sample|7|162,274.482,1.1432,2.9394,18636.3,12.8428,275.031,1.1432,2.97757,18617.7,12.8472,True,32.0|162,84
8|84|sample|8|162,275.348,1.1432,3.28252,18636.3,12.8428,275.035,1.1432,3.18316,18617.7,12.8472,True,32.0|162,84
8|84|sample|9|162,275.283,1.1432,3.52588,18636.3,12.8428,275.018,1.1432,3.56308,18617.7,12.8472,True,32.0|162,84
8|84|vc|1|2|162,274.206,0.773701,35.5372,18636.3,12.8428,275.062,0.773701,9.92135,18617.7,12.8472,False,69.0|162,84
8|84|vc|2|2|162,276.424,0.773701,49.6006,18636.3,12.8428,275.062,0.773701,9.92135,18617.7,12.8472,False,69.0|162,84
8|84|vc|3|2|162,274.945,0.773702,32.8791,18636.3,12.8428,275.062,0.773701,9.92135,18617.7,12.8472,False,69.0|162,84
8|84|vc|4|2|162,274.997,0.773702,57.5624,18636.3,12.8428,275.062,0.773701,9.92136,18617.7,12.8472,False,69.0|162,84
8|84|vc|5|2|162,275.448,0.773702,35.8596,18636.3,12.8428,275.062,0.773701,9.92136,18617.7,12.8472,False,69.0|162,84
8|84|vc|6|2|162,275.201,0.773701,21.6057,18636.3,12.8428,275.062,0.773701,9.92135,18617.7,12.8472,False,69.0|162,84
8|84|vc|7|2|162,275.815,0.773702,30.0213,18636.3,12.8428,275.062,0.773701,9.92136,18617.7,12.8472,False,69.0|162,84
8|84|vc|8|2|162,274.449,0.7737,85.6236,18636.3,12.8428,275.062,0.773701,9.92135,18617.7,12.8472,False,69.0|162,84
8|719|cc|1|1|274,274.897,1.79031,36.8181,18636.3,12.8428,275.062,1.79031,9.92135,18617.7,12.8472,False,69.0|274,719
8|719|cc|2|1|274,275.555,1.79031,30.9727,18636.3,12.8428,275.062,1.79031,9.92135,18617.7,12.8472,False,69.0|274,719
8|719|cc|3|1|274,274.606,1.79031,51.4843,18636.3,12.8428,275.062,1.79031,9.92136,18617.7,12.8472,False,69.0|274,719
8|719|cc|4|1|274,275.319,1.79032,44.8745,18636.3,12.8428,275.062,1.79031,9.92136,18617.7,12.8472,False,69.0|274,719
8|719|cc|5|1|274,275.235,1.79031,53.8037,18636.3,12.8428,275.062,1.79031,9.92135,18617.7,12.8472,False,69.0|274,719
8|719|cc|6|1|274,274.91,1.79031,30.8112,18636.3,12.8428,275.062,1.79031,9.92135,18617.7,12.8472,False,69.0|274,719
8|719|cc|7|1|274,275.351,1.79032,64.7575,18636.3,12.8428,275.062,1.79031,9.92136,18617.7,12.8472,False,69.0|274,719
8|719|cc|8|1|274,274.719,1.79031,25.492,18636.3,12.8428,275.062,1.79031,9.92135,18617.7,12.8472,False,69.0|274,719
8|719|sample|10|274,276.182,1.31122,7.26863,18636.3,12.8428,275.04,1.31122,7.25918,18617.7,12.8472,True,32.0|274,719
8|719|sample|11|274,275.171,1.4871,8.30133,18636.3,12.8428,275.063,1.4871,8.35463,18617.7,12.8472,True,22.0|274,719
8|719|sample|12|274,275.375,1.4871,8.40283,18636.3,12.8428,275.049,1.4871,8.26778,18617.7,12.8472,True,22.0|274,719
8|719|sample|3|274,275.355,1.19293,0.89521,18636.3,12.8428,275.056,1.19293,0.920215,18617.7,12.8472,True,55.0|274,719
8|719|sample|4|274,273.069,1.19293,0.89699,18636.3,12.8428,275.058,1.19293,0.898097,18617.7,12.8472,True,55.0|274,719
8|719|sample|5|274,274.716,1.19293,0.97254,18636.3,12.8428,275.04,1.19293,1.01386,18617.7,12.8472,True,55.0|274,719
8|719|sample|6|274,276.351,1.19293,1.12096,18636.3,12.8428,275.022,1.19293,1.08607,18617.7,12.8472,True,55.0|274,719
8|719|sample|7|274,276.231,1.31122,6.97285,18636.3,12.8428,275.036,1.31122,7.30174,18617.7,12.8472,True,32.0|274,719
8|719|sample|8|274,275.655,1.31122,7.43968,18636.3,12.8428,275.038,1.31122,7.43452,18617.7,12.8472,True,32.0|274,719
8|719|sample|9|274,275.326,1.31122,7.37814,18636.3,12.8428,275.045,1.31122,7.37272,18617.7,12.8472,True,32.0|274,719
8|719|vc|1|2|274,274.842,1.79031,33.1436,18636.3,12.8428,275.062,1.79031,9.92135,18617.7,12.8472,False,69.0|274,719
8|719|vc|2|2|274,275.491,1.79031,29.2124,18636.3,12.8428,275.062,1.79031,9.92136,18617.7,12.8472,False,69.0|274,719
8|719|vc|3|2|274,275.079,1.79031,26.9117,18636.3,12.8428,275.062,1.79031,9.92135,18617.7,12.8472,False,69.0|274,719
8|719|vc|4|2|274,274.816,1.79031,65.9273,18636.3,12.8428,275.062,1.79031,9.92135,18617.7,12.8472,False,69.0|274,719
