id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,-8.86435e-10,0.884641,2.2717e-09,0,6.13509e-13,0.874845,4.65405e-13,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,1.95497e-09,1.21602,-4.21976e-10,0,1.12577e-13,1.22814,-9.48575e-13,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,-5.49022e-09,0.803869,-1.40159e-09,0,-3.71703e-13,0.816927,2.55351e-13,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,1.22686e-08,0.761428,-1.1474e-08,0,-1.45883e-13,0.766615,-5.21361e-13,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,2.92706e-09,1.02343,8.30638e-09,0,5.65104e-13,1.03325,1.65201e-13,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,-3.42477e-10,1.08135,-8.028e-09,0,-3.45057e-13,1.08254,-3.48166e-13,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,1.14259e-09,0.850049,8.83397e-10,0,3.81584e-13,0.859785,7.90479e-14,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-4.03095e-09,0.775006,-4.99415e-09,0,-2.55129e-13,0.778557,-7.93143e-13,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,1.13284e-09,1.09622,5.98606e-10,0,1.46105e-13,1.08562,-5.02709e-13,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,4.15085e-09,1.00977,-4.42506e-09,0,-4.23772e-13,1.01633,9.90763e-13,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,-1.46235e-09,0.0443266,-3.5598e-09,0,-4.44089e-15,1.43101e-07,-6.21725e-15,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,-2.26769e-09,0.0711709,2.11116e-09,0,0,-1.54879e-07,1.06581e-14,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,5.54729e-10,-0.0620339,4.13719e-10,0,-3.10862e-15,-2.52287e-07,-8.43769e-15,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,-3.5729e-10,0.0111584,1.53026e-09,0,-2.46914e-12,0.0114029,9.36851e-12,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,2.2762e-09,0.091636,-3.31254e-09,0,-6.88338e-15,-2.93238e-07,-2.66454e-15,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,1.98324e-09,0.0967307,5.27169e-09,0,1.33227e-15,-3.40478e-08,-1.28786e-14,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,2.75234e-09,-0.0293078,-5.53223e-09,0,5.77316e-15,-1.73123e-08,2.66454e-15,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,-3.12796e-09,0.0719841,4.55393e-09,0,-7.10543e-15,6.32592e-07,1.77636e-15,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,5.06217e-10,0.305993,-3.83395e-09,0,-1.55431e-15,4.09686e-07,-2.22045e-15,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,-1.15933e-09,-0.145271,-3.56131e-09,0,-2.22045e-15,3.84534e-07,-5.77316e-15,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,-3.61578e-09,0.121646,-1.74174e-09,0,-7.54952e-15,2.74675e-07,-1.33227e-14,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,3.02246e-09,0.201524,-1.86523e-09,0,-8.88178e-16,4.11307e-08,-1.11022e-14,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,5.19545e-12,-0.17963,1.81759e-09,0,-4.44089e-16,-6.38048e-07,3.9968e-15,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,-8.57548e-10,0.0054398,-7.2593e-10,0,-6.19949e-13,0.00553322,-1.07816e-11,69.0|274,411
