id,U_SAEM,L_SAEM,L_gap_SAEM,h_SAEM,f_SAEM,alpha_SAEM,U_mode,L_mode,L_gap_mode,h_mode,f_mode,alpha_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,52967,510.462,1.54522,1.5517,0.710535,-0.722571,52967,509.224,1.00762,1.5517,0.620054,-0.753389,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,52967,510.462,1.27683,1.5517,0.379322,-0.722571,52967,509.224,1.01813,1.5517,0.348051,-0.753389,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,52967,510.462,1.36542,1.5517,0.681859,-0.722571,52967,509.224,0.994623,1.5517,0.583532,-0.753389,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,52967,510.462,1.07897,1.5517,0.671612,-0.722571,52967,509.224,1.00032,1.5517,0.617789,-0.753389,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,52967,510.462,1.23103,1.5517,0.528433,-0.722571,52967,509.224,1.00541,1.5517,0.476047,-0.753389,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,52967,510.462,1.20622,1.5517,0.483388,-0.722571,52967,509.224,1.01077,1.5517,0.443807,-0.753389,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,52967,510.462,1.22221,1.5517,0.566175,-0.722571,52967,509.224,1.00262,1.5517,0.534588,-0.753389,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,52967,510.462,1.10727,1.5517,0.699012,-0.722571,52967,509.224,0.999572,1.5517,0.610938,-0.753389,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,52967,510.462,1.23947,1.5517,0.340584,-0.722571,52967,509.224,1.00169,1.5517,0.321257,-0.753389,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,52967,510.462,1.3069,1.5517,0.518873,-0.722571,52967,509.224,1.00833,1.5517,0.454487,-0.753389,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,52967,510.462,1.18374,-0.397621,22.3215,-0.722571,52967,509.224,0.999984,-0.397621,0.9996,-0.753389,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,52967,510.462,1.11867,-0.397621,17.0311,-0.722571,52967,509.224,1.00003,-0.397621,1.00036,-0.753389,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,52967,510.462,1.3963,-0.397621,21.8243,-0.722571,52967,509.224,1,-0.397621,1,-0.753389,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,52967,510.462,1.14728,-0.397621,8.40157,-0.722571,52967,509.224,0.999877,-0.397621,1.00013,-0.753389,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,52967,510.462,1.26163,-0.397621,47.8097,-0.722571,52967,509.224,0.999905,-0.397621,1.00021,-0.753389,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,52967,510.462,1.29513,-0.397621,34.4376,-0.722571,52967,509.224,0.979546,-0.397621,1.0023,-0.753389,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,52967,510.462,1.30673,-0.397621,44.0821,-0.722571,52967,509.224,1.00002,-0.397621,0.999913,-0.753389,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,52967,510.462,1.29725,-0.397621,17.8064,-0.722571,52967,509.224,0.991657,-0.397621,0.991422,-0.753389,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,52967,510.462,1.19277,-0.397621,238.359,-0.722571,52967,509.224,0.999986,-0.397621,0.999961,-0.753389,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,52967,510.462,1.24792,-0.397621,26.2838,-0.722571,52967,509.224,1,-0.397621,1,-0.753389,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,52967,510.462,1.3669,-0.397621,19.5792,-0.722571,52967,509.224,1,-0.397621,1,-0.753389,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,52967,510.462,1.33511,-0.397621,18.1499,-0.722571,52967,509.224,1,-0.397621,1.00002,-0.753389,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,52967,510.462,1.33972,-0.397621,22.9632,-0.722571,52967,509.224,0.997545,-0.397621,0.854914,-0.753389,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,52967,510.462,1.38145,-0.397621,31.8975,-0.722571,52967,509.224,0.999985,-0.397621,0.999912,-0.753389,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,52967,510.462,1.36802,-0.397621,38.0192,-0.722571,52967,509.224,1.0002,-0.397621,1.0356,-0.753389,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,52967,510.462,1.35935,-0.397621,51.5403,-0.722571,52967,509.224,0.998398,-0.397621,0.988794,-0.753389,False,69.0|274,411
14|705|14|705|sample|3|233|3|233|6.0,52967,510.462,1.15508,0.129707,0.0103672,1.4056,52967,509.224,0.999606,0.129707,0.000783094,1.41425,False,6.0|233,705
14|705|14|705|sample|4|233|4|233|6.0,52967,510.462,1.31231,0.129707,0.0148701,1.4056,52967,509.224,0.999691,0.129707,0.00142433,1.41425,False,6.0|233,705
14|705|14|705|sample|5|233|5|233|6.0,52967,510.462,1.07146,0.129707,0.00516465,1.4056,52967,509.224,0.999679,0.129707,0.0013764,1.41425,False,6.0|233,705
14|705|14|705|sample|6|233|6|233|6.0,52967,510.462,1.47361,0.129707,0.0253961,1.4056,52967,509.224,0.999689,0.129707,0.00149347,1.41425,False,6.0|233,705
14|705|14|705|sample|7|233|7|233|6.0,52967,510.462,1.38845,0.129707,0.0399541,1.4056,52967,509.224,0.999595,0.129707,0.000913125,1.41425,False,6.0|233,705
14|705|14|705|sample|8|233|8|233|6.0,52967,510.462,1.43828,0.129707,0.0121946,1.4056,52967,509.224,0.999678,0.129707,0.0014082,1.41425,False,6.0|233,705
14|705|14|705|sample|10|233|10|233|6.0,52967,510.462,1.22989,2.23335,0.0875527,1.4056,52967,509.224,0.997112,2.23335,0.0810661,1.41425,True,6.0|233,705
14|705|14|705|sample|9|233|9|233|6.0,52967,510.462,1.03131,2.23335,0.0956714,1.4056,52967,509.224,0.997356,2.23335,0.0907565,1.41425,True,6.0|233,705
14|705|14|705|sample|12|233|12|233|6.0,52967,510.462,1.24809,2.23335,0.237305,1.4056,52967,509.224,1.0059,2.23335,0.216195,1.41425,True,6.0|233,705
14|705|14|705|sample|11|233|11|233|6.0,52967,510.462,1.28101,2.23335,0.137932,1.4056,52967,509.224,1.00908,2.23335,0.12208,1.41425,True,6.0|233,705
14|705|14|705|cc|1|1|233|1|233|69.0,52967,510.462,1.27745,1.29276,17.4596,1.4056,52967,509.224,1,1.29276,1,1.41425,False,69.0|233,705
14|705|14|705|cc|2|1|233|1|233|69.0,52967,510.462,1.468,1.29276,12.3212,1.4056,52967,509.224,1,1.29276,0.999999,1.41425,False,69.0|233,705
