id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,1,0.00263975,0.891734,0.0451311,16.2712,0.404886,0.743233,1,0.00264622,0.894868,0.00757457,16.3627,0.405601,0.7408,False,69.0|162,84
8|84|cc|2|1|162,1,0.00263975,0.891734,0.0390752,16.3693,0.404886,0.743233,1,0.00264622,0.894868,0.00757458,16.3627,0.405601,0.7408,False,69.0|162,84
8|84|cc|3|1|162,1,0.00263975,0.891734,0.071237,16.4739,0.404886,0.743233,1,0.00264622,0.894868,0.00757458,16.3627,0.405601,0.7408,False,69.0|162,84
8|84|cc|4|1|162,1,0.00263975,0.891734,0.0521637,16.2995,0.404886,0.743233,1,0.00264622,0.894868,0.00757457,16.3627,0.405601,0.7408,False,69.0|162,84
8|84|cc|5|1|162,1,0.00263975,0.891734,0.0745345,16.494,0.404886,0.743233,1,0.00264622,0.894868,0.00757458,16.3627,0.405601,0.7408,False,69.0|162,84
8|84|cc|6|1|162,1,0.00263975,0.891734,0.0583629,16.2103,0.404886,0.743233,1,0.00264622,0.894868,0.00757458,16.3627,0.405601,0.7408,False,69.0|162,84
8|84|cc|7|1|162,1,0.00263975,0.891734,0.060399,16.3021,0.404886,0.743233,1,0.00264622,0.894868,0.00757458,16.3627,0.405601,0.7408,False,69.0|162,84
8|84|cc|8|1|162,1,0.00263975,0.891734,0.0553167,16.3735,0.404886,0.743233,1,0.00264622,0.894868,0.00757458,16.3627,0.405601,0.7408,False,69.0|162,84
8|84|sample|10|162,1,0.00263927,0.891739,1.3453,2.27711,0.404886,0.743233,1,0.00264575,0.894873,0.985885,2.52489,0.405601,0.7408,True,32.0|162,84
8|84|sample|11|162,1,0.00263929,0.891756,0.291579,4.49094,0.404886,0.743233,1,0.00264577,0.89489,0.333901,4.01185,0.405601,0.7408,True,22.0|162,84
8|84|sample|12|162,1,0.00263929,0.891756,0.363524,4.49139,0.404886,0.743233,1,0.00264577,0.89489,0.484014,3.51769,0.405601,0.7408,True,22.0|162,84
